X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10
côté serveur;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
open source;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
grand nombre;0;0;0.0249221;0;0;0.0304183;0;0;0.0252366;0.0249221
facebook;0;0;0;0;0.011976;0;0;0;0.0127796;0.0126183
wikipédia;0;0;0;0;0;0;0;0;0.00643087;0.00634921
opérateur;0;0;0.00634921;0;0;0;0;0;0;0.00634921
installation;0;0;0;0;0.0060241;0;0;0;0;0.00634921
wamp;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
mamp;0;0;0;0;0.011976;0;0;0;0.0127796;0.0126183
éditeur de texte;0;0;0;0;0;0;0;0;0.00643087;0.00634921
macos;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
windows;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
emacs;0;0;0;0;0;0.0077821;0;0;0;0.00634921
nano;0;0;0;0;0;0;0;0;0;0.00318471
langage c;0;0;0.0249221;0.0301887;0;0;0;0;0.0252366;0.0249221
attribut;0;0;0;0;0.011976;0;0;0;0.0127796;0.0126183
integer;0;0;0.0486322;0;0.0462428;0.0590406;0;0.0615385;0;0.0486322
super;0;0;0;0;0;0;0.00787402;0;0;0.00634921
type;0;0.10356;0.0927536;0;0.0883978;0.111498;0.112676;0;0;0.0927536
concaténation;0;0.0546075;0;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
opérateur logiques;0;0;0.0249221;0;0;0.0304183;0;0;0.0252366;0.0249221
multiplication;0;0;0.0927536;0.110727;0.0883978;0.111498;0;0;0.0938416;0.0927536
division;0;0;0.0249221;0;0;0.0304183;0;0;0.0252366;0.0249221
valeur numérique;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
comparaison;0;0.0546075;0.0486322;0;0;0;0;0.0615385;0.0492308;0.0486322
égal;0;0;0.0486322;0.0586081;0;0.0590406;0;0;0.0492308;0.0486322
inférieur;0;0;0;0;0;0.015444;0;0;0.0127796;0.0126183
mathématiques;0;0;0;0;0;0;0;0;0;0.00318471
extraction;0;0;0;0;0;0;0;0;0;0.00318471
procédural;0;0;0.00634921;0;0;0;0;0;0;0.00634921
capables;0;0;0;0.00772201;0;0;0;0;0;0.00634921
tableau associatifs;0;0;0;0;0.011976;0;0.015625;0;0;0.0126183
hash;0;0;0.0249221;0.0301887;0.0236686;0;0;0;0;0.0249221
sizeof;0;0;0;0;0;0;0;0;0.00643087;0.00634921
foreach;0;0.273418;0.262295;0.267717;0.287037;0.262467;0.278075;0;0.267773;0.25058
cle;0;0.0546075;0.0486322;0.0586081;0;0;0;0;0.0492308;0.0486322
rappel;0;0;0.158602;0.175549;0.166667;0.169279;0.170886;0;0.157182;0.155496
serveur;0;0;0.0927536;0.110727;0.0883978;0;0;0.115942;0.0938416;0.0927536
unix;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
page;0;0;0.00634921;0;0;0;0;0;0;0.00634921
communication;0;0;0;0;0.0060241;0.0077821;0;0;0;0
possibilité;0;0;0;0.0586081;0.0462428;0.0590406;0;0;0.0492308;0.0486322
interpréter;0;0;0;0;0.011976;0;0;0.016129;0;0.0126183
linux;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
line;0;0;0;0;0;0;0;0;0;0.00318471
rows;0;0.0280702;0;0;0;0.0304183;0;0;0.0252366;0.0249221
query string;0;0;0;0;0.0060241;0;0;0;0;0.00634921
clique;0;0;0;0;0;0;0;0;0;0.00318471
analyser;0;0;0;0;0;0;0;0;0;0.00318471
variables;0;0;0;0;0;0;0;0;0;0.00318471
transaction;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
femme;0;0;0;0;0;0;0;0.016129;0.0127796;0.0126183
côté client;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
ok;0;0;0;0;0;0;0;0;0;0.00318471
droit;0;0;0.0486322;0.0586081;0.0462428;0.0590406;0;0;0;0.0486322
générique;0;0;0.00634921;0;0;0;0;0;0;0.00634921
échouer;0;0;0;0;0;0;0;0;0;0.00318471
contacter;0;0;0;0;0.0060241;0;0;0;0;0.00634921
pouvoir;0;0;0;0;0;0.0077821;0;0;0;0.00634921
standard;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
conditionnelles;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
diagramme;0;0;0;0;0;0;0;0.00813008;0;0.00634921
switch;0;0.187683;0.169761;0.199377;0;0;0.202532;0.207792;0.171582;0.169761
bloc;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
prix unitaire;0;0;0;0;0;0;0;0.00813008;0;0.00634921
boucle for;0;0;0;0;0;0.0304183;0;0.031746;0.0252366;0.0249221
répéter;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
initialisation;0;0;0;0;0.0060241;0;0;0;0;0.00634921
incrémentation;0;0;0.00634921;0;0;0;0;0;0;0.00634921
mettre à jour;0;0;0;0;0;0;0;0;0;0.00318471
col;0;0;0;0;0;0;0;0;0;0.00318471
evaluation;0;0;0;0;0;0;0;0;0;0.00318471
binôme;0;0;0;0;0;0;0;0;0;0.00318471
classes;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
bienvenue;0;0;0;0;0;0.0077821;0;0;0;0.00634921
class;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
constantes;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
créer;0;0.0142349;0;0;0;0.015444;0;0;0;0.0126183
mot;0;0.0938511;0.0872093;0.100346;0.0891365;0.101045;0;0;0;0.0872093
méthode;0;0.24359;0;0.246649;0.262911;0.224868;0.260274;0.26257;0.264059;0.234597
env;0;0;0.0486322;0;0.0462428;0;0.0597015;0;0.0492308;0.0486322
session;0;0.0938511;0.0872093;0.100346;0.0891365;0.101045;0;0;0;0.0872093
temps;0;0.273418;0.262295;0.267717;0.287037;0.262467;0.278075;0;0.267773;0.25058
visiteur;0;0;0.0249221;0;0;0.0304183;0;0.031746;0;0.0249221
adresse ip;0;0;0;0;0;0;0;0;0.00643087;0.00634921
ip;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
réutilisation;0;0;0;0;0;0;0;0;0.00643087;0.00634921
entité;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
entité html;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
afficher;0;0;0.0249221;0.0301887;0;0.0304183;0;0;0;0.0249221
comportement;0;0;0.0927536;0.110727;0.0883978;0.111498;0;0;0.0938416;0.0927536
trim;0;0.10356;0.0927536;0;0.0883978;0.111498;0;0;0.0938416;0.0927536
séquence;0;0;0.0486322;0;0;0.0590406;0;0.0615385;0.0492308;0.0486322
bcd;0;0;0;0;0;0.0077821;0;0;0;0.00634921
unset;0;0;0.0249221;0.0301887;0;0;0;0;0.0252366;0.0249221
vrai;0;0;0;0;0;0.0077821;0;0;0;0.00634921
disponible;0;0;0.0249221;0;0;0.0304183;0;0.031746;0;0.0249221
vides;0;0;0;0;0;0;0;0;0;0.00318471
possibles;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
id;0;0;0.0486322;0;0.0462428;0.0590406;0;0.0615385;0;0.0486322
pouvoir;0;0;0;0;0;0.0077821;0;0;0.00643087;0
essayer;0;0;0;0;0.011976;0.015444;0;0;0;0.0126183
impossible;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
mp4;0;0;0;0;0;0;0;0;0;0.00318471
stream;0;0;0.00634921;0;0;0;0;0;0;0.00634921
développement;0;0;0;0;0.0060241;0;0;0;0;0.00634921
système de gestion;0;0;0.0249221;0;0.0236686;0.0304183;0;0;0;0.0249221
dbms;0;0;0.0249221;0.0301887;0;0.0304183;0;0;0;0.0249221
system;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
logiciel système;0;0;0;0;0;0;0;0;0.00643087;0.00634921
complexité;0;0;0;0;0;0;0;0;0.00643087;0.00634921
postgresql;0;0;0;0;0;0.015444;0;0;0.0127796;0.0126183
mariadb;0;0;0;0;0;0;0;0;0.00643087;0.00634921
coder;0;0;0;0;0.0236686;0.0304183;0;0;0.0252366;0.0249221
handle;0;0;0.0126183;0.0153257;0;0;0;0;0;0.0126183
bibliothèque;0;0;0;0;0.0236686;0.0304183;0;0.031746;0;0.0249221
connecteur;0;0;0;0;0;0;0;0;0;0.00318471
mysqli;0;0;0;0;0.011976;0;0;0;0.0127796;0.0126183
pilote;0;0;0;0;0;0.0077821;0;0;0;0.00634921
odbc;0;0;0;0;0;0.0077821;0;0;0;0.00634921
phpmyadmin;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
hébergeur;0;0;0.0249221;0;0;0.0304183;0;0;0.0252366;0.0249221
insert;0;0;0.0249221;0;0;0;0;0.031746;0.0252366;0.0249221
travers;0;0;0;0;0.011976;0;0;0.016129;0;0.0126183
mdp;0;0.0546075;0.0486322;0;0;0.0590406;0;0.0615385;0;0.0486322
delete;0;0;0.0486322;0;0.0462428;0.0590406;0;0.0615385;0;0.0486322
val;0;0;0.00634921;0;0;0;0;0;0;0.00634921
debugger;0;0;0;0;0;0;0;0;0;0.00318471
nobody;0;0;0;0;0;0;0;0;0;0.00318471
printf;0;0.0280702;0;0;0.0236686;0;0;0;0.0252366;0.0249221
dater;0;0;0;0;0;0;0;0;0;0.00318471
sql server;0;0;0;0;0;0.015444;0;0;0.0127796;0.0126183
ecriture;0;0;0.0486322;0.0586081;0.0462428;0;0;0;0.0492308;0.0486322
exec;0;0;0;0;0;0;0;0;0;0.00318471
poo;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
classe;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
classe type;0;0;0;0;0;0;0;0;0.00643087;0.00634921
concept;0;0;0;0;0;0;0;0;0.00643087;0.00634921
héritage;0;0;0.0927536;0;0.0883978;0.111498;0;0.115942;0.0938416;0.0927536
encapsulation;0;0;0;0;0;0;0;0;0.00643087;0.00634921
caractéristique;0;0;0;0;0.0236686;0.0304183;0;0;0.0252366;0.0249221
hériter;0;0;0;0;0;0;0;0;0.00643087;0.00634921
polymorphisme;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
public;0;0;0.0486322;0;0.0462428;0.0590406;0;0;0.0492308;0.0486322
constructeur;0;0;0.0927536;0;0.0883978;0.111498;0;0.115942;0.0938416;0.0927536
importer;0;0;0;0.0301887;0;0.0304183;0;0.031746;0;0.0249221
redéfinition;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
portée;0;0;0.00634921;0;0;0;0;0;0;0.00634921
double;0;0;0;0;0;0;0;0;0;0.00318471
self;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
dehors;0;0;0;0;0;0;0;0;0;0.00318471
uml;0;0;0;0;0;0;0;0.00813008;0;0.00634921
web;0;0;0.0126183;0;0;0.015444;0;0;0;0.0126183
plugins;0;0;0;0;0.0060241;0;0;0;0;0.00634921
erreur;0;0;0;0;0;0;0;0;0;0.00318471
nécessaire;0;0;0.0249221;0.0301887;0;0.0304183;0;0;0;0.0249221
voir;0;0;0;0;0;0;0;0;0;0.00318471
juste;0;0;0.0126183;0;0;0;0;0.016129;0;0.0126183
réduire;0;0;0;0;0;0;0;0;0;0.00318471
time;0;0;0.0249221;0;0.0236686;0;0.0307692;0;0;0.0249221
mettre;0;0;0.0126183;0.0153257;0;0;0;0;0;0.0126183
transaction;0;0;0;0;0;0;0;0;0;0.00318471
vente en ligne;0;0;0.0126183;0;0.011976;0;0;0;0;0.0126183
isoler;0;0;0.00634921;0;0;0;0;0;0;0.00634921
bas niveau;0;0;0;0;0.0060241;0;0;0;0;0.00634921
process mining;0;0;0;0;0;0;0;0;0;0.00318471
commettre;0;0;0;0;0.0060241;0;0;0;0;0.00634921
validation;0;0;0;0;0;0;0;0;0;0.00318471
vouloir;0;0.0546075;0.0486322;0;0.0462428;0.0590406;0;0;0;0.0486322
rollback;0;0;0.0249221;0;0.0236686;0;0;0;0.0252366;0.0249221
généralement;0;0.00716846;0;0;0;0;0;0;0;0.00634921
mémoire ram;0;0.00716846;0;0;0;0;0;0;0;0.00634921
retrouver;0;0;0;0;0.011976;0.015444;0;0;0;0.0126183
cohérent;0;0;0.0126183;0;0;0.015444;0;0;0;0.0126183
isolation;0;0;0;0;0;0;0;0;0.00643087;0.00634921
durabilité;0;0;0;0;0;0;0;0;0.00643087;0.00634921
jointures;0;0;0.00634921;0;0;0;0;0;0;0.00634921
correcte;0;0.0142349;0;0;0;0.015444;0;0;0;0.0126183
finale;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
système d’exploitation;0;0;0;0;0;0.015444;0;0;0.0127796;0.0126183
étrangères;0;0;0;0;0;0;0;0;0;0.00318471
innodb;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
modèle relationnel;0;0;0;0;0;0;0;0;0.00643087;0.00634921
relationnel;0;0;0.0126183;0;0;0;0;0;0.0127796;0.0126183
perdre;0;0;0;0;0;0;0;0;0;0.00318471
oublier;0;0;0;0;0;0;0.00787402;0;0;0.00634921
compatible;0;0;0.00634921;0;0;0;0;0;0;0.00634921
université de rouen;0;0.00359712;0;0;0;0;0;0;0;0
france;0;0.00716846;0;0;0;0;0.00787402;0;0;0
évolué;0;0.00359712;0;0;0;0;0;0;0;0
manuel;0;0.00359712;0;0;0;0;0;0;0;0
français;0;0.00359712;0;0;0;0;0;0;0;0
attention;0;0.0142349;0.0126183;0;0.011976;0;0;0;0;0
faute de frappe;0;0.00359712;0;0;0;0;0;0;0;0
entiers;0;0.0546075;0.0486322;0;0.0462428;0;0.0597015;0;0.0492308;0
3.14;0;0.00716846;0;0;0.0060241;0;0;0;0;0
expr;0;0.00359712;0;0;0;0;0;0;0;0
spécifique;0;0.00359712;0;0;0;0;0;0;0;0
pointeur;0;0.00716846;0.00634921;0;0;0;0;0;0;0
list;0;0.0142349;0.0126183;0;0;0;0;0;0.0127796;0
inverse;0;0.00359712;0;0;0;0;0;0;0;0
trie;0;0.00359712;0;0;0;0;0;0;0;0
accès;0;0.00359712;0;0;0;0;0;0;0;0
strcmp;0;0.00716846;0.00634921;0;0;0;0;0;0;0
casse;0;0.00716846;0;0;0.0060241;0;0;0;0;0
occurence;0;0.00359712;0;0;0;0;0;0;0;0
décompte;0;0.0142349;0.0126183;0;0;0.015444;0;0;0;0
valeur de retour;0;0.0280702;0.0249221;0;0;0.0304183;0;0;0.0252366;0
passage par référence;0;0.00716846;0;0.00772201;0;0;0;0;0;0
traiter;0;0.00359712;0;0;0;0;0;0;0;0
navigation;0;0.00716846;0;0.00772201;0;0;0;0;0;0
rouen;0;0.00359712;0;0;0;0;0;0;0;0
code postal;0;0.00716846;0;0;0;0.0077821;0;0;0;0
bouton radio;0;0.00716846;0;0;0;0.0077821;0;0;0;0
radio;0;0.0280702;0;0.0301887;0;0.0304183;0;0;0.0252366;0
multiple;0;0.00716846;0;0;0;0;0;0;0.00643087;0
touche ctrl;0;0.00359712;0;0;0;0;0;0;0;0
transfert de fichier;0;0.00359712;0;0;0;0;0;0;0;0
fread;0;0.0142349;0.0126183;0.0153257;0;0;0;0;0;0
fin de fichier;0;0.00716846;0.00634921;0;0;0;0;0;0;0
existence;0;0.0142349;0;0;0.011976;0.015444;0;0;0;0
carte d’identité;0;0.00359712;0;0;0;0;0;0;0;0
timestamp;0;0.0142349;0;0;0.011976;0.015444;0;0;0;0
min;0;0.00716846;0;0;0;0.0077821;0;0;0;0
exe;0;0.00359712;0;0;0;0;0;0;0;0
xhtml;0;0.00716846;0.00634921;0;0;0;0;0;0;0
2.0;0;0.00359712;0;0;0;0;0;0;0;0
base;0;0;0.00318471;0;0;0;0;0;0;0
séparateur;0;0;0.00634921;0;0;0.0077821;0;0;0;0
supprimer;0;0;0.00318471;0;0;0;0;0;0;0
précédence;0;0;0.00318471;0;0;0;0;0;0;0
bits;0;0;0.00634921;0;0.0060241;0;0;0;0;0
strftime;0;0;0.00634921;0;0.0060241;0;0;0;0;0
modifier;0;0;0.00318471;0;0;0;0;0;0;0
numériques;0;0;0.00318471;0;0;0;0;0;0;0
réels;0;0;0.00634921;0;0;0.0077821;0;0;0;0
enum;0;0;0.00318471;0;0;0;0;0;0;0
fulltext;0;0;0.00318471;0;0;0;0;0;0;0
fichier par;0;0;0.00318471;0;0;0;0;0;0;0
sortie;0;0;0.00318471;0;0;0;0;0;0;0
sortie standard;0;0;0.0126183;0.0153257;0.011976;0;0;0;0;0
fermer;0;0;0.00634921;0;0;0.0077821;0;0;0;0
système de fichiers;0;0;0.00318471;0;0;0;0;0;0;0
