X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10
fulltext;0;0;0.0037037;0;0;0;0;0;0;0
fichier par;0;0;0.0037037;0;0;0;0;0;0;0
sortie;0;0;0.0037037;0;0;0;0;0;0;0
sortie standard;0;0;0.014652;0.0203046;0.015873;0;0;0;0;0
fermer;0;0;0.00738007;0;0;0.00943396;0;0;0;0
système de fichiers;0;0;0.0037037;0;0;0;0;0;0;0
comparer;0;0;0.0037037;0;0;0;0;0;0;0
couleurs;0;0;0.0561404;0.076555;0.0606061;0.0707965;0;0;0.0727273;0
rectangle;0;0;0.0037037;0;0;0;0;0;0;0
polygones;0;0;0.0037037;0;0;0;0;0;0;0
destructeur;0;0;0.0037037;0;0;0;0;0;0;0
nouveauté;0;0;0.0037037;0;0;0;0;0;0;0
exceptions;0;0;0.0037037;0;0;0;0;0;0;0
sauvegarder;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
inspirer;0;0;0.0037037;0;0;0;0;0;0;0
rasmus lerdorf;0;0;0.00738007;0;0.008;0;0;0;0;0
site personnel;0;0;0.0037037;0;0;0;0;0;0;0
interpreter;0;0;0.00738007;0;0;0.00943396;0;0;0;0
contributeurs;0;0;0.0037037;0;0;0;0;0;0;0
juin;0;0;0.00738007;0;0.008;0;0;0;0;0
zeev suraski;0;0;0.00738007;0;0.008;0;0;0;0;0
modulaire;0;0;0.00738007;0;0.008;0;0;0;0;0
extensible;0;0;0.0037037;0;0;0;0;0;0;0
supplémentaires;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
manquer;0;0;0.00738007;0;0;0.00943396;0;0;0;0
zend;0;0;0.00738007;0;0.008;0;0;0;0;0
zend engine;0;0;0.00738007;0;0.008;0;0;0;0;0
mai;0;0;0.0037037;0;0;0;0;0;0;0
c++;0;0;0.0288809;0.039801;0.03125;0.0366972;0;0;0;0
xml;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
forum;0;0;0.0037037;0;0;0;0;0;0;0
messagerie;0;0;0.00738007;0;0;0;0;0;0.00970874;0
banque;0;0;0.014652;0.0203046;0;0.0186916;0;0;0;0
publication en ligne;0;0;0.0037037;0;0;0;0;0;0;0
incorporer;0;0;0.0037037;0;0;0;0;0;0;0
semblant;0;0;0.0037037;0;0;0;0;0;0;0
dédier;0;0;0.0037037;0;0;0;0;0;0;0
vitesse;0;0;0.00738007;0;0;0.00943396;0;0;0;0
côté;0;0;0.0037037;0;0;0;0;0;0;0
vbscript;0;0;0.0037037;0;0;0;0;0;0;0
jscript;0;0;0.0037037;0;0;0;0;0;0;0
activex;0;0;0.0037037;0;0;0;0;0;0;0
portage;0;0;0.0037037;0;0;0;0;0;0;0
plate-forme;0;0;0.0037037;0;0;0;0;0;0;0
langage de programmation procédural;0;0;0.00738007;0;0.008;0;0;0;0;0
mac;0;0;0.00738007;0;0.008;0;0;0;0;0
distribution linux;0;0;0.00738007;0;0.008;0;0;0;0;0
mode;0;0;0.0561404;0.076555;0.0606061;0.0707965;0;0;0.0727273;0
répertoire personnel;0;0;0.0037037;0;0;0;0;0;0;0
complexe;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
uvre;0;0;0.014652;0.0203046;0;0.0186916;0;0;0;0
employer;0;0;0.00738007;0;0.008;0;0;0;0;0
easyphp;0;0;0.0037037;0;0;0;0;0;0;0
coloration syntaxique;0;0;0.0037037;0;0;0;0;0;0;0
mozilla;0;0;0.00738007;0.0102564;0;0;0;0;0;0
galeon;0;0;0.0037037;0;0;0;0;0;0;0
konqueror;0;0;0.0037037;0;0;0;0;0;0;0
bordélique;0;0;0.0037037;0;0;0;0;0;0;0
endroit;0;0;0.0288809;0;0.03125;0.0366972;0;0;0.0377358;0
souple;0;0;0.0037037;0;0;0;0;0;0;0
point-virgule;0;0;0.00738007;0;0;0.00943396;0;0;0;0
sensible;0;0;0.0288809;0.039801;0.03125;0.0366972;0;0;0;0
lettre;0;0;0.00738007;0;0.008;0;0;0;0;0
contexte;0;0;0.0037037;0;0;0;0;0;0;0
transtypage;0;0;0.014652;0.0203046;0;0.0186916;0;0;0;0
signe égal;0;0;0.0037037;0;0;0;0;0;0;0
sans;0;0;0.0037037;0;0;0;0;0;0;0
echo;0;0;0.00738007;0;0;0.00943396;0;0;0;0
affiche;0;0;0.00738007;0;0;0;0;0;0.00970874;0
globale;0;0;0.014652;0;0;0.0186916;0;0;0.0192308;0
variable locale;0;0;0.00738007;0;0;0;0.0136986;0;0;0
locale;0;0;0.00738007;0;0;0;0.0136986;0;0;0
files;0;0;0.014652;0;0;0.0186916;0.027027;0;0;0
upload;0;0;0.0037037;0;0;0;0;0;0;0
cache;0;0;0.00738007;0;0.008;0;0;0;0;0
dynamique;0;0;0.0037037;0;0;0;0;0;0;0
ambiguïté;0;0;0.0037037;0;0;0;0;0;0;0
chaîne vide;0;0;0.00738007;0;0;0.00943396;0;0;0;0
booléenne;0;0;0.0037037;0;0;0;0;0;0;0
architecture;0;0;0.00738007;0;0.008;0;0;0;0;0
nombre à virgule flottante;0;0;0.014652;0.0203046;0;0;0;0;0.0192308;0
puissance de 10;0;0;0.0037037;0;0;0;0;0;0;0
ascii;0;0;0.00738007;0.0102564;0;0;0;0;0;0
unicode;0;0;0.0037037;0;0;0;0;0;0;0
échapper;0;0;0.0037037;0;0;0;0;0;0;0
lf;0;0;0.0037037;0;0;0;0;0;0;0
carriage return;0;0;0.0037037;0;0;0;0;0;0;0
cr;0;0;0.0037037;0;0;0;0;0;0;0
antislash;0;0;0.00738007;0;0;0.00943396;0;0;0;0
notation octale;0;0;0.0037037;0;0;0;0;0;0;0
notation hexadécimale;0;0;0.0037037;0;0;0;0;0;0;0
hexadécimale;0;0;0.0037037;0;0;0;0;0;0;0
numérique;0;0;0.014652;0;0;0;0.027027;0;0.0192308;0
table de hachage;0;0;0.00738007;0.0102564;0;0;0;0;0;0
pile;0;0;0.00738007;0;0.008;0;0;0;0;0
volée;0;0;0.0037037;0;0;0;0;0;0;0
casse;0;0;0.0037037;0;0;0;0;0;0;0
redéfinir;0;0;0.0037037;0;0;0;0;0;0;0
gauche;0;0;0.0037037;0;0;0;0;0;0;0
droite;0;0;0.00738007;0.0102564;0;0;0;0;0;0
croître;0;0;0.0037037;0;0;0;0;0;0;0
associativité;0;0;0.0037037;0;0;0;0;0;0;0
division par deux;0;0;0.0037037;0;0;0;0;0;0;0
deux;0;0;0.00738007;0;0;0.00943396;0;0;0;0
message;0;0;0.014652;0;0.015873;0;0;0.0272109;0;0
oeil;0;0;0.0037037;0;0;0;0;0;0;0
exécutée;0;0;0.0037037;0;0;0;0;0;0;0
sorte;0;0;0.0037037;0;0;0;0;0;0;0
ressembler à;0;0;0.00738007;0;0;0.00943396;0;0;0;0
homologue;0;0;0.0037037;0;0;0;0;0;0;0
existe;0;0;0.00738007;0;0;0.00943396;0;0;0;0
appel de fonction;0;0;0.0037037;0;0;0;0;0;0;0
valeur par défaut;0;0;0.0561404;0.076555;0.0606061;0.0707965;0;0;0.0727273;0
type de valeurs;0;0;0.00738007;0;0;0;0;0.0137931;0;0
devoir;0;0;0.00738007;0;0;0.00943396;0;0;0;0
couvrir;0;0;0.0037037;0;0;0;0;0;0;0
limitation;0;0;0.0037037;0;0;0;0;0;0;0
conteneur;0;0;0.0037037;0;0;0;0;0;0;0
chose;0;0;0.0288809;0.039801;0.03125;0.0366972;0;0;0;0
premier;0;0;0.00738007;0;0;0.00943396;0;0;0;0
choix multiples;0;0;0.0037037;0;0;0;0;0;0;0
vin;0;0;0.0037037;0;0;0;0;0;0;0
format de date;0;0;0.0037037;0;0;0;0;0;0;0
langue anglaise;0;0;0.0288809;0.039801;0;0.0366972;0;0;0.0377358;0
français;0;0;0.014652;0;0;0.0186916;0;0;0.0192308;0
heure internet;0;0;0.0037037;0;0;0;0;0;0;0
vendredi;0;0;0.00738007;0;0.008;0;0;0;0;0
janvier;0;0;0.0037037;0;0;0;0;0;0;0
hiver;0;0;0.0037037;0;0;0;0;0;0;0
heure de greenwich;0;0;0.0037037;0;0;0;0;0;0;0
dec;0;0;0.0037037;0;0;0;0;0;0;0
fuseau horaire;0;0;0.0037037;0;0;0;0;0;0;0
dimanche;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
samedi;0;0;0.00738007;0;0.008;0;0;0;0;0
lundi;0;0;0.00738007;0;0.008;0;0;0;0;0
second;0;0;0.0037037;0;0;0;0;0;0;0
fonction;0;0;0.0037037;0;0;0;0;0;0;0
siècle;0;0;0.0037037;0;0;0;0;0;0;0
numérique;0;0;0.0037037;0;0;0;0;0;0;0
intervalle;0;0;0.0037037;0;0;0;0;0;0;0
semaine 1;0;0;0.0037037;0;0;0;0;0;0;0
abréviation;0;0;0.0037037;0;0;0;0;0;0;0
littéral;0;0;0.00738007;0;0;0.00943396;0;0;0;0
september;0;0;0.0037037;0;0;0;0;0;0;0
septembre;0;0;0.00738007;0;0.008;0;0;0;0;0
semaine 3;0;0;0.0037037;0;0;0;0;0;0;0
mysql ab;0;0;0.0037037;0;0;0;0;0;0;0
licence;0;0;0.00738007;0;0;0.00943396;0;0;0;0
licence gpl;0;0;0.00738007;0;0;0.00943396;0;0;0;0
support technique;0;0;0.0037037;0;0;0;0;0;0;0
étrangères;0;0;0.0037037;0;0;0;0;0;0;0
notamment;0;0;0.00738007;0;0.008;0;0;0;0;0
moteur de recherche;0;0;0.0037037;0;0;0;0;0;0;0
sqlplus;0;0;0.0037037;0;0;0;0;0;0;0
intuitif;0;0;0.0037037;0;0;0;0;0;0;0
toolkit;0;0;0.0037037;0;0;0;0;0;0;0
qt;0;0;0.0037037;0;0;0;0;0;0;0
doute;0;0;0.00738007;0;0;0.00943396;0;0;0;0
administrateur;0;0;0.00738007;0;0;0.00943396;0;0;0;0
mise à jour;0;0;0.014652;0;0;0.0186916;0.027027;0;0;0
varchar;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
tenir compte;0;0;0.00738007;0;0;0.00943396;0;0;0;0
quantité variables;0;0;0.0037037;0;0;0;0;0;0;0
medium;0;0;0.0037037;0;0;0;0;0;0;0
tris;0;0;0.0037037;0;0;0;0;0;0;0
champ de;0;0;0.0037037;0;0;0;0;0;0;0
insérer;0;0;0.0037037;0;0;0;0;0;0;0
plupart;0;0;0.00738007;0;0;0.00943396;0;0;0;0
préférence;0;0;0.0037037;0;0;0;0;0;0;0
février;0;0;0.0037037;0;0;0;0;0;0;0
mise;0;0;0.014652;0;0;0.0186916;0;0;0.0192308;0
expliquer;0;0;0.0037037;0;0;0;0;0;0;0
plage;0;0;0.0037037;0;0;0;0;0;0;0
mm;0;0;0.0037037;0;0;0;0;0;0;0
fraction;0;0;0.0037037;0;0;0;0;0;0;0
soumettre;0;0;0.0037037;0;0;0;0;0;0;0
crash;0;0;0.0037037;0;0;0;0;0;0;0
contraintes;0;0;0.00738007;0;0;0.00943396;0;0;0;0
intégrité;0;0;0.0037037;0;0;0;0;0;0;0
parente;0;0;0.0037037;0;0;0;0;0;0;0
clé étrangère;0;0;0.00738007;0;0;0.00943396;0;0;0;0
fils;0;0;0.0037037;0;0;0;0;0;0;0
critère;0;0;0.00738007;0;0;0.00943396;0;0;0;0
flotter;0;0;0.0037037;0;0;0;0;0;0;0
order;0;0;0.0037037;0;0;0;0;0;0;0
simplicité;0;0;0.0037037;0;0;0;0;0;0;0
ouverte;0;0;0.0037037;0;0;0;0;0;0;0
échec;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
numéroter;0;0;0.0037037;0;0;0;0;0;0;0
identiques;0;0;0.0037037;0;0;0;0;0;0;0
renommer;0;0;0.00738007;0;0.008;0;0;0;0;0
avoir besoin de;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
valeur;0;0;0.00738007;0;0;0;0.0136986;0;0;0
liste chaînée;0;0;0.0037037;0;0;0;0;0;0;0
activer;0;0;0.0037037;0;0;0;0;0;0;0
mode texte;0;0;0.0037037;0;0;0;0;0;0;0
fin;0;0;0.0037037;0;0;0;0;0;0;0
fichier csv;0;0;0.0037037;0;0;0;0;0;0;0
ret;0;0;0.0037037;0;0;0;0;0;0;0
fichier binaire;0;0;0.0037037;0;0;0;0;0;0;0
calculer;0;0;0.00738007;0;0;0.00943396;0;0;0;0
réussite;0;0;0.0037037;0;0;0;0;0;0;0
chdir;0;0;0.0037037;0;0;0;0;0;0;0
argument;0;0;0.0037037;0;0;0;0;0;0;0
relatif;0;0;0.0037037;0;0;0;0;0;0;0
prochaine;0;0;0.00738007;0;0;0.00943396;0;0;0;0
sous;0;0;0.0037037;0;0;0;0;0;0;0
base 8;0;0;0.0037037;0;0;0;0;0;0;0
type de fichier;0;0;0.0037037;0;0;0;0;0;0;0
fifo;0;0;0.0037037;0;0;0;0;0;0;0
pointé;0;0;0.00738007;0;0;0.00943396;0;0;0;0
inode;0;0;0.0037037;0;0;0;0;0;0;0
taille de bloc;0;0;0.0037037;0;0;0;0;0;0;0
shell unix;0;0;0.0037037;0;0;0;0;0;0;0
dirname;0;0;0.014652;0.0203046;0.015873;0;0;0;0;0
chown;0;0;0.0037037;0;0;0;0;0;0;0
chgrp;0;0;0.0037037;0;0;0;0;0;0;0
copy;0;0;0.00738007;0.0102564;0;0;0;0;0;0
hard link;0;0;0.0037037;0;0;0;0;0;0;0
lien symbolique;0;0;0.0037037;0;0;0;0;0;0;0
masque;0;0;0.0037037;0;0;0;0;0;0;0
rename;0;0;0.00738007;0.0102564;0;0;0;0;0;0
umask;0;0;0.00738007;0.0102564;0;0;0;0;0;0
encodage;0;0;0.014652;0;0.015873;0.0186916;0;0;0;0
avatar;0;0;0.0037037;0;0;0;0;0;0;0
vérification;0;0;0.00738007;0;0;0.00943396;0;0;0;0
pire;0;0;0.0037037;0;0;0;0;0;0;0
boite de dialogue;0;0;0.0037037;0;0;0;0;0;0;0
gestionnaire de fichier;0;0;0.0037037;0;0;0;0;0;0;0
cliquer;0;0;0.00738007;0;0;0.00943396;0;0;0;0
bouton;0;0;0.00738007;0.0102564;0;0;0;0;0;0
temp;0;0;0.0037037;0;0;0;0;0;0;0
fichier temporaire;0;0;0.0037037;0;0;0;0;0;0;0
verrouiller;0;0;0.0037037;0;0;0;0;0;0;0
caractère nul;0;0;0.0037037;0;0;0;0;0;0;0
inverse;0;0;0.00738007;0;0;0.00943396;0;0;0;0
oreille;0;0;0.0037037;0;0;0;0;0;0;0
fonctionnement;0;0;0.0037037;0;0;0;0;0;0;0
quotes;0;0;0.0037037;0;0;0;0;0;0;0
formater;0;0;0.0037037;0;0;0;0;0;0;0
troisième;0;0;0.0037037;0;0;0;0;0;0;0
colle;0;0;0.0037037;0;0;0;0;0;0;0
longueur;0;0;0.00738007;0;0.008;0;0;0;0;0
invisibles;0;0;0.00738007;0;0;0;0;0.0137931;0;0
égale;0;0;0.0037037;0;0;0;0;0;0;0
expiration;0;0;0.0037037;0;0;0;0;0;0;0
avoir lieu;0;0;0.0288809;0;0.03125;0.0366972;0;0;0.0377358;0
variable globale;0;0;0.00738007;0;0;0;0.0136986;0;0;0
authentification;0;0;0.0288809;0.039801;0.03125;0.0366972;0;0;0;0
déconnexion;0;0;0.00738007;0;0;0;0;0;0.00970874;0
évidente;0;0;0.0037037;0;0;0;0;0;0;0
connecté;0;0;0.0037037;0;0;0;0;0;0;0
démarrer;0;0;0.014652;0;0;0.0186916;0;0;0.0192308;0
sauvegarde;0;0;0.00738007;0;0;0.00943396;0;0;0;0
cookie de session;0;0;0.0037037;0;0;0;0;0;0;0
recommencer;0;0;0.0037037;0;0;0;0;0;0;0
unix_timestamp;0;0;0.0037037;0;0;0;0;0;0;0
retirer;0;0;0.0037037;0;0;0;0;0;0;0
dll;0;0;0.0037037;0;0;0;0;0;0;0
jpeg;0;0;0.0037037;0;0;0;0;0;0;0
windows bitmap;0;0;0.0037037;0;0;0;0;0;0;0
truecolor;0;0;0.0037037;0;0;0;0;0;0;0
largeur;0;0;0.0037037;0;0;0;0;0;0;0
gd;0;0;0.0037037;0;0;0;0;0;0;0
gif;0;0;0.0037037;0;0;0;0;0;0;0
psd;0;0;0.0037037;0;0;0;0;0;0;0
tiff;0;0;0.0037037;0;0;0;0;0;0;0
intel;0;0;0.00738007;0;0.008;0;0;0;0;0
rouge;0;0;0.0288809;0.039801;0.03125;0;0;0;0.0377358;0
vert;0;0;0.00738007;0;0.008;0;0;0;0;0
rvb;0;0;0.0037037;0;0;0;0;0;0;0
coordonnées;0;0;0.00738007;0;0;0;0;0;0.00970874;0
total;0;0;0.00738007;0;0;0.00943396;0;0;0;0
blue;0;0;0.0037037;0;0;0;0;0;0;0
cercle;0;0;0.00738007;0;0;0.00943396;0;0;0;0
ellipse;0;0;0.0037037;0;0;0;0;0;0;0
mot-clé;0;0;0.0037037;0;0;0;0;0;0;0
constante;0;0;0.0037037;0;0;0;0;0;0;0
classe d;0;0;0.0037037;0;0;0;0;0;0;0
autre;0;0;0.00738007;0;0;0.00943396;0;0;0;0
héritage multiple;0;0;0.0037037;0;0;0;0;0;0;0
classe a;0;0;0.0037037;0;0;0;0;0;0;0
faire référence;0;0;0.0037037;0;0;0;0;0;0;0
type b;0;0;0.0037037;0;0;0;0;0;0;0
ramasse-miettes;0;0;0.0037037;0;0;0;0;0;0;0
code objet;0;0;0.0037037;0;0;0;0;0;0;0
clonage;0;0;0.0037037;0;0;0;0;0;0;0
directe;0;0;0.0037037;0;0;0;0;0;0;0
explicite;0;0;0.0037037;0;0;0;0;0;0;0
via;0;0;0.0037037;0;0;0;0;0;0;0
descripteur de fichiers;0;0;0.0037037;0;0;0;0;0;0;0
o3;0;0;0.0037037;0;0;0;0;0;0;0
substituer;0;0;0.0037037;0;0;0;0;0;0;0
utile;0;0;0.0037037;0;0;0;0;0;0;0
abstraire;0;0;0.014652;0;0.015873;0;0;0;0.0192308;0
abstraites;0;0;0.00738007;0;0;0;0;0;0.00970874;0
classe abstraite;0;0;0.00738007;0;0;0;0;0;0.00970874;0
dérivée;0;0;0.00738007;0;0;0;0;0;0.00970874;0
implémentant;0;0;0.0037037;0;0;0;0;0;0;0
final;0;0;0.014652;0;0;0;0;0.0272109;0.0192308;0
prototypes;0;0;0.0037037;0;0;0;0;0;0;0
template;0;0;0.0037037;0;0;0;0;0;0;0
contraire;0;0;0.00738007;0;0;0;0;0;0.00970874;0
variable;0;0;0.00738007;0;0;0.00943396;0;0;0;0
iterator;0;0;0.0037037;0;0;0;0;0;0;0
infos;0;0;0.0288809;0.039801;0.03125;0.0366972;0;0;0;0
numéro de ligne;0;0;0.0037037;0;0;0;0;0;0;0
erreur;0;0;0.0037037;0;0;0;0;0;0;0
parent;0;0;0.014652;0;0;0.0186916;0;0;0.0192308;0
ancien système;0;0;0.0037037;0;0;0;0;0;0;0
erreur de syntaxe;0;0;0.0037037;0;0;0;0;0;0;0
intéresser;0;0;0.0037037;0;0;0;0;0;0;0
réception;0;0;0.0037037;0;0;0;0;0;0;0
cas objet;0;0;0.0037037;0;0;0;0;0;0;0
internes;0;0;0.0037037;0;0;0;0;0;0;0
supporter;0;0;0.0037037;0;0;0;0;0;0;0
remplissage;0;0;0.00738007;0;0;0.00943396;0;0;0;0
structure;0;0;0.0037037;0;0;0;0;0;0;0
université antilles guyane;0;0;0;0.00515464;0;0;0;0;0;0
feuilles de style;0;0;0;0.00515464;0;0;0;0;0;0
pdf;0;0;0;0.0203046;0.015873;0.0186916;0;0;0;0
noël;0;0;0;0.00515464;0;0;0;0;0;0
client http;0;0;0;0.00515464;0;0;0;0;0;0
composer;0;0;0;0.0203046;0.015873;0.0186916;0;0;0;0
recommandation w3c;0;0;0;0.00515464;0;0;0;0;0;0
êtres;0;0;0;0.0102564;0;0.00943396;0;0;0;0
structuration;0;0;0;0.0102564;0;0;0.0136986;0;0;0
désormais;0;0;0;0.00515464;0;0;0;0;0;0
liste à puces;0;0;0;0.0102564;0.008;0;0;0;0;0
inline;0;0;0;0.00515464;0;0;0;0;0;0
disponibilité;0;0;0;0.00515464;0;0;0;0;0;0
arial;0;0;0;0.00515464;0;0;0;0;0;0
texte gras;0;0;0;0.00515464;0;0;0;0;0;0
abuser;0;0;0;0.0102564;0;0.00943396;0;0;0;0
css 3;0;0;0;0.0102564;0.008;0;0;0;0;0
souris;0;0;0;0.00515464;0;0;0;0;0;0
positionnement;0;0;0;0.00515464;0;0;0;0;0;0
charset;0;0;0;0.00515464;0;0;0;0;0;0
auto;0;0;0;0.0102564;0.008;0;0;0;0;0
allonger;0;0;0;0.00515464;0;0;0;0;0;0
chevauchements;0;0;0;0.00515464;0;0;0;0;0;0
em;0;0;0;0.00515464;0;0;0;0;0;0
active server pages;0;0;0;0.00515464;0;0;0;0;0;0
microsoft;0;0;0;0.039801;0.03125;0.0366972;0;0;0.0377358;0
exécutable;0;0;0;0.0102564;0;0.00943396;0;0;0;0
connaissance;0;0;0;0.00515464;0;0;0;0;0;0
dictionnaires;0;0;0;0.00515464;0;0;0;0;0;0
bois;0;0;0;0.00515464;0;0;0;0;0;0
key;0;0;0;0.00515464;0;0;0;0;0;0
info;0;0;0;0.00515464;0;0;0;0;0;0
parcours;0;0;0;0.0203046;0.015873;0.0186916;0;0;0;0
pouvoir;0;0;0;0.00515464;0;0;0;0;0;0
httpd;0;0;0;0.00515464;0;0;0;0;0;0
statiques;0;0;0;0.0102564;0;0;0;0;0.00970874;0
sport;0;0;0;0.0203046;0;0.0186916;0;0;0.0192308;0
selection multiple;0;0;0;0.00515464;0;0;0;0;0;0
saisir;0;0;0;0.00515464;0;0;0;0;0;0
nom;0;0;0;0.00515464;0;0;0;0;0;0
mode connecté;0;0;0;0.00515464;0;0;0;0;0;0
rattacher;0;0;0;0.00515464;0;0;0;0;0;0
durée de vie;0;0;0;0.0102564;0;0;0;0;0.00970874;0
path;0;0;0;0.0102564;0.008;0;0;0;0;0
nobody;0;0;0;0.00515464;0;0;0;0;0;0
basename;0;0;0;0.00515464;0;0;0;0;0;0
touch;0;0;0;0.0102564;0;0.00943396;0;0;0;0
friends;0;0;0;0.00515464;0;0;0;0;0;0
epub;0;0;0;0;0.00401606;0;0;0;0;0
filtrage;0;0;0;0;0.00401606;0;0;0;0;0
validation;0;0;0;0;0.00401606;0;0;0;0;0
symfony;0;0;0;0;0.00401606;0;0;0;0;0
application;0;0;0;0;0.00401606;0;0;0;0;0
web service;0;0;0;0;0.00401606;0;0;0;0;0
web mobile;0;0;0;0;0.00401606;0;0;0;0;0
mobile;0;0;0;0;0.00401606;0;0;0;0;0
compilateur;0;0;0;0;0.008;0.00943396;0;0;0;0
compilateur jit;0;0;0;0;0.00401606;0;0;0;0;0
sortie;0;0;0;0;0.00401606;0;0;0;0;0
programmeur;0;0;0;0;0.00401606;0;0;0;0;0
ca;0;0;0;0;0.00401606;0;0;0;0;0
livre;0;0;0;0;0.008;0.00943396;0;0;0;0
hiphop;0;0;0;0;0.00401606;0;0;0;0;0
machine virtuelle;0;0;0;0;0.00401606;0;0;0;0;0
typage fort;0;0;0;0;0.00401606;0;0;0;0;0
framework;0;0;0;0;0.00401606;0;0;0;0;0
phalcon;0;0;0;0;0.00401606;0;0;0;0;0
compilation aot;0;0;0;0;0.00401606;0;0;0;0;0
yahoo;0;0;0;0;0.00401606;0;0;0;0;0
content management systems;0;0;0;0;0.00401606;0;0;0;0;0
gestion de contenu;0;0;0;0;0.00401606;0;0;0;0;0
joomla;0;0;0;0;0.00401606;0;0;0;0;0
laravel;0;0;0;0;0.00401606;0;0;0;0;0
indispensable;0;0;0;0;0.008;0.00943396;0;0;0;0
macports;0;0;0;0;0.00401606;0;0;0;0;0
fichier de configuration;0;0;0;0;0.00401606;0;0;0;0;0
numbers;0;0;0;0;0.00401606;0;0;0;0;0
compression;0;0;0;0;0.00401606;0;0;0;0;0
éxécution;0;0;0;0;0.00401606;0;0;0;0;0
logging;0;0;0;0;0.00401606;0;0;0;0;0
désactiver;0;0;0;0;0.008;0.00943396;0;0;0;0
démarrage;0;0;0;0;0.00401606;0;0;0;0;0
logger;0;0;0;0;0.00401606;0;0;0;0;0
rapporter;0;0;0;0;0.00401606;0;0;0;0;0
fuite de mémoire;0;0;0;0;0.00401606;0;0;0;0;0
chaine;0;0;0;0;0.00401606;0;0;0;0;0
socket;0;0;0;0;0.00401606;0;0;0;0;0
iconv;0;0;0;0;0.00401606;0;0;0;0;0
système d;0;0;0;0;0.008;0;0;0;0.00970874;0
smtp;0;0;0;0;0.00401606;0;0;0;0;0
set;0;0;0;0;0.015873;0;0;0.0272109;0.0192308;0
lien permanents;0;0;0;0;0.00401606;0;0;0;0;0
links;0;0;0;0;0.00401606;0;0;0;0;0
md5;0;0;0;0;0.00401606;0;0;0;0;0
assertion;0;0;0;0;0.00401606;0;0;0;0;0
fonction utilisateur;0;0;0;0;0.00401606;0;0;0;0;0
mac os x;0;0;0;0;0.00401606;0;0;0;0;0
khtml;0;0;0;0;0.00401606;0;0;0;0;0
gecko;0;0;0;0;0.00401606;0;0;0;0;0
doc;0;0;0;0;0.008;0.00943396;0;0;0;0
chrome;0;0;0;0;0.00401606;0;0;0;0;0
safari;0;0;0;0;0.00401606;0;0;0;0;0
remède;0;0;0;0;0.00401606;0;0;0;0;0
répondre;0;0;0;0;0.00401606;0;0;0;0;0
null;0;0;0;0;0.015873;0.0186916;0;0;0.0192308;0
simplifier;0;0;0;0;0.00401606;0;0;0;0;0
majuscule;0;0;0;0;0.008;0.00943396;0;0;0;0
eval;0;0;0;0;0.00401606;0;0;0;0;0
mardi;0;0;0;0;0.008;0.00943396;0;0;0;0
mercredi;0;0;0;0;0.00401606;0;0;0;0;0
jeudi;0;0;0;0;0.008;0.00943396;0;0;0;0
externes;0;0;0;0;0.00401606;0;0;0;0;0
racine;0;0;0;0;0.00401606;0;0;0;0;0
signaler;0;0;0;0;0.00401606;0;0;0;0;0
type de retour;0;0;0;0;0.008;0;0;0;0.00970874;0
etudiant;0;0;0;0;0.008;0.00943396;0;0;0;0
setter;0;0;0;0;0.00401606;0;0;0;0;0
espace de nommage;0;0;0;0;0.00401606;0;0;0;0;0
bleu;0;0;0;0;0.00401606;0;0;0;0;0
set;0;0;0;0;0.00401606;0;0;0;0;0
diff;0;0;0;0;0.00401606;0;0;0;0;0
ball;0;0;0;0;0.00401606;0;0;0;0;0
être;0;0;0;0;0.015873;0.0186916;0;0.0272109;0;0
jeanne;0;0;0;0;0.00401606;0;0;0;0;0
durand;0;0;0;0;0.00401606;0;0;0;0;0
andreas;0;0;0;0;0.00401606;0;0;0;0;0
dalton;0;0;0;0;0.00401606;0;0;0;0;0
clef primaire;0;0;0;0;0.008;0.00943396;0;0;0;0
franz kafka;0;0;0;0;0.00401606;0;0;0;0;0
cotes;0;0;0;0;0.00401606;0;0;0;0;0
systématiquement;0;0;0;0;0.00401606;0;0;0;0;0
injections;0;0;0;0;0.00401606;0;0;0;0;0
injections sql;0;0;0;0;0.00401606;0;0;0;0;0
code malveillant;0;0;0;0;0.00401606;0;0;0;0;0
html5;0;0;0;0;0.00401606;0;0;0;0;0
être valables;0;0;0;0;0.00401606;0;0;0;0;0
injection de code;0;0;0;0;0.00401606;0;0;0;0;0
système d’information;0;0;0;0;0.00401606;0;0;0;0;0
credit;0;0;0;0;0.00401606;0;0;0;0;0
depot;0;0;0;0;0.008;0.00943396;0;0;0;0
réutilisé;0;0;0;0;0.015873;0.0186916;0;0;0.0192308;0
action;0;0;0;0;0.00401606;0;0;0;0;0
courant;0;0;0;0;0.00401606;0;0;0;0;0
csrf;0;0;0;0;0.00401606;0;0;0;0;0
temporaire;0;0;0;0;0.00401606;0;0;0;0;0
django;0;0;0;0;0.00401606;0;0;0;0;0
flask;0;0;0;0;0.00401606;0;0;0;0;0
token;0;0;0;0;0.00401606;0;0;0;0;0
