Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;3;Objects;0;6;
0;3;Attributes;0;6;C1.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv;
1;2;Objects;1;2;fichier bn:00021475n;
1;2;Attributes;1;2;C1.csv;C9.csv;
2;3;Objects;1;3;donnée bn:00025314n;
2;3;Attributes;1;3;C2.csv;C4.csv;C7.csv;
3;2;Objects;1;2;php bn:01753580n;
3;2;Attributes;1;2;C4.csv;C9.csv;
4;2;Objects;1;2;post bn:01500184n;
4;2;Attributes;1;2;C2.csv;C9.csv;
5;3;Objects;1;3;nombre bn:00058285n;
5;3;Attributes;1;3;C4.csv;C7.csv;C8.csv;
6;3;Objects;1;3;text bn:14981519n;
6;3;Attributes;1;3;C1.csv;C2.csv;C4.csv;
7;2;Objects;2;2;client bn:00019764n;text bn:14981519n;
7;2;Attributes;2;2;C1.csv;C4.csv;
8;2;Objects;2;2;donnée bn:00025314n;text bn:14981519n;
8;2;Attributes;2;2;C2.csv;C4.csv;
9;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
9;2;Attributes;2;2;C4.csv;C8.csv;
10;2;Objects;2;2;text bn:14981519n;site bn:00047172n;
10;2;Attributes;2;2;C1.csv;C2.csv;
11;2;Objects;3;2;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;
11;2;Attributes;3;2;C4.csv;C7.csv;
12;1;Objects;4;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;typage bn:00016413n;
12;1;Attributes;4;1;C7.csv;
13;1;Objects;5;1;fichier bn:00021475n;client bn:00019764n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;
13;1;Attributes;5;1;C1.csv;
14;1;Objects;7;1;page web bn:00080778n;délimiter bn:00086464v;nombre bn:00058285n;salaire bn:15928884n;interpréter bn:00089840v;chaîne bn:00074685n;visiteur bn:03106425n;
14;1;Attributes;7;1;C8.csv;
15;1;Objects;7;1;donnée bn:00025314n;post bn:01500184n;text bn:14981519n;site bn:00047172n;france bn:00036202n;langage de script bn:01431715n;timestamp bn:03603649n;
15;1;Attributes;7;1;C2.csv;
16;1;Objects;10;1;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;délimiter bn:00086464v;nombre bn:00058285n;text bn:14981519n;mysql bn:01225760n;session bn:03751534n;afficher bn:00087013v;
16;1;Attributes;10;1;C4.csv;
17;1;Objects;11;1;fichier bn:00021475n;php bn:01753580n;post bn:01500184n;associer bn:00082868v;côté serveur bn:03816678n;header bn:00043309n;accéder bn:00082209v;paris bn:00015540n;classe bn:03608262n;class bn:03598962n;mysqli bn:01438356n;
17;1;Attributes;11;1;C9.csv;
18;0;Objects;31;0;page web bn:00080778n;fichier bn:00021475n;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;délimiter bn:00086464v;post bn:01500184n;nombre bn:00058285n;text bn:14981519n;associer bn:00082868v;mysql bn:01225760n;salaire bn:15928884n;jour bn:00000086n;site bn:00047172n;france bn:00036202n;langage de script bn:01431715n;interpréter bn:00089840v;côté serveur bn:03816678n;typage bn:00016413n;timestamp bn:03603649n;session bn:03751534n;afficher bn:00087013v;chaîne bn:00074685n;header bn:00043309n;accéder bn:00082209v;paris bn:00015540n;classe bn:03608262n;class bn:03598962n;mysqli bn:01438356n;visiteur bn:03106425n;
18;0;Attributes;31;0;
