X ; C1.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
langage impératif bn:01246770n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
impératif bn:00104644a ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
zones bn:00005513n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
utilisateur bn:00079373n ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111 ; 0
affectation bn:02806034n ; 0 ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111
booléen bn:00294693n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.030303
réalité bn:00066414n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
concatène bn:00085508v ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
addition bn:00001296n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
soustraction bn:00055233n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
multiplié bn:00090977v ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
modulo bn:00553864n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
égalité bn:00031284n ; 0 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2
logiques bn:00051845n ; 0 ; 0 ; 0.030303 ; 0 ; 0 ; 0
syntaxe bn:00062118n ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111 ; 0
case bn:04777941n ; 0 ; 0 ; 0.0588235 ; 0 ; 0.0588235 ; 0
associer bn:00082868v ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
personne bn:00046516n ; 0 ; 0.0588235 ; 0 ; 0.0588235 ; 0 ; 0
prenom bn:15996005n ; 0 ; 0.0588235 ; 0.0588235 ; 0 ; 0 ; 0
structure de contrôle bn:00047734n ; 0 ; 0 ; 0.111111 ; 0.111111 ; 0.111111 ; 0
définition bn:00025928n ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111 ; 0
initialiser bn:00089742v ; 0 ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111
dépendre bn:00086606v ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
fermeture bn:16858148n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
passwd bn:14874750n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
machine bn:00054050n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
mysql bn:01225760n ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0.111111 ; 0
salaire bn:15928884n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2
phase bn:00061898n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
être utile bn:00085368v ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
boucle while bn:03237310n ; 0 ; 0.111111 ; 0.111111 ; 0.111111 ; 0 ; 0
jour bn:00000086n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2
euro bn:00031888n ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
etc bn:00114282r ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
programmation bn:00021493n ; 0 ; 0 ; 0 ; 0.0588235 ; 0.0588235 ; 0
détruire bn:00084204v ; 0 ; 0.111111 ; 0.111111 ; 0 ; 0.111111 ; 0
second bn:00105773a ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
ordinateur bn:00021464n ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0
université de rouen bn:00601230n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
france bn:00036202n ; 0.2 ; 0 ; 0.2 ; 0 ; 0.2 ; 0.2
langage de programmation bn:00064652n ; 0.2 ; 0 ; 0 ; 0.2 ; 0.2 ; 0.2
évolué bn:00084199v ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
crée bn:00086008v ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
langage de script bn:01431715n ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0588235 ; 0
interpréter bn:00089840v ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0 ; 0.2
côté serveur bn:03816678n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
serveur bn:00044916n ; 0.0588235 ; 0 ; 0 ; 0.0588235 ; 0 ; 0
côté client bn:03163702n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
manuel bn:00099315a ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
français bn:00103321a ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
typage bn:00016413n ; 0.111111 ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0
attention bn:00007020n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
faute de frappe bn:00031482n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
entiers bn:00047009n ; 0.111111 ; 0 ; 0.111111 ; 0 ; 0.111111 ; 0
3.14 bn:00062194n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
printf bn:03243783n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
comparaison bn:00021304n ; 0.111111 ; 0 ; 0.111111 ; 0.111111 ; 0 ; 0
switch bn:01071927n ; 0.030303 ; 0 ; 0 ; 0 ; 0 ; 0
expr bn:03120209n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
spécifique bn:00111003a ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
foreach bn:03463379n ; 0.030303 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
list bn:04720346n ; 0.111111 ; 0 ; 0 ; 0.111111 ; 0.111111 ; 0
inverse bn:00056301n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
trie bn:02479296n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
concaténation bn:03489514n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
accès bn:00000759n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
strcmp bn:13958358n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
trim bn:00074703n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
casse bn:03225002n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
occurence bn:00047732n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
décompte bn:00086432v ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
valeur de retour bn:03828774n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
passage par référence bn:14985956n ; 0.2 ; 0 ; 0 ; 0.2 ; 0.2 ; 0.2
traiter bn:00092034v ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
méthode bn:01641329n ; 0.030303 ; 0 ; 0 ; 0 ; 0 ; 0
navigation bn:00057073n ; 0.2 ; 0 ; 0 ; 0.2 ; 0.2 ; 0.2
rouen bn:03268781n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
code postal bn:00063770n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
cle bn:04756252n ; 0.0588235 ; 0 ; 0 ; 0.0588235 ; 0 ; 0
mot bn:00081546n ; 0.111111 ; 0 ; 0 ; 0.111111 ; 0.111111 ; 0
mot de passe bn:00023218n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0 ; 0.2
rows bn:03611246n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
bouton radio bn:03157702n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
radio bn:00065899n ; 0.111111 ; 0 ; 0 ; 0.111111 ; 0.111111 ; 0
multiple bn:00056285n ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0.2 ; 0
touche ctrl bn:00020947n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
transfert de fichier bn:03563534n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
fread bn:13825823n ; 0.2 ; 0 ; 0 ; 0.2 ; 0.2 ; 0.2
fin de fichier bn:02781064n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
existence bn:00009676n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
carte d’identité bn:00015915n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
mémoire vive bn:00066091n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
timestamp bn:03603649n ; 0.2 ; 0 ; 0.2 ; 0 ; 0.2 ; 0.2
vouloir bn:00095629v ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
session bn:03751534n ; 0.111111 ; 0 ; 0 ; 0 ; 0.111111 ; 0.111111
temps bn:00077270n ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0588235 ; 0
généralement bn:00114778r ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
min bn:00055094n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
correct bn:00100490a ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
exe bn:14503132n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
xhtml bn:01163644n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
2.0 bn:00074217n ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
programmation web bn:03446093n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
université antilles guyane bn:00537645n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
feuilles de style bn:00802225n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
pdf bn:01745594n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
capable bn:00099215a ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
noël bn:00018836n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
client http bn:04783345n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
composer bn:14766022n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
recommandation w3c bn:15800643n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
w3c bn:02673666n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
head bn:02338897n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
information bn:00046705n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
êtres bn:00009677n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
doctype bn:15839327n ; 0.111111 ; 0.111111 ; 0 ; 0.111111 ; 0 ; 0
structuration bn:14636497n ; 0.2 ; 0.2 ; 0 ; 0 ; 0.2 ; 0.2
sens bn:00046139n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0 ; 0.2
désormais bn:00116384r ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
paragraphe bn:00060556n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
liste à puces bn:03415182n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
insertion bn:02234787n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
inline bn:01456420n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
uvre bn:00016278n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
h2 bn:02803535n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
disponibilité bn:00000670n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
arial bn:01485779n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
times bn:00056300n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
chose bn:00091115v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
texte gras bn:00030599n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
rouge bn:00066631n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
abuser bn:00090815v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
css 3 bn:01642119n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
souris bn:00021487n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
positionnement bn:00030615n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
anglais bn:00030862n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
dtd bn:15232677n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
charset bn:00017756n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
auto bn:00007309n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
droite bn:00051291n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
comportement bn:00009657n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
allonger bn:00087910v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
chevauchements bn:00045993n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
em bn:00030453n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
active server pages bn:02246064n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
microsoft bn:01165400n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
exécutable bn:00102521a ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
connaissance bn:00020452n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
langage c bn:00014377n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
nécessaire bn:00107182a ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
transtypage bn:17104905n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
sensibles bn:00104681a ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
nombre à virgule flottante bn:00035278n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
c++ bn:03586438n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dictionnaires bn:00026967n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
table de hachage bn:00587820n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
hachage bn:00583146n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
bois bn:00081492n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
unset bn:00176172n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
couleur bn:00020726n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
ecrire bn:00081714n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
key bn:15770009n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
info bn:00046698n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
parcours bn:03468087n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
égales bn:00102336a ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
pouvoir bn:00084450v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
valeur par défaut bn:03854990n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
httpd bn:16913184n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
statiques bn:00111112a ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
sport bn:00006759n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
selection multiple bn:05019947n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
possibilité bn:00045632n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
bouton bn:03843242n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
saisir bn:00082727v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
nom bn:00056758n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
entrée standard bn:01496506n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mode connecté bn:04749137n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mozilla bn:01297088n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
placer bn:00090224v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
rattacher bn:00085624v ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
durée de vie bn:01120526n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
façon bn:00033729n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
path bn:01205256n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
lire bn:00066357n ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
authentification bn:03253409n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
banque bn:00008364n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
droit bn:00048655n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
nobody bn:03500369n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
basename bn:01749628n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dirname bn:00242975n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
touch bn:03178622n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
copy bn:14086525n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
rename bn:00342646n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
umask bn:03851470n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ascii bn:00003473n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
afficher bn:00087013v ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0.2 ; 0
handle bn:00278322n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
friends bn:00257421n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
rappel bn:03490040n ; 0.111111 ; 0.111111 ; 0 ; 0 ; 0.111111 ; 0
sgbdr bn:14249264n ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333 ; 0.333333
logiciel libre bn:00182120n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
conception de site web bn:02763125n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
formulaire web bn:14352118n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
envoyé bn:00030563n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
inutile bn:00113457a ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
numérique bn:00107649a ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0
age bn:02104510n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
chaîne bn:00074685n ; 0.111111 ; 0.111111 ; 0.111111 ; 0 ; 0 ; 0
marie bn:00090675v ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
super bn:17336345n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
italie bn:00047705n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
couple bn:00012597n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
variables locales bn:00958409n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
locales bn:03080237n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
stocker bn:00094400v ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
variable globale bn:02011863n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
header bn:00043309n ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0
autre bn:00108013a ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
généralité bn:00041249n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
oublier bn:00084302v ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
time bn:03389905n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
provenance bn:00010687n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
tableau associatifs bn:03848413n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
env bn:01199166n ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0
files bn:00065682n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
attribution bn:00063814n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
accéder bn:00082209v ; 0.2 ; 0.2 ; 0.2 ; 0 ; 0.2 ; 0
valeur bn:00079508n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
visite bn:00080112n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
màj bn:15364261n ; 0.333333 ; 0.333333 ; 0.333333 ; 0 ; 0.333333 ; 0.333333
