X ; C1.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
C1.csv ; 1 ; 0.272727 ; 0.227273 ; 0.0952381 ; 0.2 ; 0.363636
C2.csv ; 0.272727 ; 1 ; 0.24 ; 0.35 ; 0.166667 ; 0.416667
C4.csv ; 0.227273 ; 0.24 ; 1 ; 0.238095 ; 0.227273 ; 0.269231
C7.csv ; 0.0952381 ; 0.35 ; 0.238095 ; 1 ; 0.210526 ; 0.208333
C8.csv ; 0.2 ; 0.166667 ; 0.227273 ; 0.210526 ; 1 ; 0.363636
C9.csv ; 0.363636 ; 0.416667 ; 0.269231 ; 0.208333 ; 0.363636 ; 1
