Objects;Weight
page web bn:00080778n;0.0625
page web statiques bn:03576307n;0.03125
navigateur bn:00013447n;1
serveur web bn:02705179n;0.25
fichier bn:00021475n;1
disque dur bn:00073359n;0.0625
client bn:00019764n;0.5
client serveur bn:03496583n;0.0625
base de donnée bn:00025333n;0.5
donnée bn:00025314n;1
ensemble bn:00114766r;0.03125
php bn:01753580n;1
javascript bn:00055423n;0.25
perl bn:01723165n;0.125
python bn:01713224n;0.03125
java bn:00048043n;0.125
code bn:00020354n;1
code source bn:00072947n;0.03125
fichier texte bn:00028018n;0.25
texte bn:00076732n;0.5
mise en forme bn:01681906n;0.0625
concerner bn:00083240v;0.125
commentaire bn:00020978n;0.5
délimiter bn:00086464v;0.25
affichage bn:00010421n;0.5
gras bn:00011848n;0.0625
fois bn:00032768n;0.5
chemin bn:03131414n;0.0625
lien hypertextes bn:00045513n;0.5
url bn:00079080n;0.25
textuels bn:00111786a;0.03125
case à cocher bn:03157691n;0.25
page web dynamique bn:00937946n;0.03125
post bn:01500184n;1
champ de saisie bn:03113401n;0.5
size bn:03645138n;0.0625
nombre bn:00058285n;1
text bn:14981519n;0.5
vide bn:00087578v;0.03125
liste déroulante bn:00028831n;0.0625
sélectionner bn:00084931v;0.03125
déclencher bn:00082306v;0.03125
réinitialisation bn:00067306n;0.0625
langage bn:00049910n;1
langage impératif bn:01246770n;0.03125
impératif bn:00104644a;0.03125
zones bn:00005513n;0.0625
utilisateur bn:00079373n;0.125
affectation bn:02806034n;0.125
booléen bn:00294693n;0.5
réalité bn:00066414n;0.03125
concatène bn:00085508v;0.03125
addition bn:00001296n;0.0625
soustraction bn:00055233n;0.0625
multiplié bn:00090977v;0.03125
modulo bn:00553864n;0.0625
égalité bn:00031284n;0.0625
logiques bn:00051845n;0.5
syntaxe bn:00062118n;0.125
case bn:04777941n;0.25
associer bn:00082868v;0.0625
personne bn:00046516n;0.25
prenom bn:15996005n;0.25
structure de contrôle bn:00047734n;0.125
définition bn:00025928n;0.125
initialiser bn:00089742v;0.125
dépendre bn:00086606v;0.03125
méthode post bn:00045088n;1
fermeture bn:16858148n;0.5
passwd bn:14874750n;0.03125
machine bn:00054050n;0.03125
mysql bn:01225760n;0.125
salaire bn:15928884n;0.0625
phase bn:00061898n;0.03125
être utile bn:00085368v;0.03125
boucle while bn:03237310n;0.125
jour bn:00000086n;0.0625
euro bn:00031888n;0.03125
etc bn:00114282r;0.0625
programmation bn:00021493n;0.25
site bn:00047172n;1
détruire bn:00084204v;0.125
second bn:00105773a;0.0625
ordinateur bn:00021464n;0.0625
université de rouen bn:00601230n;0.03125
france bn:00036202n;0.0625
langage de programmation bn:00064652n;0.0625
évolué bn:00084199v;0.03125
crée bn:00086008v;0.03125
langage de script bn:01431715n;0.25
interpréter bn:00089840v;0.0625
côté serveur bn:03816678n;0.0625
serveur bn:00044916n;0.25
côté client bn:03163702n;0.03125
manuel bn:00099315a;0.03125
français bn:00103321a;0.03125
typage bn:00016413n;0.125
attention bn:00007020n;0.03125
faute de frappe bn:00031482n;0.03125
entiers bn:00047009n;0.125
3.14 bn:00062194n;0.03125
printf bn:03243783n;0.0625
comparaison bn:00021304n;0.125
switch bn:01071927n;0.5
expr bn:03120209n;0.03125
spécifique bn:00111003a;0.03125
foreach bn:03463379n;0.5
pointeur bn:03222272n;0.03125
list bn:04720346n;0.125
inverse bn:00056301n;0.03125
trie bn:02479296n;0.03125
concaténation bn:03489514n;0.0625
accès bn:00000759n;0.03125
strcmp bn:13958358n;0.03125
