X ; C1.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
nombre bn:00058285n ; 0.491803 ; 0.52459 ; 0.47541 ; 0.47541 ; 0.491803 ; 0.47541
text bn:14981519n ; 0.117647 ; 0.111111 ; 0.121212 ; 0 ; 0 ; 0
vide bn:00087578v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
liste déroulante bn:00028831n ; 0.0625 ; 0 ; 0.0645161 ; 0 ; 0 ; 0
sélectionner bn:00084931v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.0625 ; 0.0588235 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.347826 ; 0.333333 ; 0.355556 ; 0 ; 0.347826 ; 0.355556
langage impératif bn:01246770n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
impératif bn:00104644a ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
zones bn:00005513n ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
utilisateur bn:00079373n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
affectation bn:02806034n ; 0.117647 ; 0.111111 ; 0 ; 0.121212 ; 0 ; 0
booléen bn:00294693n ; 0.347826 ; 0.333333 ; 0.355556 ; 0.355556 ; 0.347826 ; 0
réalité bn:00066414n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
concatène bn:00085508v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
soustraction bn:00055233n ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
multiplié bn:00090977v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
modulo bn:00553864n ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
égalité bn:00031284n ; 0.0625 ; 0 ; 0.0645161 ; 0 ; 0 ; 0
logiques bn:00051845n ; 0.347826 ; 0.333333 ; 0 ; 0.355556 ; 0.347826 ; 0.355556
syntaxe bn:00062118n ; 0.117647 ; 0 ; 0.121212 ; 0 ; 0 ; 0.121212
case bn:04777941n ; 0.117647 ; 0.111111 ; 0 ; 0 ; 0 ; 0.121212
associer bn:00082868v ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
personne bn:00046516n ; 0 ; 0 ; 0.121212 ; 0 ; 0.117647 ; 0.121212
prenom bn:15996005n ; 0.210526 ; 0 ; 0 ; 0.216216 ; 0.210526 ; 0.216216
structure de contrôle bn:00047734n ; 0.117647 ; 0.111111 ; 0 ; 0 ; 0 ; 0.121212
définition bn:00025928n ; 0.117647 ; 0 ; 0.121212 ; 0 ; 0 ; 0.121212
initialiser bn:00089742v ; 0.117647 ; 0.111111 ; 0 ; 0.121212 ; 0 ; 0
dépendre bn:00086606v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
méthode post bn:00045088n ; 0.347826 ; 0.333333 ; 0 ; 0.355556 ; 0.347826 ; 0.355556
fermeture bn:16858148n ; 0.210526 ; 0 ; 0.216216 ; 0 ; 0.210526 ; 0.216216
passwd bn:14874750n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
machine bn:00054050n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
salaire bn:15928884n ; 0.0625 ; 0 ; 0 ; 0 ; 0.0625 ; 0
phase bn:00061898n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
boucle while bn:03237310n ; 0.117647 ; 0 ; 0 ; 0 ; 0.117647 ; 0.121212
jour bn:00000086n ; 0.0625 ; 0 ; 0 ; 0 ; 0.0625 ; 0
euro bn:00031888n ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
etc bn:00114282r ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
programmation bn:00021493n ; 0.210526 ; 0.2 ; 0.216216 ; 0 ; 0 ; 0.216216
site bn:00047172n ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0.121212
détruire bn:00084204v ; 0.117647 ; 0 ; 0 ; 0.121212 ; 0 ; 0.121212
second bn:00105773a ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
ordinateur bn:00021464n ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
université de rouen bn:00601230n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.0588235 ; 0 ; 0.0645161 ; 0 ; 0
langage de programmation bn:00064652n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
évolué bn:00084199v ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
crée bn:00086008v ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0.121212
interpréter bn:00089840v ; 0 ; 0.0588235 ; 0 ; 0 ; 0.0625 ; 0
côté serveur bn:03816678n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
serveur bn:00044916n ; 0 ; 0 ; 0.121212 ; 0 ; 0.117647 ; 0.121212
côté client bn:03163702n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
manuel bn:00099315a ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
français bn:00103321a ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
attention bn:00007020n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
faute de frappe bn:00031482n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
entiers bn:00047009n ; 0 ; 0.111111 ; 0 ; 0.121212 ; 0 ; 0.121212
3.14 bn:00062194n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
printf bn:03243783n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
comparaison bn:00021304n ; 0 ; 0.111111 ; 0 ; 0 ; 0.117647 ; 0.121212
switch bn:01071927n ; 0 ; 0.340426 ; 0.333333 ; 0.333333 ; 0.326087 ; 0.333333
expr bn:03120209n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
spécifique bn:00111003a ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.2 ; 0.216216 ; 0.216216 ; 0 ; 0.216216
pointeur bn:03222272n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
inverse bn:00056301n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
trie bn:02479296n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
concaténation bn:03489514n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
accès bn:00000759n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
strcmp bn:13958358n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
trim bn:00074703n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
casse bn:03225002n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
occurence bn:00047732n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
décompte bn:00086432v ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
valeur de retour bn:03828774n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
passage par référence bn:14985956n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
traiter bn:00092034v ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.340426 ; 0.333333 ; 0.333333 ; 0.326087 ; 0.333333
navigation bn:00057073n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
rouen bn:03268781n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
code postal bn:00063770n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0.111111 ; 0.121212 ; 0 ; 0 ; 0.121212
mot bn:00081546n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
mot de passe bn:00023218n ; 0 ; 0.0588235 ; 0 ; 0 ; 0.0625 ; 0
rows bn:03611246n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
bouton radio bn:03157702n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
radio bn:00065899n ; 0 ; 0.111111 ; 0.121212 ; 0 ; 0 ; 0.121212
multiple bn:00056285n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0645161
touche ctrl bn:00020947n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
transfert de fichier bn:03563534n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
fread bn:13825823n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
fin de fichier bn:02781064n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
existence bn:00009676n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
carte d’identité bn:00015915n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
mémoire vive bn:00066091n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0588235 ; 0 ; 0.0645161 ; 0 ; 0
vouloir bn:00095629v ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.0588235 ; 0.0645161 ; 0 ; 0 ; 0
temps bn:00077270n ; 0 ; 0.2 ; 0.216216 ; 0.216216 ; 0 ; 0.216216
généralement bn:00114778r ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
min bn:00055094n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
correct bn:00100490a ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
exe bn:14503132n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
xhtml bn:01163644n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
2.0 bn:00074217n ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
université antilles guyane bn:00537645n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
feuilles de style bn:00802225n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
pdf bn:01745594n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
capable bn:00099215a ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
noël bn:00018836n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
client http bn:04783345n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
recommandation w3c bn:15800643n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
w3c bn:02673666n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
head bn:02338897n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
êtres bn:00009677n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0.121212 ; 0 ; 0.117647 ; 0.121212
structuration bn:14636497n ; 0 ; 0 ; 0.0645161 ; 0.0645161 ; 0 ; 0
sens bn:00046139n ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0625 ; 0
désormais bn:00116384r ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
paragraphe bn:00060556n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
liste à puces bn:03415182n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
insertion bn:02234787n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
inline bn:01456420n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
uvre bn:00016278n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
h2 bn:02803535n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
disponibilité bn:00000670n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
arial bn:01485779n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
times bn:00056300n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
chose bn:00091115v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
texte gras bn:00030599n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
rouge bn:00066631n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
abuser bn:00090815v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
css 3 bn:01642119n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
souris bn:00021487n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
anglais bn:00030862n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
dtd bn:15232677n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
charset bn:00017756n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
auto bn:00007309n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
droite bn:00051291n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
comportement bn:00009657n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
allonger bn:00087910v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
chevauchements bn:00045993n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
em bn:00030453n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
active server pages bn:02246064n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
microsoft bn:01165400n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
exécutable bn:00102521a ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
connaissance bn:00020452n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
langage c bn:00014377n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
nécessaire bn:00107182a ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
transtypage bn:17104905n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
sensibles bn:00104681a ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
nombre à virgule flottante bn:00035278n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
c++ bn:03586438n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
dictionnaires bn:00026967n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
table de hachage bn:00587820n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
hachage bn:00583146n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
bois bn:00081492n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
unset bn:00176172n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
couleur bn:00020726n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
ecrire bn:00081714n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
key bn:15770009n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
info bn:00046698n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
parcours bn:03468087n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
égales bn:00102336a ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
pouvoir bn:00084450v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
valeur par défaut bn:03854990n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
httpd bn:16913184n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
statiques bn:00111112a ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
sport bn:00006759n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
selection multiple bn:05019947n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
possibilité bn:00045632n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
bouton bn:03843242n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
saisir bn:00082727v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
nom bn:00056758n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
entrée standard bn:01496506n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
mode connecté bn:04749137n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
mozilla bn:01297088n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
placer bn:00090224v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
rattacher bn:00085624v ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
durée de vie bn:01120526n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
façon bn:00033729n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
path bn:01205256n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
lire bn:00066357n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
authentification bn:03253409n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
banque bn:00008364n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
droit bn:00048655n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
nobody bn:03500369n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
basename bn:01749628n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
dirname bn:00242975n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
touch bn:03178622n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
copy bn:14086525n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
rename bn:00342646n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
umask bn:03851470n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
ascii bn:00003473n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161
handle bn:00278322n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
friends bn:00257421n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
rappel bn:03490040n ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0.121212
sgbdr bn:14249264n ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
logiciel libre bn:00182120n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
conception de site web bn:02763125n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
formulaire web bn:14352118n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
envoyé bn:00030563n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
inutile bn:00113457a ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
numérique bn:00107649a ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161
age bn:02104510n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
marie bn:00090675v ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
italie bn:00047705n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
couple bn:00012597n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
variables locales bn:00958409n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
locales bn:03080237n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
stocker bn:00094400v ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
variable globale bn:02011863n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
header bn:00043309n ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161
autre bn:00108013a ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
oublier bn:00084302v ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
time bn:03389905n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
provenance bn:00010687n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
tableau associatifs bn:03848413n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
env bn:01199166n ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161
files bn:00065682n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
attribution bn:00063814n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
visite bn:00080112n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
màj bn:15364261n ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0
site web dynamique bn:02246184n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
séquence bn:00070574n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
invisible bn:00105385a ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
final bn:01755798n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
integer bn:00691555n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
type de valeur bn:00253515n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
message bn:00521573n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
associa bn:00085315v ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
classe bn:03608262n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
héritage bn:00043822n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
opéra bn:00059107n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
constructeur bn:03834827n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
manager bn:14456945n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
champ bn:00034274n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
limiter bn:00086468v ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
man bn:15327088n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
femme bn:00001530n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
set bn:04928161n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
diagramme bn:00026817n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
être bn:00004222n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
prix unitaire bn:00587816n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
