Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;6;0;6;;C1.csv,C2.csv,C4.csv,C7.csv,C8.csv,C9.csv,;
1;5;20;5;page web statiques bn:03576307n,ensemble bn:00114766r,python bn:01713224n,code source bn:00072947n,textuels bn:00111786a,page web dynamique bn:00937946n,vide bn:00087578v,sélectionner bn:00084931v,déclencher bn:00082306v,langage impératif bn:01246770n,impératif bn:00104644a,réalité bn:00066414n,concatène bn:00085508v,multiplié bn:00090977v,dépendre bn:00086606v,passwd bn:14874750n,machine bn:00054050n,phase bn:00061898n,être utile bn:00085368v,euro bn:00031888n,;C2.csv,C4.csv,C7.csv,C8.csv,C9.csv,;
2;5;25;5;logiciel libre bn:00182120n,conception de site web bn:02763125n,formulaire web bn:14352118n,envoyé bn:00030563n,inutile bn:00113457a,age bn:02104510n,marie bn:00090675v,super bn:17336345n,italie bn:00047705n,couple bn:00012597n,variables locales bn:00958409n,locales bn:03080237n,stocker bn:00094400v,variable globale bn:02011863n,autre bn:00108013a,généralité bn:00041249n,oublier bn:00084302v,time bn:03389905n,provenance bn:00010687n,tableau associatifs bn:03848413n,files bn:00065682n,attribution bn:00063814n,valeur bn:00079508n,visite bn:00080112n,màj bn:15364261n,;C1.csv,C2.csv,C4.csv,C8.csv,C9.csv,;
3;5;28;5;invisible bn:00105385a,integer bn:00691555n,type de valeur bn:00253515n,opérateur bn:16281811n,message bn:00521573n,associa bn:00085315v,opéra bn:00059107n,manager bn:14456945n,champ bn:00034274n,limiter bn:00086468v,man bn:15327088n,diagramme bn:00026817n,être bn:00004222n,prix unitaire bn:00587816n,bienvenue bn:00080852n,ar bn:03237564n,bibliothèque bn:00050969n,disponibles bn:00097846a,travers bn:00042404n,agit bn:00082285v,delete bn:00941697n,indépendante bn:00104929a,ouverture de session bn:03885719n,uml bn:02571962n,page bn:00091387v,ici bn:00116504r,juste bn:00114626r,nouvelle ligne bn:00051314n,;C1.csv,C2.csv,C4.csv,C7.csv,C9.csv,;
4;5;36;5;université de rouen bn:00601230n,évolué bn:00084199v,crée bn:00086008v,côté client bn:03163702n,manuel bn:00099315a,français bn:00103321a,attention bn:00007020n,faute de frappe bn:00031482n,3.14 bn:00062194n,expr bn:03120209n,spécifique bn:00111003a,pointeur bn:03222272n,inverse bn:00056301n,trie bn:02479296n,accès bn:00000759n,strcmp bn:13958358n,casse bn:03225002n,occurence bn:00047732n,décompte bn:00086432v,traiter bn:00092034v,rouen bn:03268781n,code postal bn:00063770n,bouton radio bn:03157702n,touche ctrl bn:00020947n,transfert de fichier bn:03563534n,fin de fichier bn:02781064n,existence bn:00009676n,carte d’identité bn:00015915n,mémoire vive bn:00066091n,vouloir bn:00095629v,généralement bn:00114778r,min bn:00055094n,correct bn:00100490a,exe bn:14503132n,xhtml bn:01163644n,2.0 bn:00074217n,;C1.csv,C4.csv,C7.csv,C8.csv,C9.csv,;
5;4;46;4;page web statiques bn:03576307n,disque dur bn:00073359n,ensemble bn:00114766r,python bn:01713224n,code source bn:00072947n,textuels bn:00111786a,page web dynamique bn:00937946n,vide bn:00087578v,sélectionner bn:00084931v,déclencher bn:00082306v,langage impératif bn:01246770n,impératif bn:00104644a,réalité bn:00066414n,concatène bn:00085508v,multiplié bn:00090977v,dépendre bn:00086606v,passwd bn:14874750n,machine bn:00054050n,phase bn:00061898n,être utile bn:00085368v,euro bn:00031888n,logiciel libre bn:00182120n,conception de site web bn:02763125n,formulaire web bn:14352118n,envoyé bn:00030563n,inutile bn:00113457a,age bn:02104510n,marie bn:00090675v,super bn:17336345n,italie bn:00047705n,couple bn:00012597n,variables locales bn:00958409n,locales bn:03080237n,stocker bn:00094400v,variable globale bn:02011863n,autre bn:00108013a,généralité bn:00041249n,oublier bn:00084302v,time bn:03389905n,provenance bn:00010687n,tableau associatifs bn:03848413n,files bn:00065682n,attribution bn:00063814n,valeur bn:00079508n,visite bn:00080112n,màj bn:15364261n,;C2.csv,C4.csv,C8.csv,C9.csv,;
6;4;52;4;page web bn:00080778n,page web statiques bn:03576307n,ensemble bn:00114766r,python bn:01713224n,code source bn:00072947n,textuels bn:00111786a,page web dynamique bn:00937946n,size bn:03645138n,vide bn:00087578v,sélectionner bn:00084931v,déclencher bn:00082306v,langage impératif bn:01246770n,impératif bn:00104644a,réalité bn:00066414n,concatène bn:00085508v,multiplié bn:00090977v,dépendre bn:00086606v,passwd bn:14874750n,machine bn:00054050n,salaire bn:15928884n,phase bn:00061898n,être utile bn:00085368v,jour bn:00000086n,euro bn:00031888n,invisible bn:00105385a,integer bn:00691555n,type de valeur bn:00253515n,opérateur bn:16281811n,message bn:00521573n,associa bn:00085315v,opéra bn:00059107n,manager bn:14456945n,champ bn:00034274n,limiter bn:00086468v,man bn:15327088n,diagramme bn:00026817n,être bn:00004222n,prix unitaire bn:00587816n,bienvenue bn:00080852n,ar bn:03237564n,bibliothèque bn:00050969n,disponibles bn:00097846a,travers bn:00042404n,agit bn:00082285v,delete bn:00941697n,indépendante bn:00104929a,ouverture de session bn:03885719n,uml bn:02571962n,page bn:00091387v,ici bn:00116504r,juste bn:00114626r,nouvelle ligne bn:00051314n,;C2.csv,C4.csv,C7.csv,C9.csv,;
7;4;53;4;logiciel libre bn:00182120n,conception de site web bn:02763125n,formulaire web bn:14352118n,envoyé bn:00030563n,inutile bn:00113457a,age bn:02104510n,marie bn:00090675v,super bn:17336345n,italie bn:00047705n,couple bn:00012597n,variables locales bn:00958409n,locales bn:03080237n,stocker bn:00094400v,variable globale bn:02011863n,autre bn:00108013a,généralité bn:00041249n,oublier bn:00084302v,time bn:03389905n,provenance bn:00010687n,tableau associatifs bn:03848413n,files bn:00065682n,attribution bn:00063814n,valeur bn:00079508n,visite bn:00080112n,màj bn:15364261n,invisible bn:00105385a,integer bn:00691555n,type de valeur bn:00253515n,opérateur bn:16281811n,message bn:00521573n,associa bn:00085315v,opéra bn:00059107n,manager bn:14456945n,champ bn:00034274n,limiter bn:00086468v,man bn:15327088n,diagramme bn:00026817n,être bn:00004222n,prix unitaire bn:00587816n,bienvenue bn:00080852n,ar bn:03237564n,bibliothèque bn:00050969n,disponibles bn:00097846a,travers bn:00042404n,agit bn:00082285v,delete bn:00941697n,indépendante bn:00104929a,ouverture de session bn:03885719n,uml bn:02571962n,page bn:00091387v,ici bn:00116504r,juste bn:00114626r,nouvelle ligne bn:00051314n,;C1.csv,C2.csv,C4.csv,C9.csv,;
8;4;57;4;page web statiques bn:03576307n,ensemble bn:00114766r,python bn:01713224n,code source bn:00072947n,textuels bn:00111786a,page web dynamique bn:00937946n,vide bn:00087578v,sélectionner bn:00084931v,déclencher bn:00082306v,réinitialisation bn:00067306n,langage impératif bn:01246770n,impératif bn:00104644a,réalité bn:00066414n,concatène bn:00085508v,multiplié bn:00090977v,dépendre bn:00086606v,passwd bn:14874750n,machine bn:00054050n,phase bn:00061898n,être utile bn:00085368v,euro bn:00031888n,université de rouen bn:00601230n,évolué bn:00084199v,crée bn:00086008v,côté client bn:03163702n,manuel bn:00099315a,français bn:00103321a,attention bn:00007020n,faute de frappe bn:00031482n,3.14 bn:00062194n,expr bn:03120209n,spécifique bn:00111003a,pointeur bn:03222272n,inverse bn:00056301n,trie bn:02479296n,accès bn:00000759n,strcmp bn:13958358n,casse bn:03225002n,occurence bn:00047732n,décompte bn:00086432v,traiter bn:00092034v,rouen bn:03268781n,code postal bn:00063770n,bouton radio bn:03157702n,touche ctrl bn:00020947n,transfert de fichier bn:03563534n,fin de fichier bn:02781064n,existence bn:00009676n,carte d’identité bn:00015915n,mémoire vive bn:00066091n,vouloir bn:00095629v,généralement bn:00114778r,min bn:00055094n,correct bn:00100490a,exe bn:14503132n,xhtml bn:01163644n,2.0 bn:00074217n,;C4.csv,C7.csv,C8.csv,C9.csv,;
9;4;63;4;université de rouen bn:00601230n,france bn:00036202n,évolué bn:00084199v,crée bn:00086008v,côté client bn:03163702n,manuel bn:00099315a,français bn:00103321a,attention bn:00007020n,faute de frappe bn:00031482n,3.14 bn:00062194n,expr bn:03120209n,spécifique bn:00111003a,pointeur bn:03222272n,inverse bn:00056301n,trie bn:02479296n,accès bn:00000759n,strcmp bn:13958358n,casse bn:03225002n,occurence bn:00047732n,décompte bn:00086432v,traiter bn:00092034v,rouen bn:03268781n,code postal bn:00063770n,bouton radio bn:03157702n,touche ctrl bn:00020947n,transfert de fichier bn:03563534n,fin de fichier bn:02781064n,existence bn:00009676n,carte d’identité bn:00015915n,mémoire vive bn:00066091n,timestamp bn:03603649n,vouloir bn:00095629v,généralement bn:00114778r,min bn:00055094n,correct bn:00100490a,exe bn:14503132n,xhtml bn:01163644n,2.0 bn:00074217n,logiciel libre bn:00182120n,conception de site web bn:02763125n,formulaire web bn:14352118n,envoyé bn:00030563n,inutile bn:00113457a,age bn:02104510n,marie bn:00090675v,super bn:17336345n,italie bn:00047705n,couple bn:00012597n,variables locales bn:00958409n,locales bn:03080237n,stocker bn:00094400v,variable globale bn:02011863n,autre bn:00108013a,généralité bn:00041249n,oublier bn:00084302v,time bn:03389905n,provenance bn:00010687n,tableau associatifs bn:03848413n,files bn:00065682n,attribution bn:00063814n,valeur bn:00079508n,visite bn:00080112n,màj bn:15364261n,;C1.csv,C4.csv,C8.csv,C9.csv,;
