1;bn:01753580n;bn:00020354n;bn:00032768n;bn:01500184n;bn:00000086n;bn:03463379n;bn:04756252n;bn:03608262n;bn:03598962n;bn:01438356n
2;bn:00080778n;bn:00013447n;bn:02705179n;bn:00076732n;bn:00083240v;bn:00086464v;bn:00079373n;bn:00082868v;bn:00046516n;bn:00054050n;bn:01225760n
3;bn:00079080n;bn:00049910n;bn:04777941n;bn:16858148n;bn:03751534n;bn:00074685n;bn:00043309n;bn:00082209v
4;bn:00021475n;bn:00020978n;bn:03157691n;bn:00089840v;bn:03816678n;bn:00044916n;bn:03163702n
5;bn:00016413n;bn:00081546n;bn:00030850n;bn:00087013v;bn:01403911n;bn:03106425n
6;bn:00025333n;bn:03795444n;bn:01838409n;bn:15898583n
7;bn:02771436n;bn:03088982n;bn:14766022n;bn:15839327n
8;bn:00025314n;bn:14981519n;bn:00045088n;bn:00021493n;bn:00047172n;bn:01431715n;bn:04720346n;bn:01641329n;bn:03603649n;bn:00065682n
