1;bn:00079080n;bn:04777941n;bn:16858148n;bn:00036202n;bn:03751534n;bn:00043309n;bn:00079508n;bn:00041249n;bn:00108013a;bn:00082209v
2;bn:00013447n;bn:00021475n;bn:00019764n;bn:00025333n;bn:00025314n;bn:01753580n;bn:00086464v;bn:01500184n;bn:00058285n;bn:00049910n;bn:00005513n;bn:00046516n;bn:00045088n;bn:01225760n;bn:00047172n;bn:01431715n;bn:03463379n;bn:04720346n;bn:03603649n;bn:00074685n
3;bn:00080778n;bn:02705179n;bn:00076732n;bn:00083240v;bn:00079373n;bn:00082868v;bn:00054050n;bn:15928884n
4;bn:00020978n;bn:03157691n;bn:00089840v;bn:03816678n;bn:00044916n;bn:03163702n;bn:03222272n;bn:03225002n
5;bn:00032768n;bn:00000086n;bn:04756252n;bn:16281811n;bn:03608262n;bn:01438356n;bn:00080852n;bn:00015540n
6;bn:14981519n;bn:00016413n;bn:00081546n;bn:00030850n;bn:00087013v;bn:01403911n;bn:03106425n
7;bn:00020354n;bn:00021493n;bn:01641329n;bn:03626250n;bn:00065682n;bn:03598962n
8;bn:02771436n;bn:03088982n;bn:03795444n;bn:01838409n;bn:14766022n;bn:15839327n;bn:15898583n
