X;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA
foreach;0;0.233533;0.258427;0.25641;0.241706;0.246231;0;0;0.242775;0.253968
pointeur;0;0;0.015625;0;0;0;0;0;0;0.0141844
list;0;0.0689655;0.0597015;0;0;0;0;0;0.064;0.0544218
casse;0;0;0;0;0.00606061;0;0;0;0;0
méthode;0;0.170068;0;0.182482;0.181347;0.18232;0.186916;0.222222;0.183007;0
cle;0;0.0689655;0.0597015;0.0754717;0;0;0;0;0.064;0
mot;0;0.171429;0.174194;0.184615;0.157895;0.150838;0;0;0;0.167665
timestamp;0;0.0357143;0;0;0.0238095;0.025974;0;0;0;0
session;0;0;0.0597015;0.0754717;0.0465116;0.0506329;0;0;0;0
chaîne;0;0;0;0;0.0837989;0.097561;0;0.191781;0.105263;0.0903226
opérateur;0;0;0.00787402;0;0;0;0;0;0;0
classe;0;0;0.0597015;0;0.0465116;0.0506329;0;0;0.064;0
exceptions;0;0;0;0;0;0;0;0;0;0.00714286
moteur;0;0;0.0597015;0;0.0465116;0.0506329;0;0;0;0.0544218
xml;0;0;0.015625;0;0;0.0131579;0;0;0;0
entête;0;0;0.0597015;0;0;0.0506329;0;0;0.064;0.0544218
echo;0;0;0;0;0;0.00662252;0;0;0;0
files;0;0;0;0;0;0.025974;0.0597015;0;0;0.027972
class;0;0;0;0;0.0120482;0;0;0;0.0168067;0
affiche;0;0;0.0597015;0.0754717;0;0.0506329;0;0;0;0.0544218
configuration;0;0;0.015625;0;0;0;0;0;0.0168067;0
insert;0;0;0.0307692;0;0;0;0;0.0655738;0.0330579;0
varchar;0;0;0.015625;0;0.0120482;0;0;0;0;0
mise;0;0;0.0307692;0;0;0.025974;0;0;0.0330579;0
transaction;0;0;0.0307692;0;0.0238095;0;0;0;0;0.027972
valeur;0;0;0.015625;0;0;0;0;0;0;0.0141844
visiteur;0;0;0.0307692;0;0;0.025974;0;0.0655738;0;0
publique;0;0;0.0597015;0;0.0465116;0.0506329;0;0;0.064;0
composer;0;0;0;0.0392157;0;0.025974;0;0;0;0.027972
doctype;0;0;0;0.0392157;0;0;0;0.0655738;0.0330579;0
positionnement;0;0;0;0;0;0;0;0;0;0.00714286
mysqli;0;0;0;0;0.0120482;0;0;0;0.0168067;0
null;0;0;0;0;0.0238095;0;0;0;0.0330579;0.027972
généralité;0;0;0;0;0;0.00662252;0;0;0;0
autre;0;0;0;0;0;0.00662252;0;0;0;0
avoir accès;0;0;0;0;0;0.0131579;0;0;0.0168067;0
bienvenue;0;0;0;0;0;0.00662252;0;0;0;0
paris;0;0;0;0;0;0;0;0;0.00847458;0
