X;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA
délimiter;0.176271;0.175258;0.160804;0.190813;0;0.181818;0;0.20229;0;0.170909
affichage;0.35;0.341289;0.460385;0.32304;0.399538;0.392683;0.303109;0;0.35514;0.348259
gras;0.0166667;0;0.0112676;0.0173913;0;0;0;0;0;0
fois;0.339066;0.31068;0.419355;0;0.354988;0.358911;0.289544;0.285714;0.357664;0.316456
chemin;0.0327869;0;0;0;0.0282686;0.0322581;0;0;0.0311284;0
lien hypertextes;0.193878;0.193103;0;0.196491;0.174699;0.167763;0;0.190299;0.185668;0
url;0.151203;0;0.153846;0.152482;0.150769;0;0.178261;0;0.148515;0.165414
textuels;0.00421941;0;0;0;0;0;0;0;0;0
case à cocher;0.0634921;0.0647773;0;0.0661157;0;0.0625;0;0;0.0603774;0
page web dynamique;0.00840336;0;0;0;0;0.00826446;0;0;0;0
post;0.441121;0.431776;0.656075;0.42243;0.514019;0.448598;0.321495;0.381308;0.465421;0.394393
champ de saisie;0.0634921;0.0647773;0;0.0661157;0;0;0;0.0727273;0.0603774;0
size;0.0595238;0;0.0437158;0;0.0515464;0;0;0.0681818;0;0.0660793
nombre;0.441121;0.431776;0.656075;0.42243;0.514019;0.448598;0.321495;0.381308;0.465421;0.394393
text;0.36758;0.37819;0.405512;0.379391;0.405286;0.379863;0;0.356459;0.384615;0.328704
vide;0.00840336;0;0;0;0;0;0;0;0;0.00938967
liste déroulante;0.0166667;0;0;0.0173913;0;0.0163934;0;0;0;0
sélectionner;0.0166667;0;0;0;0;0.0163934;0;0;0;0.0186047
déclencher;0.00840336;0;0.00566572;0;0;0;0;0;0;0
réinitialisation;0.00840336;0.00858369;0;0;0;0;0;0;0;0
langage;0.441121;0.431776;0.656075;0.42243;0.514019;0.448598;0.321495;0.381308;0.465421;0.394393
langage impératif;0.00421941;0;0;0;0;0;0;0;0;0
impératif;0.00840336;0;0;0;0;0.00826446;0;0;0;0
zones;0.0327869;0;0.0222841;0;0;0.0322581;0;0;0.0311284;0
utilisateur;0.17;0;0.147783;0.184028;0.174699;0.191275;0;0;0.174194;0.194139
affectation;0.0909091;0.0884615;0.0862534;0;0;0.093633;0.108911;0;0;0.0958333
booléen;0.15625;0.150877;0.166667;0.166065;0;0;0.174672;0.175781;0;0.162264
réalité;0.00840336;0;0;0;0;0.00826446;0;0;0;0
concatène;0.00421941;0;0;0;0;0;0;0;0;0
addition;0.0327869;0;0.0222841;0;0;0.0322581;0;0;0.0311284;0
soustraction;0.0327869;0;0;0;0;0.0322581;0;0;0.0311284;0.0365297
multiplié;0.00421941;0;0;0;0;0;0;0;0;0
modulo;0.0327869;0;0.0222841;0;0;0;0;0;0.0311284;0.0365297
égalité;0.0166667;0;0;0.0173913;0.0143369;0;0;0;0;0
logiques;0.339066;0.31068;0.419355;0;0.354988;0.358911;0.289544;0.285714;0.357664;0.316456
syntaxe;0.17;0;0.147783;0.184028;0.174699;0.191275;0;0;0.174194;0.194139
case;0.158621;0.149306;0.159383;0;0;0.172414;0.172414;0;0.159468;0.164794
associer;0.11194;0;0.0839895;0;0.0977199;0.114391;0;0;0.106762;0.123457
personne;0.182432;0;0.134146;0.184669;0.182371;0.17608;0;0.195489;0.174757;0
prenom;0.0984848;0;0;0;0.0930233;0.0929368;0.1133;0.0932203;0.0938628;0
structure de contrôle;0.18;0.191126;0.158025;0;0.173134;0.197324;0;0;0.187702;0.196364
définition;0.17;0;0.147783;0.184028;0.174699;0.191275;0;0;0.174194;0.194139
initialiser;0.162069;0.152778;0.161954;0;0.149847;0.171821;0.176724;0;0;0.164179
dépendre;0.0327869;0;0.0222841;0;0;0.0322581;0;0;0;0.0365297
méthode post;0.441121;0.431776;0.656075;0.42243;0.514019;0.448598;0.321495;0.381308;0.465421;0.394393
fermeture;0.330049;0;0.396588;0.302211;0.368794;0.333333;0.27957;0.295918;0.342233;0.320513
passwd;0.00840336;0;0;0;0.00722022;0;0;0;0;0
machine;0.0634921;0;0.0435967;0;0.0549828;0.0625;0;0;0;0.0704846
mysql;0.11194;0;0.078329;0.116279;0.104918;0.114391;0;0;0.106762;0
salaire;0.00840336;0;0;0;0;0;0;0.00970874;0;0
phase;0.0327869;0;0;0;0.0282686;0.0322581;0;0;0;0.0365297
être utile;0.0327869;0;0.0222841;0;0;0.0322581;0;0;0;0.0365297
boucle while;0.0327869;0;0;0;0;0;0;0.0377358;0.0311284;0.0365297
jour;0.0595238;0;0.0437158;0;0;0.0585938;0;0.0681818;0;0.0660793
euro;0.00840336;0;0;0;0;0.00826446;0;0;0;0
etc;0.0634921;0;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0
programmation;0.267606;0.286127;0.263982;0.27907;0.290237;0.30086;0;0;0.275482;0.272455
site;0.441121;0.431776;0.656075;0.42243;0.514019;0.448598;0.321495;0.381308;0.465421;0.394393
détruire;0.0166667;0;0;0;0;0;0.0227273;0;0.0158103;0
second;0.0166667;0;0.0112676;0;0;0;0;0;0.0158103;0
ordinateur;0.0166667;0;0;0;0;0.0163934;0;0;0.0158103;0
université de rouen;0;0.00431034;0;0;0;0;0;0;0;0
france;0;0.00858369;0;0;0;0;0.0114943;0;0;0
langage de programmation;0;0.110266;0.0842105;0.112403;0.0980392;0.110701;0;0;0;0.119342
évolué;0;0.00431034;0;0;0;0;0;0;0;0
crée;0;0.00858369;0;0;0;0.00826446;0;0;0;0
langage de script;0;0.157343;0.147583;0.151943;0.157407;0.16041;0.157447;0;0.159468;0
interpréter;0;0.0170213;0;0;0.0143369;0;0;0.0192308;0;0
côté serveur;0;0.0647773;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0
serveur;0;0.258721;0.251131;0.27003;0.258575;0.262857;0;0.256966;0.28125;0.266871
côté client;0;0.0334728;0.0222841;0;0.0282686;0.0322581;0;0;0;0
manuel;0;0.00431034;0;0;0;0;0;0;0;0
français;0;0.00431034;0;0;0;0;0;0;0;0
typage;0;0.170139;0.16285;0;0.158055;0.176871;0.177966;0;0.171617;0.182836
attention;0;0.0334728;0.0222841;0;0.0282686;0;0;0;0;0.0365297
faute de frappe;0;0.00858369;0;0;0;0;0;0;0;0.00938967
entiers;0;0.0961538;0.0857909;0;0.0858086;0;0.107843;0;0.0938628;0.104167
3.14;0;0.0170213;0;0;0.0143369;0;0;0;0;0.0186047
printf;0;0.0334728;0;0;0.0282686;0;0;0;0.0311284;0.0365297
comparaison;0;0.0566802;0.0438356;0;0;0;0;0.0636364;0.0568182;0.061674
switch;0;0.154386;0.166234;0.165468;0;0;0.173913;0.175097;0.152824;0.166038
expr;0;0.00431034;0;0;0;0;0;0;0;0
spécifique;0;0.00431034;0;0;0;0;0;0;0;0
foreach;0;0.321696;0.419214;0.322418;0.337995;0.314634;0.259358;0.296392;0.366584;0.331593
pointeur;0;0.0170213;0.0112676;0;0;0;0;0;0;0.0186047
list;0;0.0607287;0.0437158;0.0619835;0;0;0;0;0.0566038;0.0660793
inverse;0;0.00431034;0;0;0;0;0;0;0;0
trie;0;0.00431034;0;0;0;0;0;0;0;0
concaténation;0;0.0647773;0;0;0.0549828;0.0625;0;0;0.0603774;0.0704846
accès;0;0.00431034;0;0;0;0;0;0;0;0
strcmp;0;0.00858369;0.00566572;0;0;0;0;0;0;0
trim;0;0.0647773;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0
casse;0;0.00858369;0;0;0.00722022;0;0;0;0;0
occurence;0;0.00431034;0;0;0;0;0;0;0;0
décompte;0;0.0170213;0.0112676;0;0;0.0163934;0;0;0;0
valeur de retour;0;0.0334728;0.0222841;0;0;0.0322581;0;0;0.0311284;0
passage par référence;0;0.0170213;0;0.0173913;0;0;0;0;0;0.0186047
traiter;0;0.00431034;0;0;0;0;0;0;0;0
méthode;0;0.321696;0.419214;0.322418;0.337995;0.314634;0.259358;0.296392;0.366584;0.331593
navigation;0;0.00858369;0;0.00877193;0;0;0;0;0;0
rouen;0;0.00431034;0;0;0;0;0;0;0;0
code postal;0;0.00858369;0;0;0;0.00826446;0;0;0;0
cle;0;0.0647773;0.0435967;0.0661157;0;0;0;0.0727273;0.0603774;0
mot;0;0.186441;0.151961;0.189655;0.179641;0.192691;0;0;0.187097;0.20438
mot de passe;0;0.0334728;0.0222841;0;0;0.0322581;0;0.0377358;0;0
rows;0;0.0170213;0;0;0;0.0163934;0;0;0.0158103;0
bouton radio;0;0.00858369;0;0;0;0.00826446;0;0;0;0
radio;0;0.0334728;0;0.034188;0;0.0322581;0;0;0.0311284;0
multiple;0;0.00858369;0;0;0;0;0;0;0.00796813;0
touche ctrl;0;0.00431034;0;0;0;0;0;0;0;0
transfert de fichier;0;0.00431034;0;0;0;0;0;0;0;0
fread;0;0.0170213;0.0112676;0.0173913;0;0;0;0;0;0
fin de fichier;0;0.00858369;0.00566572;0;0;0;0;0;0;0
existence;0;0.0170213;0;0;0.0143369;0.0163934;0;0;0;0
carte d’identité;0;0.00431034;0;0;0;0;0;0;0;0
mémoire vive;0;0.00431034;0;0;0;0;0;0;0;0
timestamp;0;0.0526316;0.043956;0;0.0482759;0.054902;0.0691489;0;0;0
vouloir;0;0.0647773;0.0435967;0;0.0549828;0.0625;0;0;0;0.0704846
session;0;0.0926641;0.080429;0.0901961;0.0863787;0.0895522;0.0980392;0;0;0
temps;0;0.157343;0.147583;0.151943;0.157407;0.16041;0.157447;0;0.159468;0
généralement;0;0.00858369;0;0;0;0;0;0;0;0.00938967
min;0;0.00858369;0;0;0;0.00826446;0;0;0;0
correct;0;0.0170213;0;0;0;0.0163934;0;0;0;0.0186047
exe;0;0.00431034;0;0;0;0;0;0;0;0
xhtml;0;0.00858369;0.00566572;0;0;0;0;0;0;0
2.0;0;0.00431034;0;0;0;0;0;0;0;0
page;0;0;0.00284091;0;0;0;0;0;0;0
base;0;0;0.00284091;0;0;0;0;0;0;0
séparateur;0;0;0.00566572;0;0;0.00826446;0;0;0;0
bloc;0;0;0.0112676;0;0.0143369;0;0;0;0;0.0186047
portée;0;0;0.00284091;0;0;0;0;0;0;0
chaîne;0;0;0.139594;0;0.144172;0.157534;0.153846;0.157088;0.160535;0.157303
supprimer;0;0;0.00284091;0;0;0;0;0;0;0
précédence;0;0;0.00566572;0;0;0;0;0;0;0.00938967
bits;0;0;0.0112676;0;0.0143369;0;0;0;0;0.0186047
incrémentation;0;0;0.00566572;0;0;0;0;0;0;0.00938967
opérateur logiques;0;0;0.0112676;0;0;0.0163934;0;0;0.0158103;0
strftime;0;0;0.00566572;0;0.00722022;0;0;0;0;0
phpmyadmin;0;0;0.0112676;0;0.0143369;0;0;0;0.0158103;0
modifier;0;0;0.00284091;0;0;0;0;0;0;0
numériques;0;0;0.00284091;0;0;0;0;0;0;0
réels;0;0;0.0112676;0;0;0.0163934;0;0;0;0.0186047
enum;0;0;0.00284091;0;0;0;0;0;0;0
time;0;0;0.0112676;0;0.0143369;0;0.0227273;0;0;0
sql;0;0;0.0435967;0;0.0549828;0.0625;0;0.0727273;0.0603774;0
innodb;0;0;0.00566572;0;0;0;0;0;0.00796813;0
fulltext;0;0;0.00284091;0;0;0;0;0;0;0
séquence;0;0;0.0435967;0;0;0.0625;0;0.0727273;0.0603774;0.0704846
fichier par;0;0;0.00284091;0;0;0;0;0;0;0
sortie;0;0;0.00566572;0;0;0;0;0;0;0.00938967
sortie standard;0;0;0.0112676;0.0173913;0.0143369;0;0;0;0;0
ecriture;0;0;0.0435967;0.0661157;0.0549828;0;0;0;0.0603774;0.0704846
fermer;0;0;0.00566572;0;0;0.00826446;0;0;0;0
système de fichiers;0;0;0.00284091;0;0;0;0;0;0;0
comparer;0;0;0.00284091;0;0;0;0;0;0;0
couleurs;0;0;0.0835509;0.124031;0.104235;0.117647;0;0;0.113879;0.131687
rectangle;0;0;0.00284091;0;0;0;0;0;0;0
polygones;0;0;0.00284091;0;0;0;0;0;0;0
programmation objet;0;0;0.0222841;0;0.0282686;0;0;0;0.0311284;0.0365297
opérateur;0;0;0.00566572;0;0;0;0;0.00970874;0;0
classe;0;0;0.0839895;0;0.0977199;0.114391;0;0.127119;0.106762;0.123457
héritage;0;0;0.0839895;0;0.0977199;0.114391;0;0.127119;0.106762;0.123457
polymorphisme;0;0;0.0112676;0;0;0;0;0;0.0158103;0.0186047
self;0;0;0.0112676;0;0.0143369;0;0;0;0.0158103;0
constructeurs;0;0;0.0839895;0;0.0977199;0.114391;0;0.127119;0.106762;0.123457
destructeur;0;0;0.00284091;0;0;0;0;0;0;0
nouveauté;0;0;0.00284091;0;0;0;0;0;0;0
exceptions;0;0;0.00566572;0;0;0;0;0;0;0.00938967
sauvegarder;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0;0.0365297
inspirer;0;0;0.00284091;0;0;0;0;0;0;0
langage c;0;0;0.0222841;0.034188;0;0;0;0;0.0311284;0.0365297
rasmus lerdorf;0;0;0.00566572;0;0.00722022;0;0;0;0;0
site personnel;0;0;0.00284091;0;0;0;0;0;0;0
interpreter;0;0;0.00566572;0;0;0.00826446;0;0;0;0
contributeurs;0;0;0.00284091;0;0;0;0;0;0;0
juin;0;0;0.00566572;0;0.00722022;0;0;0;0;0
zeev suraski;0;0;0.00566572;0;0.00722022;0;0;0;0;0
modulaire;0;0;0.00566572;0;0.00722022;0;0;0;0;0
extensible;0;0;0.00284091;0;0;0;0;0;0;0
supplémentaires;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
manquer;0;0;0.00566572;0;0;0.00826446;0;0;0;0
cohérente;0;0;0.0112676;0;0;0.0163934;0;0;0;0.0186047
moteur;0;0;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0.0704846
zend;0;0;0.00566572;0;0.00722022;0;0;0;0;0
zend engine;0;0;0.00566572;0;0.00722022;0;0;0;0;0
mai;0;0;0.00284091;0;0;0;0;0;0;0
c++;0;0;0.0435967;0.0661157;0.0549828;0.0625;0;0;0;0.0704846
xml;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
forum;0;0;0.00284091;0;0;0;0;0;0;0
messagerie;0;0;0.00566572;0;0;0;0;0;0.00796813;0
commerce électronique;0;0;0.00566572;0;0.00722022;0;0;0;0;0
banque;0;0;0.0112676;0.0173913;0;0.0163934;0;0;0;0
publication en ligne;0;0;0.00284091;0;0;0;0;0;0;0
lamp;0;0;0.0112676;0;0.0143369;0;0;0;0.0158103;0
linux;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0.0311284;0
incorporer;0;0;0.00284091;0;0;0;0;0;0;0
semblant;0;0;0.00284091;0;0;0;0;0;0;0
dédier;0;0;0.00284091;0;0;0;0;0;0;0
lire;0;0;0.0835509;0.124031;0.104235;0.117647;0;0;0.113879;0.131687
vitesse;0;0;0.00566572;0;0;0.00826446;0;0;0;0
côté;0;0;0.00284091;0;0;0;0;0;0;0
windows;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0;0.0365297
vbscript;0;0;0.00284091;0;0;0;0;0;0;0
jscript;0;0;0.00284091;0;0;0;0;0;0;0
activex;0;0;0.00284091;0;0;0;0;0;0;0
portage;0;0;0.00284091;0;0;0;0;0;0;0
plate-forme;0;0;0.00566572;0;0;0;0;0;0;0.00938967
langage de programmation procédural;0;0;0.00566572;0;0.00722022;0;0;0;0;0
procédural;0;0;0.00284091;0;0;0;0;0;0;0
nécessaire;0;0;0.0222841;0.034188;0;0.0322581;0;0;0;0.0365297
unix;0;0;0.0112676;0;0.0143369;0;0;0;0;0.0186047
mac;0;0;0.00566572;0;0.00722022;0;0;0;0;0
distribution linux;0;0;0.00566572;0;0.00722022;0;0;0;0;0
mode;0;0;0.0835509;0.124031;0.104235;0.117647;0;0;0.113879;0.131687
répertoire personnel;0;0;0.00284091;0;0;0;0;0;0;0
complexe;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0;0.0365297
uvre;0;0;0.0222841;0.034188;0;0.0322581;0;0;0;0.0365297
employer;0;0;0.00566572;0;0.00722022;0;0;0;0;0
easyphp;0;0;0.00284091;0;0;0;0;0;0;0
coloration syntaxique;0;0;0.00284091;0;0;0;0;0;0;0
w3c;0;0;0.0222841;0.034188;0;0.0322581;0;0;0.0311284;0
css;0;0;0.00284091;0;0;0;0;0;0;0
entête;0;0;0.043956;0;0;0.054902;0.0691489;0;0.0530303;0.0572687
mozilla;0;0;0.00566572;0.00877193;0;0;0;0;0;0
galeon;0;0;0.00284091;0;0;0;0;0;0;0
konqueror;0;0;0.00284091;0;0;0;0;0;0;0
compatibles;0;0;0.00566572;0;0;0;0;0;0;0.00938967
bordélique;0;0;0.00284091;0;0;0;0;0;0;0
endroit;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0.0311284;0
web;0;0;0.0112676;0;0;0.0163934;0;0;0;0.0186047
souple;0;0;0.00284091;0;0;0;0;0;0;0
point-virgule;0;0;0.0112676;0;0;0.0163934;0;0;0;0.0186047
sensible;0;0;0.0222841;0.034188;0.0282686;0.0322581;0;0;0;0
lettre;0;0;0.00566572;0;0.00722022;0;0;0;0;0
contexte;0;0;0.00566572;0;0;0;0;0;0;0.00938967
transtypage;0;0;0.0222841;0.034188;0;0.0322581;0;0;0;0.0365297
signe égal;0;0;0.00284091;0;0;0;0;0;0;0
sans;0;0;0.00284091;0;0;0;0;0;0;0
echo;0;0;0.00566572;0;0;0.00826446;0;0;0;0
affiche;0;0;0.00566572;0;0;0;0;0;0.00796813;0
globale;0;0;0.0222841;0;0;0.0322581;0;0;0.0311284;0.0365297
variable locale;0;0;0.0112676;0;0;0;0.0227273;0;0;0.0186047
locale;0;0;0.00566572;0;0;0;0.0114943;0;0;0
grand nombre;0;0;0.0112676;0;0;0.0163934;0;0;0.0158103;0
files;0;0;0.0223464;0;0;0.0282258;0.0388889;0;0;0.0319635
upload;0;0;0.00284091;0;0;0;0;0;0;0
env;0;0;0.0222841;0;0.0282686;0;0.0444444;0;0.0311284;0
cache;0;0;0.00566572;0;0.00722022;0;0;0;0;0
dynamique;0;0;0.00284091;0;0;0;0;0;0;0
ambiguïté;0;0;0.00284091;0;0;0;0;0;0;0
chaîne vide;0;0;0.00566572;0;0;0.00826446;0;0;0;0
booléenne;0;0;0.00284091;0;0;0;0;0;0;0
architecture;0;0;0.00566572;0;0.00722022;0;0;0;0;0
nombre à virgule flottante;0;0;0.0112676;0.0173913;0;0;0;0;0.0158103;0
puissance de 10;0;0;0.00284091;0;0;0;0;0;0;0
ascii;0;0;0.0112676;0.0173913;0;0;0;0;0;0.0186047
unicode;0;0;0.00284091;0;0;0;0;0;0;0
échapper;0;0;0.00284091;0;0;0;0;0;0;0
lf;0;0;0.00284091;0;0;0;0;0;0;0
carriage return;0;0;0.00284091;0;0;0;0;0;0;0
cr;0;0;0.00284091;0;0;0;0;0;0;0
antislash;0;0;0.00566572;0;0;0.00826446;0;0;0;0
notation octale;0;0;0.00284091;0;0;0;0;0;0;0
notation hexadécimale;0;0;0.00284091;0;0;0;0;0;0;0
hexadécimale;0;0;0.00284091;0;0;0;0;0;0;0
égal;0;0;0.0435967;0.0661157;0;0.0625;0;0;0.0603774;0.0704846
valeur numérique;0;0;0.00566572;0;0;0;0;0;0.00796813;0
numérique;0;0;0.0112676;0;0;0;0.0227273;0;0.0158103;0
val;0;0;0.00284091;0;0;0;0;0;0;0
table de hachage;0;0;0.0112676;0.0173913;0;0;0;0;0;0.0186047
hachage;0;0;0.0222841;0.034188;0.0282686;0;0;0;0;0.0365297
pile;0;0;0.0112676;0;0.0143369;0;0;0;0;0.0186047
séparer;0;0;0.0112676;0;0.0143369;0;0;0;0;0.0186047
volée;0;0;0.00284091;0;0;0;0;0;0;0
class;0;0;0.0437158;0;0.0515464;0;0;0.0681818;0.0566038;0.0660793
constantes;0;0;0.00566572;0;0;0;0;0;0.00796813;0
casse;0;0;0.00284091;0;0;0;0;0;0;0
redéfinir;0;0;0.00284091;0;0;0;0;0;0;0
integer;0;0;0.0435967;0;0.0549828;0.0625;0;0.0727273;0;0.0704846
gauche;0;0;0.00566572;0;0;0;0;0;0;0.00938967
droite;0;0;0.0112676;0.0173913;0;0;0;0;0;0.0186047
croître;0;0;0.00284091;0;0;0;0;0;0;0
associativité;0;0;0.00284091;0;0;0;0;0;0;0
division;0;0;0.0222841;0;0;0.0322581;0;0;0.0311284;0.0365297
multiplication;0;0;0.0835509;0.124031;0.104235;0.117647;0;0;0.113879;0.131687
division par deux;0;0;0.00284091;0;0;0;0;0;0;0
deux;0;0;0.00566572;0;0;0.00826446;0;0;0;0
message;0;0;0.0222841;0;0.0282686;0;0;0.0377358;0;0.0365297
oeil;0;0;0.00284091;0;0;0;0;0;0;0
affiche;0;0;0.0435967;0.0661157;0;0.0625;0;0;0.0603774;0.0704846
exécutée;0;0;0.00284091;0;0;0;0;0;0;0
conditionnelle;0;0;0.0112676;0;0;0;0;0;0.0158103;0.0186047
sorte;0;0;0.00284091;0;0;0;0;0;0;0
ressembler à;0;0;0.00566572;0;0;0.00826446;0;0;0;0
homologue;0;0;0.00284091;0;0;0;0;0;0;0
impossible;0;0;0.0222841;0;0.0282686;0.0322581;0;0;0;0.0365297
existe;0;0;0.00566572;0;0;0.00826446;0;0;0;0
appel de fonction;0;0;0.00566572;0;0;0;0;0;0;0.00938967
valeur par défaut;0;0;0.0435967;0.0661157;0.0549828;0.0625;0;0;0.0603774;0
type de valeurs;0;0;0.00566572;0;0;0;0;0.00970874;0;0
devoir;0;0;0.00566572;0;0;0.00826446;0;0;0;0
couvrir;0;0;0.00284091;0;0;0;0;0;0;0
rappel;0;0;0.0797872;0.0891473;0.0927152;0.0966543;0.112745;0;0.0974729;0
limitation;0;0;0.00284091;0;0;0;0;0;0;0
conteneur;0;0;0.00566572;0;0;0;0;0;0;0.00938967
droit;0;0;0.0222841;0.034188;0.0282686;0.0322581;0;0;0;0
chose;0;0;0.0222841;0.034188;0.0282686;0.0322581;0;0;0;0
premier;0;0;0.00566572;0;0;0.00826446;0;0;0;0
choix multiples;0;0;0.00284091;0;0;0;0;0;0;0
vin;0;0;0.00284091;0;0;0;0;0;0;0
format de date;0;0;0.00284091;0;0;0;0;0;0;0
langue anglaise;0;0;0.0435967;0.0661157;0;0.0625;0;0;0.0603774;0.0704846
français;0;0;0.0112676;0;0;0.0163934;0;0;0.0158103;0
système;0;0;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0.0704846
semaine;0;0;0.00566572;0;0;0.00826446;0;0;0;0
heure internet;0;0;0.00284091;0;0;0;0;0;0;0
internet;0;0;0.0435967;0;0.0549828;0.0625;0;0;0.0603774;0.0704846
vendredi;0;0;0.00566572;0;0.00722022;0;0;0;0;0
janvier;0;0;0.00284091;0;0;0;0;0;0;0
hiver;0;0;0.00284091;0;0;0;0;0;0;0
heure de greenwich;0;0;0.00284091;0;0;0;0;0;0;0
dec;0;0;0.00284091;0;0;0;0;0;0;0
fuseau horaire;0;0;0.00284091;0;0;0;0;0;0;0
dimanche;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
samedi;0;0;0.00566572;0;0.00722022;0;0;0;0;0
lundi;0;0;0.00566572;0;0.00722022;0;0;0;0;0
second;0;0;0.00284091;0;0;0;0;0;0;0
fonction;0;0;0.00284091;0;0;0;0;0;0;0
siècle;0;0;0.00284091;0;0;0;0;0;0;0
numérique;0;0;0.00284091;0;0;0;0;0;0;0
intervalle;0;0;0.00284091;0;0;0;0;0;0;0
semaine 1;0;0;0.00284091;0;0;0;0;0;0;0
abréviation;0;0;0.00284091;0;0;0;0;0;0;0
littéral;0;0;0.0112676;0;0;0.0163934;0;0;0;0.0186047
september;0;0;0.00284091;0;0;0;0;0;0;0
septembre;0;0;0.00566572;0;0.00722022;0;0;0;0;0
semaine 3;0;0;0.00284091;0;0;0;0;0;0;0
système de gestion;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
système de gestion de base de donnée;0;0;0.0112676;0.0173913;0;0.0163934;0;0;0;0
relationnel;0;0;0.0112676;0;0;0;0;0;0.0158103;0.0186047
open source;0;0;0.0112676;0;0;0;0;0;0.0158103;0.0186047
mysql ab;0;0;0.00284091;0;0;0;0;0;0;0
licence;0;0;0.00566572;0;0;0.00826446;0;0;0;0
licence gpl;0;0;0.00566572;0;0;0.00826446;0;0;0;0
support technique;0;0;0.00284091;0;0;0;0;0;0;0
hébergeur;0;0;0.0112676;0;0;0.0163934;0;0;0.0158103;0
étrangères;0;0;0.00284091;0;0;0;0;0;0;0
notamment;0;0;0.00566572;0;0.00722022;0;0;0;0;0
delete;0;0;0.0222841;0;0.0282686;0.0322581;0;0.0377358;0;0
moteur de recherche;0;0;0.00284091;0;0;0;0;0;0;0
sqlplus;0;0;0.00284091;0;0;0;0;0;0;0
intuitif;0;0;0.00284091;0;0;0;0;0;0;0
toolkit;0;0;0.00566572;0;0;0;0;0;0;0.00938967
qt;0;0;0.00284091;0;0;0;0;0;0;0
macos;0;0;0.00566572;0;0.00722022;0;0;0;0;0
configuration;0;0;0.0112676;0;0.0143369;0;0;0;0.0158103;0
ip;0;0;0.00566572;0;0;0;0;0;0.00796813;0
doute;0;0;0.00566572;0;0;0.00826446;0;0;0;0
administrateur;0;0;0.00566572;0;0;0.00826446;0;0;0;0
mise à jour;0;0;0.0223464;0;0;0.0282258;0.0388889;0;0;0.0319635
insert;0;0;0.0222841;0;0;0.0322581;0;0.0377358;0.0311284;0
possible;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
varchar;0;0;0.0112676;0;0.0143369;0.0163934;0;0;0;0
tenir compte;0;0;0.00566572;0;0;0.00826446;0;0;0;0
quantité variables;0;0;0.00284091;0;0;0;0;0;0;0
medium;0;0;0.00284091;0;0;0;0;0;0;0
