X;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA
expliquer;0;0;0.00320513;0;0;0;0;0;0;0
plage;0;0;0.00638978;0;0;0;0;0;0;0.00921659
mm;0;0;0.00320513;0;0;0;0;0;0;0
fraction;0;0;0.00320513;0;0;0;0;0;0;0
soumettre;0;0;0.00320513;0;0;0;0;0;0;0
transaction;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
rollback;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
crash;0;0;0.00320513;0;0;0;0;0;0;0
contraintes;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
intégrité;0;0;0.00320513;0;0;0;0;0;0;0
parente;0;0;0.00320513;0;0;0;0;0;0;0
clé étrangère;0;0;0.00638978;0;0;0.00881057;0;0;0;0
fils;0;0;0.00320513;0;0;0;0;0;0;0
critère;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
flotter;0;0;0.00320513;0;0;0;0;0;0;0
order;0;0;0.00320513;0;0;0;0;0;0;0
simplicité;0;0;0.00320513;0;0;0;0;0;0;0
ouverte;0;0;0.00320513;0;0;0;0;0;0;0
échec;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
numéroter;0;0;0.00320513;0;0;0;0;0;0;0
identiques;0;0;0.00320513;0;0;0;0;0;0;0
renommer;0;0;0.00638978;0;0.0075188;0;0;0;0;0
insertion;0;0;0.00638978;0.00966184;0;0;0;0;0;0
avoir besoin de;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
valeur;0;0;0.00638978;0;0;0;0;0;0;0.00921659
liste chaînée;0;0;0.00320513;0;0;0;0;0;0;0
jointure;0;0;0.00320513;0;0;0;0;0;0;0
activer;0;0;0.00320513;0;0;0;0;0;0;0
mode texte;0;0;0.00638978;0;0;0;0;0;0;0.00921659
fin;0;0;0.00638978;0;0;0;0;0;0;0.00921659
placer;0;0;0.00638978;0.00966184;0;0;0;0;0;0
img;0;0;0.00638978;0;0;0.00881057;0;0;0;0
fichier csv;0;0;0.00320513;0;0;0;0;0;0;0
ret;0;0;0.00320513;0;0;0;0;0;0;0
fichier binaire;0;0;0.00320513;0;0;0;0;0;0;0
calculer;0;0;0.00638978;0;0;0.00881057;0;0;0;0
réussite;0;0;0.00320513;0;0;0;0;0;0;0
chdir;0;0;0.00320513;0;0;0;0;0;0;0
argument;0;0;0.00638978;0;0;0;0;0;0;0.00921659
relatif;0;0;0.00638978;0;0;0;0;0;0;0.00921659
handle;0;0;0.00638978;0.00966184;0;0;0;0;0;0
prochaine;0;0;0.00638978;0;0;0.00881057;0;0;0;0
sous;0;0;0.00320513;0;0;0;0;0;0;0
base 8;0;0;0.00320513;0;0;0;0;0;0;0
type de fichier;0;0;0.00320513;0;0;0;0;0;0;0
fifo;0;0;0.00320513;0;0;0;0;0;0;0
pointé;0;0;0.00638978;0;0;0.00881057;0;0;0;0
inode;0;0;0.00320513;0;0;0;0;0;0;0
taille de bloc;0;0;0.00320513;0;0;0;0;0;0;0
shell unix;0;0;0.00320513;0;0;0;0;0;0;0
dirname;0;0;0.0126984;0.0191388;0.0149254;0;0;0;0;0
isoler;0;0;0.00320513;0;0;0;0;0;0;0
chown;0;0;0.00320513;0;0;0;0;0;0;0
chgrp;0;0;0.00320513;0;0;0;0;0;0;0
copy;0;0;0.00638978;0.00966184;0;0;0;0;0;0
hard link;0;0;0.00320513;0;0;0;0;0;0;0
lien symbolique;0;0;0.00320513;0;0;0;0;0;0;0
masque;0;0;0.00638978;0;0;0;0;0;0;0.00921659
rename;0;0;0.00638978;0.00966184;0;0;0;0;0;0
umask;0;0;0.00638978;0.00966184;0;0;0;0;0;0
encodage;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
avatar;0;0;0.00320513;0;0;0;0;0;0;0
vérification;0;0;0.00638978;0;0;0.00881057;0;0;0;0
pire;0;0;0.00320513;0;0;0;0;0;0;0
boite de dialogue;0;0;0.00638978;0;0;0;0;0;0;0.00921659
gestionnaire de fichier;0;0;0.00320513;0;0;0;0;0;0;0
cliquer;0;0;0.00638978;0;0;0.00881057;0;0;0;0
bouton;0;0;0.00638978;0.00966184;0;0;0;0;0;0
temp;0;0;0.00320513;0;0;0;0;0;0;0
fichier temporaire;0;0;0.00320513;0;0;0;0;0;0;0
verrouiller;0;0;0.00320513;0;0;0;0;0;0;0
caractère nul;0;0;0.00320513;0;0;0;0;0;0;0
inverse;0;0;0.00638978;0;0;0.00881057;0;0;0;0
oreille;0;0;0.00320513;0;0;0;0;0;0;0
entité;0;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
entité html;0;0;0.00638978;0;0;0;0;0;0.00816327;0
fonctionnement;0;0;0.00320513;0;0;0;0;0;0;0
quotes;0;0;0.00320513;0;0;0;0;0;0;0
formater;0;0;0.00638978;0;0;0;0;0;0;0.00921659
troisième;0;0;0.00320513;0;0;0;0;0;0;0
colle;0;0;0.00320513;0;0;0;0;0;0;0
longueur;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
invisibles;0;0;0.0126984;0;0;0;0;0.0208333;0;0.0182648
égale;0;0;0.00320513;0;0;0;0;0;0;0
expiration;0;0;0.00320513;0;0;0;0;0;0;0
avoir lieu;0;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
disponible;0;0;0.0126984;0;0;0.0174672;0;0.0208333;0;0
variable globale;0;0;0.00638978;0;0;0;0.011236;0;0;0
visiteur;0;0;0.0126984;0;0;0.0174672;0;0.0208333;0;0
authentification;0;0;0.0250784;0.0375587;0.0294118;0.0343348;0;0;0;0
déconnexion;0;0;0.00638978;0;0;0;0;0;0.00816327;0
évidente;0;0;0.00320513;0;0;0;0;0;0;0
connecté;0;0;0.00320513;0;0;0;0;0;0;0
démarrer;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
balise html;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
sauvegarde;0;0;0.00638978;0;0;0.00881057;0;0;0;0
unset;0;0;0.0126984;0.0191388;0;0;0;0;0.0161943;0
cookie de session;0;0;0.00320513;0;0;0;0;0;0;0
ouverture de session;0;0;0.0489297;0;0.0571429;0.06639;0;0.0784314;0;0.0692641
recommencer;0;0;0.00320513;0;0;0;0;0;0;0
unix_timestamp;0;0;0.00320513;0;0;0;0;0;0;0
retirer;0;0;0.00320513;0;0;0;0;0;0;0
dll;0;0;0.00320513;0;0;0;0;0;0;0
jpeg;0;0;0.00320513;0;0;0;0;0;0;0
windows bitmap;0;0;0.00320513;0;0;0;0;0;0;0
truecolor;0;0;0.00320513;0;0;0;0;0;0;0
largeur;0;0;0.00320513;0;0;0;0;0;0;0
gd;0;0;0.00320513;0;0;0;0;0;0;0
gif;0;0;0.00320513;0;0;0;0;0;0;0
psd;0;0;0.00320513;0;0;0;0;0;0;0
tiff;0;0;0.00320513;0;0;0;0;0;0;0
intel;0;0;0.00638978;0;0.0075188;0;0;0;0;0
rouge;0;0;0.0250784;0.0375587;0.0294118;0;0;0;0.0318725;0
vert;0;0;0.00638978;0;0.0075188;0;0;0;0;0
premier;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
rvb;0;0;0.00320513;0;0;0;0;0;0;0
coordonnées;0;0;0.00638978;0;0;0;0;0;0.00816327;0
total;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
blue;0;0;0.00320513;0;0;0;0;0;0;0
cercle;0;0;0.00638978;0;0;0.00881057;0;0;0;0
ellipse;0;0;0.00320513;0;0;0;0;0;0;0
juste;0;0;0.00638978;0;0;0;0;0.0105263;0;0
mot-clé;0;0;0.00320513;0;0;0;0;0;0;0
constante;0;0;0.00638978;0;0;0;0;0;0;0.00921659
classe d;0;0;0.00320513;0;0;0;0;0;0;0
autre;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
héritage multiple;0;0;0.00638978;0;0;0;0;0;0;0.00921659
classe a;0;0;0.00320513;0;0;0;0;0;0;0
faire référence;0;0;0.00320513;0;0;0;0;0;0;0
générique;0;0;0.00638978;0;0;0;0;0;0;0.00921659
type b;0;0;0.00320513;0;0;0;0;0;0;0
ramasse-miettes;0;0;0.00638978;0;0;0;0;0;0;0.00921659
code objet;0;0;0.00320513;0;0;0;0;0;0;0
clonage;0;0;0.00320513;0;0;0;0;0;0;0
directe;0;0;0.00638978;0;0;0;0;0;0;0.00921659
explicite;0;0;0.00638978;0;0;0;0;0;0;0.00921659
via;0;0;0.00320513;0;0;0;0;0;0;0
descripteur de fichiers;0;0;0.00320513;0;0;0;0;0;0;0
o3;0;0;0.00320513;0;0;0;0;0;0;0
substituer;0;0;0.00320513;0;0;0;0;0;0;0
utile;0;0;0.00638978;0;0;0;0;0;0;0.00921659
abstraire;0;0;0.0250784;0;0.0294118;0;0;0;0.0318725;0.0358744
abstraites;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
classe abstraite;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
dérivée;0;0;0.00638978;0;0;0;0;0;0.00816327;0
implémentant;0;0;0.00638978;0;0;0;0;0;0;0.00921659
publique;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0.0318725;0
redéfinition;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
final;0;0;0.0250784;0;0;0;0;0.0408163;0.0318725;0.0358744
final;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
prototypes;0;0;0.00320513;0;0;0;0;0;0;0
template;0;0;0.00320513;0;0;0;0;0;0;0
contraire;0;0;0.00638978;0;0;0;0;0;0.00816327;0
variable;0;0;0.00638978;0;0;0.00881057;0;0;0;0
iterator;0;0;0.00638978;0;0;0;0;0;0;0.00921659
infos;0;0;0.0489297;0.0723982;0.0571429;0.06639;0;0;0;0.0692641
numéro de ligne;0;0;0.00320513;0;0;0;0;0;0;0
erreur;0;0;0.00320513;0;0;0;0;0;0;0
parent;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
ancien système;0;0;0.00320513;0;0;0;0;0;0;0
stream;0;0;0.00320513;0;0;0;0;0;0;0
xampp;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
erreur de syntaxe;0;0;0.00320513;0;0;0;0;0;0;0
intéresser;0;0;0.00320513;0;0;0;0;0;0;0
comportement;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
réception;0;0;0.00638978;0;0;0;0;0;0;0.00921659
répéter;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
cas objet;0;0;0.00320513;0;0;0;0;0;0;0
standard;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
internes;0;0;0.00638978;0;0;0;0;0;0;0.00921659
supporter;0;0;0.00320513;0;0;0;0;0;0;0
remplissage;0;0;0.00638978;0;0;0.00881057;0;0;0;0
structure;0;0;0.00320513;0;0;0;0;0;0;0
programmation web;0;0;0;0.0191388;0.0149254;0.0174672;0;0;0;0
université antilles guyane;0;0;0;0.00485437;0;0;0;0;0;0
feuilles de style;0;0;0;0.00485437;0;0;0;0;0;0
pdf;0;0;0;0.0191388;0.0149254;0.0174672;0;0;0;0
capable;0;0;0;0.00485437;0;0;0;0;0;0
noël;0;0;0;0.00485437;0;0;0;0;0;0
client http;0;0;0;0.00485437;0;0;0;0;0;0
composer;0;0;0;0.0191388;0;0.0174672;0;0;0;0.0182648
recommandation w3c;0;0;0;0.00485437;0;0;0;0;0;0
head;0;0;0;0.0191388;0.0149254;0.0174672;0;0;0;0
êtres;0;0;0;0.00966184;0;0.00881057;0;0;0;0
doctype;0;0;0;0.0191388;0;0;0;0.0208333;0.0161943;0
structuration;0;0;0;0.0191388;0;0;0.0222222;0;0;0.0182648
sens;0;0;0;0.0375587;0;0.0343348;0;0.0408163;0;0.0358744
désormais;0;0;0;0.00485437;0;0;0;0;0;0
paragraphe;0;0;0;0.00485437;0;0;0;0;0;0
liste à puces;0;0;0;0.0191388;0.0149254;0;0;0;0;0.0182648
inline;0;0;0;0.00485437;0;0;0;0;0;0
h2;0;0;0;0.00966184;0.0075188;0;0;0;0;0
disponibilité;0;0;0;0.00966184;0;0;0;0;0;0.00921659
arial;0;0;0;0.00485437;0;0;0;0;0;0
texte gras;0;0;0;0.00485437;0;0;0;0;0;0
abuser;0;0;0;0.00966184;0;0.00881057;0;0;0;0
css 3;0;0;0;0.00966184;0.0075188;0;0;0;0;0
souris;0;0;0;0.00966184;0;0;0;0;0;0.00921659
positionnement;0;0;0;0.00966184;0;0;0;0;0;0.00921659
dtd;0;0;0;0.0191388;0;0.0174672;0;0;0.0161943;0
charset;0;0;0;0.00485437;0;0;0;0;0;0
auto;0;0;0;0.0191388;0.0149254;0;0;0;0;0.0182648
allonger;0;0;0;0.00485437;0;0;0;0;0;0
chevauchements;0;0;0;0.00485437;0;0;0;0;0;0
em;0;0;0;0.00485437;0;0;0;0;0;0
active server pages;0;0;0;0.00485437;0;0;0;0;0;0
microsoft;0;0;0;0.0375587;0.0294118;0.0343348;0;0;0.0318725;0
exécutable;0;0;0;0.0191388;0;0.0174672;0;0;0;0.0182648
connaissance;0;0;0;0.00485437;0;0;0;0;0;0
dictionnaires;0;0;0;0.00485437;0;0;0;0;0;0
bois;0;0;0;0.00485437;0;0;0;0;0;0
key;0;0;0;0.00485437;0;0;0;0;0;0
info;0;0;0;0.00485437;0;0;0;0;0;0
parcours;0;0;0;0.0375587;0.0294118;0.0343348;0;0;0;0.0358744
pouvoir;0;0;0;0.00485437;0;0;0;0;0;0
httpd;0;0;0;0.00485437;0;0;0;0;0;0
statiques;0;0;0;0.00966184;0;0;0;0;0.00816327;0
sport;0;0;0;0.0191388;0;0.0174672;0;0;0.0161943;0
selection multiple;0;0;0;0.00485437;0;0;0;0;0;0
possibilité;0;0;0;0.0723982;0.0571429;0.06639;0;0;0.0617761;0.0692641
saisir;0;0;0;0.00485437;0;0;0;0;0;0
nom;0;0;0;0.00485437;0;0;0;0;0;0
mode connecté;0;0;0;0.00485437;0;0;0;0;0;0
rattacher;0;0;0;0.00485437;0;0;0;0;0;0
durée de vie;0;0;0;0.0191388;0;0;0;0;0.0161943;0.0182648
path;0;0;0;0.0191388;0.0149254;0;0;0;0;0.0182648
nobody;0;0;0;0.00485437;0;0;0;0;0;0
basename;0;0;0;0.00485437;0;0;0;0;0;0
touch;0;0;0;0.00966184;0;0.00881057;0;0;0;0
friends;0;0;0;0.00485437;0;0;0;0;0;0
epub;0;0;0;0;0.00377358;0;0;0;0;0
caractéristique;0;0;0;0;0.0294118;0.0343348;0;0;0.0318725;0.0358744
installation;0;0;0;0;0.0075188;0;0;0;0;0.00921659
filtrage;0;0;0;0;0.00377358;0;0;0;0;0
validation;0;0;0;0;0.00377358;0;0;0;0;0
symfony;0;0;0;0;0.00377358;0;0;0;0;0
application;0;0;0;0;0.00377358;0;0;0;0;0
web service;0;0;0;0;0.00377358;0;0;0;0;0
web mobile;0;0;0;0;0.00377358;0;0;0;0;0
mobile;0;0;0;0;0.00377358;0;0;0;0;0
informatique;0;0;0;0;0.0149254;0.0174672;0;0;0;0.0182648
compilateur;0;0;0;0;0.0149254;0.0174672;0;0;0;0.0182648
compilateur jit;0;0;0;0;0.00377358;0;0;0;0;0
facebook;0;0;0;0;0.0075188;0;0;0;0.00816327;0
coder;0;0;0;0;0.0294118;0.0343348;0;0;0.0318725;0.0358744
sortie;0;0;0;0;0.00377358;0;0;0;0;0
retrouver;0;0;0;0;0.0075188;0.00881057;0;0;0;0
programmeur;0;0;0;0;0.0075188;0;0;0;0;0.00921659
développement;0;0;0;0;0.0075188;0;0;0;0;0.00921659
ca;0;0;0;0;0.00377358;0;0;0;0;0
livre;0;0;0;0;0.0075188;0.00881057;0;0;0;0
hiphop;0;0;0;0;0.00377358;0;0;0;0;0
machine virtuelle;0;0;0;0;0.0075188;0;0;0;0;0.00921659
typage fort;0;0;0;0;0.00377358;0;0;0;0;0
framework;0;0;0;0;0.0075188;0;0;0;0;0.00921659
phalcon;0;0;0;0;0.00377358;0;0;0;0;0
compilation aot;0;0;0;0;0.00377358;0;0;0;0;0
travers;0;0;0;0;0.0149254;0;0;0.0208333;0;0.0182648
yahoo;0;0;0;0;0.00377358;0;0;0;0;0
content management systems;0;0;0;0;0.00377358;0;0;0;0;0
gestion de contenu;0;0;0;0;0.00377358;0;0;0;0;0
joomla;0;0;0;0;0.00377358;0;0;0;0;0
laravel;0;0;0;0;0.00377358;0;0;0;0;0
mamp;0;0;0;0;0.0075188;0;0;0;0.00816327;0
indispensable;0;0;0;0;0.0149254;0.0174672;0;0;0;0.0182648
macports;0;0;0;0;0.00377358;0;0;0;0;0
communication;0;0;0;0;0.0149254;0.0174672;0;0;0;0.0182648
fichier de configuration;0;0;0;0;0.00377358;0;0;0;0;0
numbers;0;0;0;0;0.00377358;0;0;0;0;0
compression;0;0;0;0;0.00377358;0;0;0;0;0
éxécution;0;0;0;0;0.00377358;0;0;0;0;0
logging;0;0;0;0;0.00377358;0;0;0;0;0
désactiver;0;0;0;0;0.0075188;0.00881057;0;0;0;0
démarrage;0;0;0;0;0.00377358;0;0;0;0;0
plugins;0;0;0;0;0.00377358;0;0;0;0;0
logger;0;0;0;0;0.00377358;0;0;0;0;0
rapporter;0;0;0;0;0.00377358;0;0;0;0;0
fuite de mémoire;0;0;0;0;0.00377358;0;0;0;0;0
chaine;0;0;0;0;0.00377358;0;0;0;0;0
socket;0;0;0;0;0.00377358;0;0;0;0;0
iconv;0;0;0;0;0.00377358;0;0;0;0;0
système d;0;0;0;0;0.0149254;0;0;0;0.0161943;0.0182648
smtp;0;0;0;0;0.00377358;0;0;0;0;0
set;0;0;0;0;0.0149254;0;0;0.0208333;0.0161943;0
lien permanents;0;0;0;0;0.00377358;0;0;0;0;0
links;0;0;0;0;0.00377358;0;0;0;0;0
host;0;0;0;0;0.0294118;0.0343348;0;0.0408163;0.0318725;0
mysqli;0;0;0;0;0.0075188;0;0;0;0.00816327;0
md5;0;0;0;0;0.00377358;0;0;0;0;0
assertion;0;0;0;0;0.0075188;0;0;0;0;0.00921659
fonction utilisateur;0;0;0;0;0.00377358;0;0;0;0;0
mac os x;0;0;0;0;0.00377358;0;0;0;0;0
khtml;0;0;0;0;0.00377358;0;0;0;0;0
gecko;0;0;0;0;0.00377358;0;0;0;0;0
doc;0;0;0;0;0.0075188;0.00881057;0;0;0;0
msie;0;0;0;0;0.00377358;0;0;0;0;0
firefox;0;0;0;0;0.00377358;0;0;0;0;0
chrome;0;0;0;0;0.00377358;0;0;0;0;0
safari;0;0;0;0;0.00377358;0;0;0;0;0
remède;0;0;0;0;0.00377358;0;0;0;0;0
répondre;0;0;0;0;0.00377358;0;0;0;0;0
null;0;0;0;0;0.0149254;0;0;0;0.0161943;0.0182648
simplifier;0;0;0;0;0.00377358;0;0;0;0;0
majuscule;0;0;0;0;0.0075188;0.00881057;0;0;0;0
eval;0;0;0;0;0.00377358;0;0;0;0;0
tableau associatifs;0;0;0;0;0.0075188;0;0.011236;0;0;0
mardi;0;0;0;0;0.0075188;0.00881057;0;0;0;0
mercredi;0;0;0;0;0.00377358;0;0;0;0;0
jeudi;0;0;0;0;0.0075188;0.00881057;0;0;0;0
query_string;0;0;0;0;0.00377358;0;0;0;0;0
externes;0;0;0;0;0.00377358;0;0;0;0;0
racine;0;0;0;0;0.0075188;0;0;0;0;0.00921659
signaler;0;0;0;0;0.00377358;0;0;0;0;0
type de retour;0;0;0;0;0.0149254;0;0;0;0.0161943;0.0182648
etudiant;0;0;0;0;0.0075188;0.00881057;0;0;0;0
setter;0;0;0;0;0.0075188;0;0;0;0;0.00921659
attribut;0;0;0;0;0.0149254;0;0;0;0.0161943;0.0182648
espace de nommage;0;0;0;0;0.00377358;0;0;0;0;0
bleu;0;0;0;0;0.00377358;0;0;0;0;0
set;0;0;0;0;0.00377358;0;0;0;0;0
diff;0;0;0;0;0.00377358;0;0;0;0;0
ball;0;0;0;0;0.00377358;0;0;0;0;0
être;0;0;0;0;0.0149254;0.0174672;0;0.0208333;0;0
interrogation;0;0;0;0;0.0075188;0;0;0;0;0.00921659
jeanne;0;0;0;0;0.00377358;0;0;0;0;0
durand;0;0;0;0;0.00377358;0;0;0;0;0
andreas;0;0;0;0;0.00377358;0;0;0;0;0
dalton;0;0;0;0;0.00377358;0;0;0;0;0
tr;0;0;0;0;0.00377358;0;0;0;0;0
clef primaire;0;0;0;0;0.0075188;0.00881057;0;0;0;0
franz kafka;0;0;0;0;0.00377358;0;0;0;0;0
cotes;0;0;0;0;0.00377358;0;0;0;0;0
systématiquement;0;0;0;0;0.00377358;0;0;0;0;0
injections;0;0;0;0;0.00377358;0;0;0;0;0
injections sql;0;0;0;0;0.00377358;0;0;0;0;0
essayer;0;0;0;0;0.0075188;0.00881057;0;0;0;0
code malveillant;0;0;0;0;0.00377358;0;0;0;0;0
faille de sécurité;0;0;0;0;0.00377358;0;0;0;0;0
html5;0;0;0;0;0.00377358;0;0;0;0;0
être valables;0;0;0;0;0.00377358;0;0;0;0;0
injection de code;0;0;0;0;0.00377358;0;0;0;0;0
système d’information;0;0;0;0;0.00377358;0;0;0;0;0
credit;0;0;0;0;0.00377358;0;0;0;0;0
depot;0;0;0;0;0.0075188;0.00881057;0;0;0;0
commit;0;0;0;0;0.00377358;0;0;0;0;0
réutilisé;0;0;0;0;0.0294118;0.0343348;0;0;0.0318725;0.0358744
action;0;0;0;0;0.00377358;0;0;0;0;0
courant;0;0;0;0;0.0075188;0;0;0;0;0.00921659
csrf;0;0;0;0;0.00377358;0;0;0;0;0
temporaire;0;0;0;0;0.00377358;0;0;0;0;0
django;0;0;0;0;0.00377358;0;0;0;0;0
flask;0;0;0;0;0.00377358;0;0;0;0;0
token;0;0;0;0;0.0075188;0;0;0;0;0.00921659
svg;0;0;0;0;0.00377358;0;0;0;0;0
mathml;0;0;0;0;0.00377358;0;0;0;0;0
document object model;0;0;0;0;0.00377358;0;0;0;0;0
document xml;0;0;0;0;0.00377358;0;0;0;0;0
bas niveau;0;0;0;0;0.0075188;0;0;0;0;0.00921659
programme tv;0;0;0;0;0.00377358;0;0;0;0;0
tv;0;0;0;0;0.00377358;0;0;0;0;0
debut;0;0;0;0;0.00377358;0;0;0;0;0
smith;0;0;0;0;0.00377358;0;0;0;0;0
realisateur;0;0;0;0;0.00377358;0;0;0;0;0
dutchman;0;0;0;0;0.00377358;0;0;0;0;0
johnny guitar;0;0;0;0;0.00377358;0;0;0;0;0
guitar;0;0;0;0;0.00377358;0;0;0;0;0
woman under the influence;0;0;0;0;0.00377358;0;0;0;0;0
victor/victoria;0;0;0;0;0.00377358;0;0;0;0;0
simplexml;0;0;0;0;0.00377358;0;0;0;0;0
the flying dutchman;0;0;0;0;0.00377358;0;0;0;0;0
jour de fête;0;0;0;0;0.00377358;0;0;0;0;0
controleur;0;0;0;0;0.0075188;0;0;0;0;0.00921659
composants;0;0;0;0;0.00377358;0;0;0;0;0
version;0;0;0;0;0.0075188;0.00881057;0;0;0;0
framework web;0;0;0;0;0.00377358;0;0;0;0;0
cd;0;0;0;0;0.0075188;0.00881057;0;0;0;0
menu;0;0;0;0;0.0075188;0.00881057;0;0;0;0
poisson;0;0;0;0;0.00377358;0;0;0;0;0
catch;0;0;0;0;0.00377358;0;0;0;0;0
routage;0;0;0;0;0.00377358;0;0;0;0;0
familiariser;0;0;0;0;0.00377358;0;0;0;0;0
micro-noyau;0;0;0;0;0.00377358;0;0;0;0;0
package;0;0;0;0;0.0075188;0;0;0;0;0.00921659
courantes;0;0;0;0;0.00377358;0;0;0;0;0
bin;0;0;0;0;0.00377358;0;0;0;0;0
répertoire de travail;0;0;0;0;0.00377358;0;0;0;0;0
log;0;0;0;0;0.00377358;0;0;0;0;0
flex;0;0;0;0;0.00377358;0;0;0;0;0
test driven development;0;0;0;0;0.00377358;0;0;0;0;0
avant;0;0;0;0;0.0075188;0;0;0;0.00816327;0
méthodologie;0;0;0;0;0.00377358;0;0;0;0;0
spécification;0;0;0;0;0.0149254;0;0;0;0.0161943;0.0182648
junit;0;0;0;0;0.0075188;0;0;0;0;0.00921659
phpunit;0;0;0;0;0.00377358;0;0;0;0;0
sommes;0;0;0;0;0.0075188;0;0;0;0.00816327;0
librairie;0;0;0;0;0.0294118;0.0343348;0;0.0408163;0;0.0358744
mettre en place;0;0;0;0;0.00377358;0;0;0;0;0
architecture rest;0;0;0;0;0.00377358;0;0;0;0;0
transfer;0;0;0;0;0.00377358;0;0;0;0;0
logique métier;0;0;0;0;0.00377358;0;0;0;0;0
json;0;0;0;0;0.00377358;0;0;0;0;0
js;0;0;0;0;0.00377358;0;0;0;0;0
rich internet application;0;0;0;0;0.00377358;0;0;0;0;0
patch;0;0;0;0;0.00377358;0;0;0;0;0
soap;0;0;0;0;0.00377358;0;0;0;0;0
principe;0;0;0;0;0.00377358;0;0;0;0;0
roy fielding;0;0;0;0;0.00377358;0;0;0;0;0
thèse;0;0;0;0;0.00377358;0;0;0;0;0
séparation;0;0;0;0;0.0075188;0.00881057;0;0;0;0
code serveur;0;0;0;0;0.00377358;0;0;0;0;0
description;0;0;0;0;0.0075188;0.00881057;0;0;0;0
mémorisation;0;0;0;0;0.00377358;0;0;0;0;0
contact;0;0;0;0;0.00377358;0;0;0;0;0
creation;0;0;0;0;0.0075188;0;0;0;0;0.00921659
détails;0;0;0;0;0.0075188;0.00881057;0;0;0;0
avérer;0;0;0;0;0.0075188;0;0;0;0;0.00921659
root;0;0;0;0;0.0075188;0;0;0;0.00816327;0
voter;0;0;0;0;0.00377358;0;0;0;0;0
mobile;0;0;0;0;0.0075188;0;0;0;0;0.00921659
informatique;0;0;0;0;0.0149254;0.0174672;0;0;0;0.0182648
initialisation;0;0;0;0;0.0075188;0;0;0;0;0.00921659
gitlab;0;0;0;0;0.00377358;0;0;0;0;0
bitbucket;0;0;0;0;0.00377358;0;0;0;0;0
github;0;0;0;0;0.00377358;0;0;0;0;0
revue;0;0;0;0;0.00377358;0;0;0;0;0
gestion de version;0;0;0;0;0.00377358;0;0;0;0;0
professionnelle;0;0;0;0;0.00377358;0;0;0;0;0
historique;0;0;0;0;0.00377358;0;0;0;0;0
dominique;0;0;0;0;0;0.00442478;0;0;0;0
novembre;0;0;0;0;0;0.00442478;0;0;0;0
document;0;0;0;0;0;0.00442478;0;0;0;0
gnu;0;0;0;0;0;0.00442478;0;0;0;0
gnu fdl;0;0;0;0;0;0.00442478;0;0;0;0
généralité;0;0;0;0;0;0.00881057;0.011236;0;0;0
langage intermédiaires;0;0;0;0;0;0.00442478;0;0;0;0
faq;0;0;0;0;0;0.00442478;0;0;0;0
préliminaire;0;0;0;0;0;0.00442478;0;0;0;0
postgresql;0;0;0;0;0;0.00881057;0;0;0.00816327;0
pear;0;0;0;0;0;0.00442478;0;0;0;0
dbx;0;0;0;0;0;0.00442478;0;0;0;0
news;0;0;0;0;0;0.00442478;0;0;0;0
manipulation;0;0;0;0;0;0.00442478;0;0;0;0
accueil;0;0;0;0;0;0.00442478;0;0;0;0
étude de cas;0;0;0;0;0;0.00442478;0;0;0;0
évaluation;0;0;0;0;0;0.00442478;0;0;0;0
généalogie;0;0;0;0;0;0.00442478;0;0;0;0
généralité;0;0;0;0;0;0.00442478;0;0;0;0
optimisation;0;0;0;0;0;0.00442478;0;0;0;0
fonctionnement;0;0;0;0;0;0.00442478;0;0;0;0
remarque;0;0;0;0;0;0.00442478;0;0;0;0
autre;0;0;0;0;0;0.00881057;0.011236;0;0;0
traiter de;0;0;0;0;0;0.00442478;0;0;0;0
aborder;0;0;0;0;0;0.00442478;0;0;0;0
universitaires;0;0;0;0;0;0.00442478;0;0;0;0
autonome;0;0;0;0;0;0.00442478;0;0;0;0
