X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.347826 ; 0.333333 ; 0.333333 ; 0.314607 ; 0.331492 ; 0.314607 ; 0.314607
C15 ; 0.347826 ; 1 ; 0.347826 ; 0.347826 ; 0.359551 ; 0.345946 ; 0.359551 ; 0.359551
C17 ; 0.333333 ; 0.347826 ; 1 ; 0.333333 ; 0.314607 ; 0.331492 ; 0.314607 ; 0.314607
C19 ; 0.333333 ; 0.347826 ; 0.333333 ; 1 ; 0.314607 ; 0.331492 ; 0.314607 ; 0.314607
C3 ; 0.314607 ; 0.359551 ; 0.314607 ; 0.314607 ; 1 ; 0.320225 ; 0.280899 ; 0.280899
C5 ; 0.331492 ; 0.345946 ; 0.331492 ; 0.331492 ; 0.320225 ; 1 ; 0.320225 ; 0.320225
C6 ; 0.314607 ; 0.359551 ; 0.314607 ; 0.314607 ; 0.280899 ; 0.320225 ; 1 ; 0.280899
CJA ; 0.314607 ; 0.359551 ; 0.314607 ; 0.314607 ; 0.280899 ; 0.320225 ; 0.280899 ; 1
