X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
fois bn:00032768n ; 0.147727 ; 0.153409 ; 0 ; 0.147727 ; 0.170455 ; 0.164773 ; 0 ; 0.142045
programmation bn:00021493n ; 0.147727 ; 0.147727 ; 0.142045 ; 0.153409 ; 0 ; 0.147727 ; 0.170455 ; 0
class bn:03598962n ; 0.0454545 ; 0.0454545 ; 0 ; 0.0454545 ; 0 ; 0.0454545 ; 0 ; 0
commentaires bn:00020978n ; 0.0909091 ; 0.0909091 ; 0 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0 ; 0
composer bn:14766022n ; 0.0852273 ; 0.0795455 ; 0.0795455 ; 0 ; 0 ; 0 ; 0.0909091 ; 0.0795455
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0.0113636 ; 0 ; 0
syntaxe bn:00062118n ; 0.147727 ; 0.153409 ; 0 ; 0.147727 ; 0.170455 ; 0.164773 ; 0 ; 0.142045
hiérarchie bn:00044017n ; 0.00568182 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
définition bn:00025928n ; 0.25 ; 0 ; 0.244318 ; 0.25 ; 0.301136 ; 0.25 ; 0.284091 ; 0.25
langage bn:00049910n ; 0 ; 0.0852273 ; 0 ; 0.0852273 ; 0.0909091 ; 0.0852273 ; 0 ; 0.0852273
mise bn:00016287n ; 0.0454545 ; 0.0454545 ; 0 ; 0 ; 0.0454545 ; 0 ; 0.0454545 ; 0
mode bn:00033729n ; 0.272727 ; 0.278409 ; 0 ; 0.261364 ; 0.3125 ; 0.301136 ; 0.284091 ; 0.267045
configuration bn:03088982n ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0 ; 0 ; 0
xml bn:02771436n ; 0.0454545 ; 0 ; 0.0454545 ; 0 ; 0.0454545 ; 0 ; 0.0454545 ; 0
postgresql bn:01709156n ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.0909091 ; 0 ; 0.0909091 ; 0.0909091 ; 0 ; 0.0909091 ; 0.0909091
méthode bn:01641329n ; 0.0454545 ; 0 ; 0 ; 0.0454545 ; 0 ; 0.0454545 ; 0.0454545 ; 0
bits bn:00010731n ; 0.0852273 ; 0.0852273 ; 0 ; 0 ; 0.0852273 ; 0.0909091 ; 0 ; 0.0852273
foreach bn:03463379n ; 0.164773 ; 0.164773 ; 0 ; 0 ; 0.164773 ; 0.176136 ; 0.170455 ; 0.170455
pouvoir bn:00084450v ; 0.0113636 ; 0.0113636 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.0852273 ; 0.0852273 ; 0.0909091 ; 0.0852273 ; 0 ; 0.0852273
timestamp bn:03603649n ; 0.0227273 ; 0.0227273 ; 0 ; 0 ; 0 ; 0.0227273 ; 0 ; 0
easyphp bn:14837849n ; 0.0454545 ; 0.0454545 ; 0 ; 0.0454545 ; 0.0454545 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.00568182 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.0454545 ; 0 ; 0 ; 0.0454545 ; 0.0454545 ; 0 ; 0.0454545
public bn:00109211a ; 0.0454545 ; 0.0454545 ; 0 ; 0 ; 0.0454545 ; 0.0454545 ; 0 ; 0
en-tête bn:00043309n ; 0 ; 0.0795455 ; 0.0795455 ; 0 ; 0.0852273 ; 0 ; 0.0909091 ; 0.0795455
client bn:00019764n ; 0 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0 ; 0.0909091 ; 0
java bn:00048043n ; 0 ; 0.159091 ; 0.159091 ; 0.170455 ; 0.170455 ; 0.159091 ; 0.181818 ; 0
file bn:00065682n ; 0 ; 0.0795455 ; 0.0795455 ; 0.0852273 ; 0 ; 0 ; 0.0909091 ; 0.0795455
echo bn:03626250n ; 0 ; 0.0113636 ; 0 ; 0.0113636 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.00568182 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.00568182 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0.159091 ; 0.159091 ; 0.170455 ; 0.170455 ; 0.159091 ; 0.181818 ; 0
exception bn:00032118n ; 0 ; 0.0113636 ; 0.0113636 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0.0113636 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.00568182 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.00568182 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00568182
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00568182 ; 0 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0.0113636
