X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.4 ; 0.285714 ; 0.227273 ; 0.222222 ; 0.0625 ; 0.611111 ; 0.0625
C15 ; 0.4 ; 1 ; 0.26087 ; 0.318182 ; 0.2 ; 0.117647 ; 0.47619 ; 0.0555556
C17 ; 0.285714 ; 0.26087 ; 1 ; 0.217391 ; 0.210526 ; 0.0588235 ; 0.25 ; 0.125
C19 ; 0.227273 ; 0.318182 ; 0.217391 ; 1 ; 0.210526 ; 0.125 ; 0.304348 ; 0.0588235
C3 ; 0.222222 ; 0.2 ; 0.210526 ; 0.210526 ; 1 ; 0.0833333 ; 0.190476 ; 0.181818
C5 ; 0.0625 ; 0.117647 ; 0.0588235 ; 0.125 ; 0.0833333 ; 1 ; 0.0526316 ; 0.142857
C6 ; 0.611111 ; 0.47619 ; 0.25 ; 0.304348 ; 0.190476 ; 0.0526316 ; 1 ; 0.0526316
CJA ; 0.0625 ; 0.0555556 ; 0.125 ; 0.0588235 ; 0.181818 ; 0.142857 ; 0.0526316 ; 1
