X ; C1 ; C12 ; C13 ; C14 ; C16 ; C2 ; C4 ; C7 ; C8
C1 ; 1 ; 1 ; 0.25 ; 0.285714 ; 0.25 ; 0.333333 ; 1 ; 0.333333 ; 0.333333
C12 ; 1 ; 1 ; 0.25 ; 0.285714 ; 0.25 ; 0.333333 ; 1 ; 0.333333 ; 0.333333
C13 ; 0.25 ; 0.25 ; 1 ; 0.428571 ; 0.5 ; 0.666667 ; 0.25 ; 0.25 ; 0.25
C14 ; 0.285714 ; 0.285714 ; 0.428571 ; 1 ; 0.25 ; 0.285714 ; 0.285714 ; 0.285714 ; 0.285714
C16 ; 0.25 ; 0.25 ; 0.5 ; 0.25 ; 1 ; 0.666667 ; 0.25 ; 0.25 ; 0.25
C2 ; 0.333333 ; 0.333333 ; 0.666667 ; 0.285714 ; 0.666667 ; 1 ; 0.333333 ; 0.333333 ; 0.333333
C4 ; 1 ; 1 ; 0.25 ; 0.285714 ; 0.25 ; 0.333333 ; 1 ; 0.333333 ; 0.333333
C7 ; 0.333333 ; 0.333333 ; 0.25 ; 0.285714 ; 0.25 ; 0.333333 ; 0.333333 ; 1 ; 0.333333
C8 ; 0.333333 ; 0.333333 ; 0.25 ; 0.285714 ; 0.25 ; 0.333333 ; 0.333333 ; 0.333333 ; 1
