X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
sélectionner bn:00084931v ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0227273 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0
langage impératif bn:01246770n ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impératif bn:00104644a ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
booléen bn:00294693n ; 0.24375 ; 0.290323 ; 0.229167 ; 0.307692 ; 0.248555 ; 0 ; 0.285714 ; 0.253086 ; 0.208054 ; 0.18125 ; 0
réalité bn:00066414n ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
concatène bn:00085508v ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0930233 ; 0.0629921 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0625
soustraction bn:00055233n ; 0.0930233 ; 0.0629921 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0625
multiplié bn:00090977v ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
modulo bn:00553864n ; 0.0930233 ; 0.0629921 ; 0 ; 0 ; 0.0776699 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0625
égalité bn:00031284n ; 0.0487805 ; 0 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0
logiques bn:00051845n ; 0.241611 ; 0.291429 ; 0 ; 0.258427 ; 0.278481 ; 0 ; 0.269737 ; 0 ; 0.238806 ; 0.25 ; 0.268156
prenom bn:15996005n ; 0.139785 ; 0 ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0.175676 ; 0.156627 ; 0.121212
définition bn:00025928n ; 0.223881 ; 0.220238 ; 0 ; 0.253086 ; 0.265734 ; 0.25 ; 0 ; 0.263158 ; 0 ; 0 ; 0.271605
initialiser bn:00089742v ; 0.0487805 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0634921 ; 0 ; 0
dépendre bn:00086606v ; 0.0487805 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
méthode post bn:00045088n ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
phase bn:00061898n ; 0.0126582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.025 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
boucle while bn:03237310n ; 0.138298 ; 0.104478 ; 0 ; 0 ; 0 ; 0.144444 ; 0 ; 0 ; 0 ; 0.168675 ; 0.120301
euro bn:00031888n ; 0.025 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
etc bn:00114282r ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
détruire bn:00084204v ; 0.138298 ; 0.104478 ; 0 ; 0 ; 0 ; 0.144444 ; 0 ; 0 ; 0.189189 ; 0 ; 0.120301
second bn:00105773a ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
ordinateur bn:00021464n ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
licence bn:00050986n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
licence gnu bn:01157379n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gnu bn:00324017n ; 0 ; 0.0165289 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gnu free documentation licence bn:01157394n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
anglais bn:00030862n ; 0 ; 0.0629921 ; 0 ; 0.064 ; 0 ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.0625
free software bn:00182120n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0327869 ; 0 ; 0
free software foundation bn:01158352n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
quatrième de couverture bn:00032652n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
copie bn:00087583v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fax bn:00032653n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
e-mail bn:00029345n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
installation bn:03478637n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
session bn:03751534n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0114943 ; 0 ; 0 ; 0 ; 0
rappel bn:03490040n ; 0 ; 0.0634921 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0777778 ; 0.104478 ; 0 ; 0.0546875
document web bn:03606607n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0
délimiteur bn:03371342n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0
coordonnées bn:00022459n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
applets bn:00005083n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
activex bn:03829972n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
plugins bn:00001275n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
httpd bn:16913184n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0
script bn:01431715n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0.0327869 ; 0 ; 0
mod_perl bn:01549964n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
servlets bn:03188848n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0
bonjour bn:00043620n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
hériter bn:00043823n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
bibliothèques bn:00050969n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0285714 ; 0
logiciel open source bn:01157392n ; 0 ; 0.0634921 ; 0.109375 ; 0 ; 0.0679612 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0546875
licence php bn:03293781n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rasmus lerdorf bn:03232211n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
publique bn:00109211a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
livre d’or bn:03888259n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
compteur bn:00023158n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0
zeev suraski bn:00571154n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
netcraft bn:03608511n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
zend bn:03133191n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
société privée bn:00036346n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
calcul mathématique bn:00014689n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mathématique bn:00106488a ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
licence open source bn:01530143n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
télécharger bn:14037830n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0.00847458 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
tar.gz bn:16068787n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
help bn:13915186n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
serveur apache bn:01932513n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
httpd.conf bn:03668763n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
debian bn:03704159n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
comportement bn:00009657n ; 0 ; 0.0629921 ; 0 ; 0 ; 0.0776699 ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.0625
complexe bn:00100148a ; 0 ; 0.0165289 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gestion bn:00053116n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
relatifs bn:00109123a ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0.0629921 ; 0 ; 0 ; 0.0776699 ; 0.097561 ; 0.0851064 ; 0 ; 0 ; 0 ; 0
nombre entiers bn:00047009n ; 0 ; 0.113636 ; 0 ; 0 ; 0 ; 0.146067 ; 0.117647 ; 0 ; 0.16 ; 0 ; 0.104478
nombre à virgule flottante bn:00035278n ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0.0322581
variable de type bn:02158332n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
base 10 bn:00025700n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
base 8 bn:01534404n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
double bn:00101728a ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
backslash bn:00988551n ; 0 ; 0.0165289 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
valeur numérique bn:00000451n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
numérique bn:00107649a ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0634921 ; 0 ; 0.0322581
cmp bn:00119381n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
portée bn:03460088n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
globales bn:00103624a ; 0 ; 0.0629921 ; 0 ; 0.064 ; 0 ; 0.097561 ; 0 ; 0 ; 0 ; 0 ; 0.0625
affiche bn:15173511n ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0.0512821 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
bloc bn:03098513n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
statiques bn:00111112a ; 0 ; 0.0551181 ; 0 ; 0 ; 0 ; 0.0853659 ; 0 ; 0.0777778 ; 0 ; 0 ; 0.0629921
récursives bn:00109560a ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
ambiguïté bn:00003266n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
disponibles bn:00097848a ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
query_string bn:03583474n ; 0 ; 0.0165289 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
integer bn:00691555n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0285714 ; 0
string bn:00050078n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
contraire bn:00100398a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
numéro de ligne bn:03406633n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
système d’exploitation bn:00059123n ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
linux bn:00051427n ; 0 ; 0.0325203 ; 0.0666667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
vrai bn:00078452n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
multiplication bn:00056300n ; 0 ; 0.112782 ; 0.180556 ; 0 ; 0.127273 ; 0 ; 0 ; 0.14433 ; 0 ; 0 ; 0.0955882
division bn:00027919n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
concaténation bn:03489514n ; 0 ; 0.191781 ; 0 ; 0.154362 ; 0.209677 ; 0.240385 ; 0.205128 ; 0 ; 0 ; 0 ; 0.19863
bit bn:00010731n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
opérateur logiques bn:00051853n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
égal bn:00102336a ; 0 ; 0.0629921 ; 0 ; 0.064 ; 0 ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.0625
après bn:00114165r ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage c bn:00014377n ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0.0322581
appel de fonction bn:00036827n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
instruction vide bn:03112071n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
structure bn:00094491v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lisibilité bn:04849472n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
femme bn:00001530n ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0555556 ; 0.0322581
ressembler à bn:00092876v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
premier bn:00103006a ; 0 ; 0.0165289 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
boucle for bn:03237322n ; 0 ; 0.0629921 ; 0 ; 0 ; 0 ; 0.097561 ; 0 ; 0 ; 0 ; 0.105263 ; 0.0625
pouvoir bn:00084450v ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0
vouloir bn:00095629v ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0.0512821 ; 0.0444444 ; 0 ; 0 ; 0 ; 0
switch bn:01071927n ; 0 ; 0.391111 ; 0.190476 ; 0.352174 ; 0.337963 ; 0.282297 ; 0.290323 ; 0.277778 ; 0.176744 ; 0.230047 ; 0.371179
reproduire bn:00092851v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
substitution bn:03342494n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
valeur de retour bn:03828774n ; 0 ; 0.118519 ; 0 ; 0 ; 0.144144 ; 0.177778 ; 0.156863 ; 0 ; 0 ; 0 ; 0.117647
correct bn:00100490a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0.0227273 ; 0 ; 0 ; 0 ; 0
carre bn:00036107n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
identique bn:00104508a ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
coeur bn:00017124n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
passage par référence bn:14985956n ; 0 ; 0.0325203 ; 0 ; 0 ; 0 ; 0 ; 0.0444444 ; 0.0465116 ; 0 ; 0 ; 0
avoir lieu bn:00085337v ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
séparer bn:00082871v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
constante bn:00100331a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
possibilité bn:00045632n ; 0 ; 0.103704 ; 0 ; 0.113636 ; 0 ; 0.155556 ; 0 ; 0.142857 ; 0 ; 0 ; 0.119403
c++ bn:03586438n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0
encapsulation bn:01505556n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
entité bn:00031027n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
entité abstraite bn:00000492n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
abstraite bn:00096212a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
caractéristique bn:00099532a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
téléphone bn:00062020n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fonctionnement bn:00059128n ; 0 ; 0.0325203 ; 0.0666667 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
héritage bn:00043822n ; 0 ; 0.0629921 ; 0 ; 0 ; 0.0776699 ; 0 ; 0 ; 0 ; 0 ; 0.105263 ; 0.0625
supplémentaires bn:00111488a ; 0 ; 0.0165289 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0
polymorphisme bn:01974384n ; 0 ; 0.0325203 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
constructeur bn:03834827n ; 0 ; 0.0629921 ; 0 ; 0 ; 0.0776699 ; 0 ; 0 ; 0 ; 0 ; 0.105263 ; 0.0625
parfois bn:00117070r ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
destructeur bn:01558988n ; 0 ; 0.0165289 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
garbage collector bn:00037292n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
politique bn:00063351n ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
façon bn:00033729n ; 0 ; 0.103704 ; 0 ; 0.113636 ; 0 ; 0.155556 ; 0 ; 0.142857 ; 0 ; 0 ; 0.119403
pouvoir bn:00063940n ; 0 ; 0.0165289 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
intervenir bn:00082748v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
malheureusement bn:00114196r ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
développer bn:00082278v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
éditer bn:00087485v ; 0 ; 0.00833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
