X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.152174 ; 0.0962963 ; 0.166667 ; 0.274286 ; 0.213415 ; 0.207101 ; 0.220126 ; 0.0294118 ; 0.0902256 ; 0.252475
C12 ; 0.152174 ; 1 ; 0.101796 ; 0.229508 ; 0.308081 ; 0.205128 ; 0.237113 ; 0.306818 ; 0.181208 ; 0.13125 ; 0.262009
C13 ; 0.0962963 ; 0.101796 ; 1 ; 0.238462 ; 0.114286 ; 0.117647 ; 0.189189 ; 0.129252 ; 0.0181818 ; 0.0733945 ; 0.190476
C14 ; 0.166667 ; 0.229508 ; 0.238462 ; 1 ; 0.296703 ; 0.15847 ; 0.179348 ; 0.196532 ; 0.0774648 ; 0.0821918 ; 0.248826
C16 ; 0.274286 ; 0.308081 ; 0.114286 ; 0.296703 ; 1 ; 0.242424 ; 0.287179 ; 0.217172 ; 0.147239 ; 0.103448 ; 0.376147
C18 ; 0.213415 ; 0.205128 ; 0.117647 ; 0.15847 ; 0.242424 ; 1 ; 0.233696 ; 0.219101 ; 0.101351 ; 0.158621 ; 0.359606
C2 ; 0.207101 ; 0.237113 ; 0.189189 ; 0.179348 ; 0.287179 ; 0.233696 ; 1 ; 0.174603 ; 0.174825 ; 0.116129 ; 0.319249
C4 ; 0.220126 ; 0.306818 ; 0.129252 ; 0.196532 ; 0.217172 ; 0.219101 ; 0.174603 ; 1 ; 0.0675676 ; 0.116438 ; 0.25463
C7 ; 0.0294118 ; 0.181208 ; 0.0181818 ; 0.0774648 ; 0.147239 ; 0.101351 ; 0.174825 ; 0.0675676 ; 1 ; 0.135417 ; 0.136126
C8 ; 0.0902256 ; 0.13125 ; 0.0733945 ; 0.0821918 ; 0.103448 ; 0.158621 ; 0.116129 ; 0.116438 ; 0.135417 ; 1 ; 0.206522
C9 ; 0.252475 ; 0.262009 ; 0.190476 ; 0.248826 ; 0.376147 ; 0.359606 ; 0.319249 ; 0.25463 ; 0.136126 ; 0.206522 ; 1
