X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.117647 ; 0.138889 ; 0.0740741 ; 0.0967742 ; 0.16 ; 0.111111 ; 0.178571 ; 0.1 ; 0.15 ; 0.205882
C12 ; 0.117647 ; 1 ; 0.0263158 ; 0.08 ; 0.103448 ; 0.191489 ; 0.225806 ; 0.24 ; 0.235294 ; 0.1 ; 0.114286
C13 ; 0.138889 ; 0.0263158 ; 1 ; 0.153846 ; 0.0606061 ; 0.282609 ; 0.138889 ; 0.030303 ; 0.125 ; 0.27027 ; 0.3125
C14 ; 0.0740741 ; 0.08 ; 0.153846 ; 1 ; 0.0952381 ; 0.0444444 ; 0.115385 ; 0.1 ; 0.03125 ; 0.09375 ; 0.0714286
C16 ; 0.0967742 ; 0.103448 ; 0.0606061 ; 0.0952381 ; 1 ; 0.155556 ; 0.172414 ; 0.0384615 ; 0.0857143 ; 0.111111 ; 0.129032
C18 ; 0.16 ; 0.191489 ; 0.282609 ; 0.0444444 ; 0.155556 ; 1 ; 0.26087 ; 0.133333 ; 0.24 ; 0.207547 ; 0.372093
C2 ; 0.111111 ; 0.225806 ; 0.138889 ; 0.115385 ; 0.172414 ; 0.26087 ; 1 ; 0.0645161 ; 0.189189 ; 0.179487 ; 0.108108
C4 ; 0.178571 ; 0.24 ; 0.030303 ; 0.1 ; 0.0384615 ; 0.133333 ; 0.0645161 ; 1 ; 0.233333 ; 0.114286 ; 0.0625
C7 ; 0.1 ; 0.235294 ; 0.125 ; 0.03125 ; 0.0857143 ; 0.24 ; 0.189189 ; 0.233333 ; 1 ; 0.428571 ; 0.097561
C8 ; 0.15 ; 0.1 ; 0.27027 ; 0.09375 ; 0.111111 ; 0.207547 ; 0.179487 ; 0.114286 ; 0.428571 ; 1 ; 0.146341
C9 ; 0.205882 ; 0.114286 ; 0.3125 ; 0.0714286 ; 0.129032 ; 0.372093 ; 0.108108 ; 0.0625 ; 0.097561 ; 0.146341 ; 1
