X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
numéro de ligne bn:03406633n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
système d’exploitation bn:00059123n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
linux bn:00051427n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
vrai bn:00078452n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
multiplication bn:00056300n ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0
division bn:00027919n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
concaténation bn:03489514n ; 0.0078125 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0.0078125 ; 0.0078125 ; 0
bit bn:00010731n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
opérateur logiques bn:00051853n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
égal bn:00102336a ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
après bn:00114165r ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
langage c bn:00014377n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
conditionnelles bn:00100214a ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
appel de fonction bn:00036827n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
instruction vide bn:03112071n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
structure bn:00094491v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
lisibilité bn:04849472n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
femme bn:00001530n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
ressembler à bn:00092876v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
premier bn:00103006a ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
boucle for bn:03237322n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
pouvoir bn:00084450v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
foreach bn:03463379n ; 0.00195312 ; 0 ; 0.00195312 ; 0.00195312 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
vouloir bn:00095629v ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
switch bn:01071927n ; 0.000488281 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
reproduire bn:00092851v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
substitution bn:03342494n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
valeur de retour bn:03828774n ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0
correct bn:00100490a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
carre bn:00036107n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
identique bn:00104508a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
couleurs bn:00020726n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
coeur bn:00017124n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
passage par référence bn:14985956n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
avoir lieu bn:00085337v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
séparer bn:00082871v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
constante bn:00100331a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
valeur par défaut bn:03854990n ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0
possibilité bn:00045632n ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0
c++ bn:03586438n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
classes bn:03608262n ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0
fonctionnalité bn:00036836n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
encapsulation bn:01505556n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
entité bn:00031027n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
entité abstraite bn:00000492n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
abstraite bn:00096212a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
caractéristique bn:00099532a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
téléphone bn:00062020n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fonctionnement bn:00059128n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
héritage bn:00043822n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
supplémentaires bn:00111488a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
polymorphisme bn:01974384n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
constructeur bn:03834827n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
parfois bn:00117070r ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
destructeur bn:01558988n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
garbage collector bn:00037292n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
class bn:03598962n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
header bn:00043309n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
mot bn:00081546n ; 0.0078125 ; 0 ; 0 ; 0 ; 0.0078125 ; 0.0078125 ; 0 ; 0 ; 0.0078125 ; 0.0078125 ; 0
politique bn:00063351n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
façon bn:00033729n ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0
pouvoir bn:00063940n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
intervenir bn:00082748v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
malheureusement bn:00114196r ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
développer bn:00082278v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
éditer bn:00087485v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ldap bn:01096348n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
soin bn:00029048n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fichier de configuration bn:03229365n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
généralement bn:00114778r ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
reprise bn:00067474n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
encadrer bn:00090616v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
host bn:01846442n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
visiteur bn:03106425n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
sauvegarder bn:00093281v ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
compiler bn:00021344n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
détruire bn:00084202v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sauvegarde bn:00007838n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
retrouver bn:00088204v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
variable globale bn:02011863n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
port tcp bn:02405887n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
standard bn:00111129a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
log bn:00051830n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tcp/ip bn:00768762n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
alerte rouge bn:00066644n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
relecture bn:00064730n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
libérer bn:00090300v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
nom de domaine bn:00028143n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
time bn:03389905n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
interopérabilité bn:00047181n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interfaçage bn:04713937n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
langage sql bn:02266432n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
voûte bn:00079643n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
commerce bn:00077860n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
commerce électronique bn:00029344n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
électronique bn:00030270n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
adabas d bn:03753860n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
informix bn:03306725n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
msql bn:00466439n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
odbc bn:14228731n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
postgresql bn:01709156n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
sybase bn:01257629n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
berkeley db bn:03239968n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
delete bn:00941697n ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0.015625
insert bn:03795444n ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0
varchar bn:01838409n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
null bn:15898583n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
gates bn:00010401n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
consultation bn:00022092n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
temps bn:00077270n ; 0.0078125 ; 0 ; 0.0078125 ; 0 ; 0.0078125 ; 0.0078125 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
organisation bn:00059480n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
stockage de données bn:00021483n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
linus torvalds bn:01002238n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
séquence bn:00070574n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
authentification bn:03253409n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
sr bn:03261447n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
info bn:03662501n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
echo bn:03626250n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
printf bn:03243783n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
join bn:03425746n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
jointure bn:00048368n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
condensateur bn:00015415n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
web bn:00080772n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125
analyser bn:15790106n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
strcmp bn:13958358n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
regex bn:01922794n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
posix bn:01643654n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fin de ligne bn:00051314n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
successives bn:00100306a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
rx bn:04024425n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dynamique bn:00101917a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fonction mathématiques bn:00036821n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
xml bn:02771436n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
langage de programmation bn:00064652n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
issue bn:00085360v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
lire bn:00066357n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
fread bn:13825823n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
positionnement bn:00030615n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
message bn:00521573n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
copy bn:14086525n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
rename bn:00342646n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
argument bn:00005603n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
utiliser bn:00082705v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tableau associatif bn:03848413n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
base64 bn:01435984n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
statistiques bn:00074061n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
librairie gd bn:03462925n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
forme géométrique bn:00062770n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
rectangle bn:00066608n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
polygone bn:00063423n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
largeur bn:00012893n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
boutons bn:03843242n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
mathématiques bn:00053823n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
type de fonction bn:03403506n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
long bn:00116154r ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
nombre pi bn:00062194n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
min bn:00055094n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
sqrt bn:16869243n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
exponentielles bn:00032356n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
acos bn:15498538n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
trigonométrie bn:00078277n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
changement de bases bn:00314885n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
