X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
jour bn:00000086n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0
programmation bn:00021493n ; 0 ; 0.1 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
site bn:00047172n ; 0 ; 0 ; 0.34375 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0.210526 ; 0.263158 ; 0.228571
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0
france bn:00036202n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0 ; 0 ; 0.181818 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0.181818 ; 0 ; 0 ; 0 ; 0.0952381 ; 0 ; 0 ; 0.142857 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
script bn:01431715n ; 0 ; 0.285714 ; 0 ; 0 ; 0 ; 0.217391 ; 0 ; 0.24 ; 0.235294 ; 0 ; 0.147059
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0.185185 ; 0.25 ; 0 ; 0.113636 ; 0.192308 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0.233333 ; 0 ; 0 ; 0.269231 ; 0.23913 ; 0.258065 ; 0 ; 0 ; 0 ; 0.176471
opérateurs bn:16281811n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0
list bn:04720346n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.05 ; 0 ; 0 ; 0 ; 0.0714286 ; 0
méthode bn:01641329n ; 0 ; 0 ; 0 ; 0 ; 0.0666667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
conditionnelles bn:00100214a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025641 ; 0 ; 0 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0.107143 ; 0.137931 ; 0
couleurs bn:00020726n ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
valeur par défaut bn:03854990n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025641 ; 0 ; 0 ; 0 ; 0 ; 0
classes bn:03608262n ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0
fonctionnalité bn:00036836n ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0
header bn:00043309n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.05 ; 0 ; 0 ; 0.0769231 ; 0 ; 0
mot bn:00081546n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0454545
visiteur bn:03106425n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0454545
sauvegarder bn:00093281v ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025641 ; 0 ; 0 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0 ; 0 ; 0.181818 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0
affiche bn:00087013v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0454545
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
internet bn:00024712n ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
système bn:15125301n ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exe bn:14503132n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
menu bn:00021485n ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
id bn:03885719n ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0
head bn:02338897n ; 0 ; 0 ; 0 ; 0 ; 0.0666667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
attribut bn:00007068n ; 0 ; 0 ; 0 ; 0 ; 0.0666667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0454545
timestamp bn:03603649n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0
