X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.314629 ; 0.21729 ; 0.24186 ; 0.27957 ; 0.168269 ; 0.286938 ; 0.277899 ; 0.230588 ; 0.17757 ; 0.303534
C12 ; 0.314629 ; 1 ; 0.268344 ; 0.32334 ; 0.374494 ; 0.17284 ; 0.335283 ; 0.418259 ; 0.351893 ; 0.222453 ; 0.354286
C13 ; 0.21729 ; 0.268344 ; 1 ; 0.229008 ; 0.217002 ; 0.147757 ; 0.252847 ; 0.322581 ; 0.162562 ; 0.204787 ; 0.202505
C14 ; 0.24186 ; 0.32334 ; 0.229008 ; 1 ; 0.248879 ; 0.111663 ; 0.32783 ; 0.266821 ; 0.174334 ; 0.142157 ; 0.261242
C16 ; 0.27957 ; 0.374494 ; 0.217002 ; 0.248879 ; 1 ; 0.247549 ; 0.289256 ; 0.254132 ; 0.28169 ; 0.200456 ; 0.315789
C18 ; 0.168269 ; 0.17284 ; 0.147757 ; 0.111663 ; 0.247549 ; 1 ; 0.183908 ; 0.197115 ; 0.146982 ; 0.154696 ; 0.306763
C2 ; 0.286938 ; 0.335283 ; 0.252847 ; 0.32783 ; 0.289256 ; 0.183908 ; 1 ; 0.274428 ; 0.274827 ; 0.216895 ; 0.301587
C4 ; 0.277899 ; 0.418259 ; 0.322581 ; 0.266821 ; 0.254132 ; 0.197115 ; 0.274428 ; 1 ; 0.207675 ; 0.208431 ; 0.33682
C7 ; 0.230588 ; 0.351893 ; 0.162562 ; 0.174334 ; 0.28169 ; 0.146982 ; 0.274827 ; 0.207675 ; 1 ; 0.200528 ; 0.237687
C8 ; 0.17757 ; 0.222453 ; 0.204787 ; 0.142157 ; 0.200456 ; 0.154696 ; 0.216895 ; 0.208431 ; 0.200528 ; 1 ; 0.25618
C9 ; 0.303534 ; 0.354286 ; 0.202505 ; 0.261242 ; 0.315789 ; 0.306763 ; 0.301587 ; 0.33682 ; 0.237687 ; 0.25618 ; 1
