Objects;Weight
page web bn:00080778n;0.0605487
page web statiques bn:03576307n;0.00189215
navigateur bn:00013447n;1
serveur web bn:02705179n;0.416272
fichier bn:00021475n;1
disque dur bn:00073359n;0.0037843
client bn:00019764n;0.556291
client serveur bn:03496583n;0.0302744
base de donnée bn:00025333n;0.300851
donnée bn:00025314n;0.569536
ensemble bn:00114766r;0.0037843
php bn:01753580n;1
javascript bn:00055423n;0.416272
perl bn:01723165n;0.0151372
python bn:01713224n;0.00189215
java bn:00048043n;0.100284
code bn:00020354n;1
code source bn:00072947n;0.0151372
fichier texte bn:00028018n;0.0151372
texte bn:00076732n;0.630085
mise en forme bn:01681906n;0.0302744
concerner bn:00083240v;0.0151372
commentaire bn:00020978n;0.208136
délimiter bn:00086464v;0.0302744
affichage bn:00010421n;0.38789
gras bn:00011848n;0.0151372
fois bn:00032768n;0.200568
chemin bn:03131414n;0.0037843
lien hypertextes bn:00045513n;0.20246
url bn:00079080n;0.321665
textuels bn:00111786a;0.00189215
case à cocher bn:03157691n;0.121097
page web dynamique bn:00937946n;0.0037843
post bn:01500184n;0.314096
champ de saisie bn:03113401n;0.105014
size bn:03645138n;0.0037843
nombre bn:00058285n;0.597919
text bn:14981519n;0.653737
vide bn:00087578v;0.00189215
liste déroulante bn:00028831n;0.0037843
sélectionner bn:00084931v;0.00189215
déclencher bn:00082306v;0.00189215
réinitialisation bn:00067306n;0.0037843
langage bn:00049910n;1
langage impératif bn:01246770n;0.00189215
impératif bn:00104644a;0.00189215
zones bn:00005513n;0.0151372
utilisateur bn:00079373n;0.121097
affectation bn:02806034n;0.0605487
booléen bn:00294693n;0.296121
réalité bn:00066414n;0.00189215
concatène bn:00085508v;0.00189215
addition bn:00001296n;0.0151372
soustraction bn:00055233n;0.0151372
multiplié bn:00090977v;0.00189215
modulo bn:00553864n;0.0151372
égalité bn:00031284n;0.00756859
logiques bn:00051845n;0.18543
syntaxe bn:00062118n;0.0605487
case bn:04777941n;0.0567644
associer bn:00082868v;0.0274361
personne bn:00046516n;0.0302744
