X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
mysql bn:01225760n ; 0 ; 0.0530303 ; 0.102941 ; 0.0740741 ; 0 ; 0 ; 0 ; 0.0614035 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0172414 ; 0
jour bn:00000086n ; 0.0434783 ; 0 ; 0 ; 0.0380952 ; 0 ; 0.0347826 ; 0 ; 0 ; 0 ; 0 ; 0
programmation bn:00021493n ; 0.179487 ; 0 ; 0.222222 ; 0 ; 0 ; 0.158273 ; 0.169014 ; 0.172932 ; 0 ; 0 ; 0.143617
site bn:00047172n ; 0.188034 ; 0.174497 ; 0 ; 0.169231 ; 0.1625 ; 0 ; 0.143836 ; 0.180451 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976
france bn:00036202n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0185185 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.03125 ; 0 ; 0.0380952 ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0550459 ; 0.0492958 ; 0 ; 0 ; 0 ; 0 ; 0.0923077 ; 0.0406977
côté serveur bn:03816678n ; 0 ; 0.0606061 ; 0 ; 0.0733945 ; 0 ; 0.0672269 ; 0 ; 0 ; 0 ; 0 ; 0.0462428
côté client bn:03163702n ; 0 ; 0.03125 ; 0 ; 0.0380952 ; 0 ; 0.0347826 ; 0 ; 0 ; 0 ; 0 ; 0
script bn:01431715n ; 0 ; 0 ; 0.102941 ; 0.0740741 ; 0.048951 ; 0 ; 0.0564516 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0338983 ; 0
serveur bn:00044916n ; 0 ; 0.101449 ; 0 ; 0 ; 0.0794702 ; 0 ; 0 ; 0.107438 ; 0 ; 0.164384 ; 0.0842697
type bn:00016413n ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0.037037 ; 0 ; 0
opérateurs bn:16281811n ; 0 ; 0.015873 ; 0 ; 0 ; 0.0145985 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0606061 ; 0 ; 0 ; 0 ; 0.0672269 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.0462428
pointeur bn:03222272n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0.0176991 ; 0 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0.115942 ; 0 ; 0 ; 0.0927152 ; 0 ; 0.106061 ; 0.114754 ; 0 ; 0 ; 0.0833333
méthode bn:01641329n ; 0 ; 0.209877 ; 0 ; 0 ; 0 ; 0.203947 ; 0.189873 ; 0.194631 ; 0.24 ; 0.216981 ; 0.190955
conditionnelles bn:00100214a ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976
foreach bn:03463379n ; 0 ; 0.114286 ; 0 ; 0 ; 0 ; 0.125984 ; 0.121212 ; 0.131148 ; 0 ; 0 ; 0.0883978
couleurs bn:00020726n ; 0 ; 0.03125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0 ; 0.0236686
valeur par défaut bn:03854990n ; 0 ; 0.0606061 ; 0 ; 0 ; 0.0559441 ; 0 ; 0 ; 0.0701754 ; 0 ; 0 ; 0.0462428
classes bn:03608262n ; 0 ; 0.03125 ; 0 ; 0.0380952 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0236686
fonctionnalité bn:00036836n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00892857 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0.03125 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0236686
header bn:00043309n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976
mot bn:00081546n ; 0 ; 0.0942029 ; 0.16 ; 0.122807 ; 0 ; 0 ; 0.0916031 ; 0.0991736 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0.03125 ; 0 ; 0.0380952 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0655738 ; 0
sauvegarder bn:00093281v ; 0 ; 0.008 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0.03125 ; 0 ; 0 ; 0.028777 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0236686
web bn:00080772n ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0.0176991 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0.008 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
affiche bn:00087013v ; 0 ; 0.03125 ; 0 ; 0 ; 0.028777 ; 0 ; 0 ; 0.0363636 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0.015873 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
internet bn:00024712n ; 0 ; 0.0606061 ; 0 ; 0.0733945 ; 0 ; 0.0672269 ; 0 ; 0 ; 0 ; 0 ; 0.0462428
système bn:15125301n ; 0 ; 0.03125 ; 0 ; 0 ; 0.028777 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0236686
exe bn:14503132n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
menu bn:00021485n ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0.0176991 ; 0 ; 0 ; 0 ; 0 ; 0
id bn:03885719n ; 0 ; 0 ; 0 ; 0 ; 0.0145985 ; 0 ; 0 ; 0 ; 0 ; 0.0338983 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976
head bn:02338897n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00934579 ; 0 ; 0 ; 0
attribut bn:00007068n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0060241
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0 ; 0.00735294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0.00735294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0176991 ; 0.0169492 ; 0 ; 0 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0060241
