X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
fichier bn:00021475n ; 0 ; 0 ; 0 ; 0.1875 ; 0.166667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.25
client bn:00019764n ; 0.307692 ; 0.24 ; 0 ; 0.15 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0.24 ; 0 ; 0 ; 0.190476 ; 0 ; 0 ; 0.25 ; 0.214286 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.346154 ; 0 ; 0 ; 0.380952 ; 0 ; 0.222222 ; 0.318182 ; 0.235294 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0.3 ; 0.25 ; 0.157895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
délimiter bn:00086464v ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0.222222 ; 0
nombre bn:00058285n ; 0 ; 0.214286 ; 0 ; 0.238095 ; 0 ; 0 ; 0 ; 0.272727 ; 0.25 ; 0.285714 ; 0
text bn:14981519n ; 0.263158 ; 0.407407 ; 0 ; 0 ; 0.333333 ; 0.166667 ; 0.25 ; 0.230769 ; 0 ; 0 ; 0
zones bn:00005513n ; 0 ; 0 ; 0.25 ; 0.133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
passwd bn:14874750n ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0.153846 ; 0.25 ; 0.222222 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
site bn:00047172n ; 0.230769 ; 0.2 ; 0 ; 0 ; 0.263158 ; 0 ; 0.214286 ; 0 ; 0 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0.0869565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.117647 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.285714 ; 0
script bn:01431715n ; 0 ; 0 ; 0.363636 ; 0.294118 ; 0.263158 ; 0 ; 0.133333 ; 0 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0 ; 0 ; 0.222222 ; 0 ; 0
classes bn:03608262n ; 0 ; 0.0869565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.333333
fonctionnalité bn:00036836n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
header bn:00043309n ; 0 ; 0.0869565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.333333
sauvegarder bn:00093281v ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.0869565 ; 0 ; 0 ; 0 ; 0.333333 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exe bn:14503132n ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
head bn:02338897n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0
attribut bn:00007068n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2
