X ; C1 ; C12 ; C13 ; C14 ; C16 ; C2 ; C4 ; C7 ; C8
fichier bn:00021475n ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0
client bn:00019764n ; 0.25 ; 0.25 ; 0 ; 0.25 ; 0 ; 0 ; 0.25 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0.2 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0.25
script bn:01431715n ; 0 ; 0 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.166667 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0.25 ; 0
