X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
page web statiques bn:03576307n ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
disque dur bn:00073359n ; 0.025974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0338983 ; 0 ; 0
client serveur bn:03496583n ; 0.131868 ; 0 ; 0 ; 0.10687 ; 0.122642 ; 0.136364 ; 0 ; 0 ; 0 ; 0 ; 0.105263
ensemble bn:00114766r ; 0.025974 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
perl bn:01723165n ; 0.0963855 ; 0.0645161 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.0629921
python bn:01713224n ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
java bn:00048043n ; 0.18018 ; 0.186207 ; 0.182796 ; 0.176871 ; 0.166667 ; 0 ; 0.179487 ; 0 ; 0.164948 ; 0 ; 0
code source bn:00072947n ; 0.0963855 ; 0.0645161 ; 0.129032 ; 0.064 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fichier texte bn:00028018n ; 0.0843373 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0898876 ; 0.0777778 ; 0.107692 ; 0 ; 0
mise en forme bn:01681906n ; 0.120879 ; 0 ; 0.173913 ; 0.116279 ; 0 ; 0.137931 ; 0 ; 0.135417 ; 0 ; 0 ; 0
affichage bn:00010421n ; 0.255319 ; 0.385 ; 0 ; 0.342995 ; 0.305699 ; 0.28022 ; 0.278947 ; 0.292553 ; 0.231638 ; 0 ; 0.386139
chemin bn:03131414n ; 0.025974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0165289
textuels bn:00111786a ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
page web dynamique bn:00937946n ; 0.025974 ; 0 ; 0.0357143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
champ de saisie bn:03113401n ; 0.215517 ; 0 ; 0.22449 ; 0.244898 ; 0 ; 0 ; 0.22314 ; 0.213115 ; 0 ; 0.211009 ; 0.170886
size bn:03645138n ; 0.025974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0294118 ; 0
vide bn:00087578v ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
liste déroulante bn:00028831n ; 0.025974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0
sélectionner bn:00084931v ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.025974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0
