X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.0588235 ; 0.176471 ; 0.0666667 ; 0.125 ; 0.176471 ; 0.166667 ; 0.133333 ; 0.0869565 ; 0.0869565 ; 0.1875
C12 ; 0.0588235 ; 1 ; 0.0526316 ; 0.142857 ; 0.125 ; 0.111111 ; 0.105263 ; 0.307692 ; 0.190476 ; 0.0869565 ; 0.117647
C13 ; 0.176471 ; 0.0526316 ; 1 ; 0.125 ; 0.111111 ; 0.222222 ; 0.210526 ; 0.0555556 ; 0.173913 ; 0.227273 ; 0.235294
C14 ; 0.0666667 ; 0.142857 ; 0.125 ; 1 ; 0.142857 ; 0.0588235 ; 0.117647 ; 0.153846 ; 0.0454545 ; 0.15 ; 0.133333
C16 ; 0.125 ; 0.125 ; 0.111111 ; 0.142857 ; 1 ; 0.111111 ; 0.166667 ; 0.0625 ; 0.136364 ; 0.190476 ; 0.0555556
C18 ; 0.176471 ; 0.111111 ; 0.222222 ; 0.0588235 ; 0.111111 ; 1 ; 0.210526 ; 0.0555556 ; 0.173913 ; 0.173913 ; 0.235294
C2 ; 0.166667 ; 0.105263 ; 0.210526 ; 0.117647 ; 0.166667 ; 0.210526 ; 1 ; 0.111111 ; 0.272727 ; 0.166667 ; 0.1
C4 ; 0.133333 ; 0.307692 ; 0.0555556 ; 0.153846 ; 0.0625 ; 0.0555556 ; 0.111111 ; 1 ; 0.2 ; 0.0909091 ; 0.125
C7 ; 0.0869565 ; 0.190476 ; 0.173913 ; 0.0454545 ; 0.136364 ; 0.173913 ; 0.272727 ; 0.2 ; 1 ; 0.333333 ; 0.04
C8 ; 0.0869565 ; 0.0869565 ; 0.227273 ; 0.15 ; 0.190476 ; 0.173913 ; 0.166667 ; 0.0909091 ; 0.333333 ; 1 ; 0.181818
C9 ; 0.1875 ; 0.117647 ; 0.235294 ; 0.133333 ; 0.0555556 ; 0.235294 ; 0.1 ; 0.125 ; 0.04 ; 0.181818 ; 1
