X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
fichier texte bn:00028018n ; 0.0156556 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.014652 ; 0.0139616 ; 0.0213904 ; 0 ; 0
texte bn:00076732n ; 0.386714 ; 0.450422 ; 0.322013 ; 0.40125 ; 0.351921 ; 0.391101 ; 0.371298 ; 0.376957 ; 0.280397 ; 0 ; 0.344787
mise en forme bn:01681906n ; 0.0308285 ; 0 ; 0.0399002 ; 0.0339703 ; 0 ; 0.0297398 ; 0 ; 0.0275387 ; 0 ; 0 ; 0
concerner bn:00083240v ; 0.0156556 ; 0 ; 0 ; 0 ; 0 ; 0.0150943 ; 0 ; 0.0139616 ; 0.0213904 ; 0 ; 0
commentaire bn:00020978n ; 0.164251 ; 0.144089 ; 0 ; 0.17801 ; 0.183486 ; 0 ; 0.177019 ; 0.156112 ; 0 ; 0.177264 ; 0.187931
délimiter bn:00086464v ; 0.0308285 ; 0.022069 ; 0 ; 0 ; 0 ; 0 ; 0.0288809 ; 0.0275387 ; 0 ; 0.039312 ; 0
affichage bn:00010421n ; 0.282303 ; 0.273038 ; 0 ; 0.292975 ; 0.306729 ; 0.28022 ; 0.270777 ; 0.242038 ; 0.247588 ; 0 ; 0.264748
gras bn:00011848n ; 0.0156556 ; 0 ; 0.0203562 ; 0.0172786 ; 0 ; 0 ; 0 ; 0.0139616 ; 0 ; 0 ; 0
fois bn:00032768n ; 0.166395 ; 0.161412 ; 0 ; 0 ; 0.177449 ; 0.16879 ; 0.153846 ; 0 ; 0.1893 ; 0.189349 ; 0.172117
chemin bn:03131414n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
lien hypertextes bn:00045513n ; 0.169657 ; 0 ; 0.195609 ; 0.16958 ; 0 ; 0.162717 ; 0.167702 ; 0.171429 ; 0 ; 0.165703 ; 0.177586
url bn:00079080n ; 0.243363 ; 0.257794 ; 0.222597 ; 0.253943 ; 0.235864 ; 0.245665 ; 0 ; 0.23297 ; 0.19661 ; 0 ; 0.225758
textuels bn:00111786a ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
case à cocher bn:03157691n ; 0.112875 ; 0 ; 0 ; 0.123314 ; 0.130879 ; 0.109215 ; 0.106312 ; 0.101749 ; 0 ; 0 ; 0.120075
page web dynamique bn:00937946n ; 0.0039604 ; 0 ; 0.00516796 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
post bn:01500184n ; 0.238872 ; 0.242243 ; 0.234079 ; 0.231612 ; 0 ; 0 ; 0.242857 ; 0.240664 ; 0.191126 ; 0.227504 ; 0.238022
champ de saisie bn:03113401n ; 0.0944742 ; 0 ; 0.112108 ; 0.101167 ; 0 ; 0 ; 0.0944351 ; 0.0938511 ; 0 ; 0.103297 ; 0.102662
size bn:03645138n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00508906 ; 0
nombre bn:00058285n ; 0.370773 ; 0.401254 ; 0.343461 ; 0.333742 ; 0 ; 0.351288 ; 0.376471 ; 0.403283 ; 0.260101 ; 0.323415 ; 0.366005
text bn:14981519n ; 0.378753 ; 0.390268 ; 0.336646 ; 0.365912 ; 0.311398 ; 0.392652 ; 0.395006 ; 0.406495 ; 0 ; 0.302046 ; 0.389222
vide bn:00087578v ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
liste déroulante bn:00028831n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00352734 ; 0 ; 0 ; 0
sélectionner bn:00084931v ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0037037 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.475875 ; 0.670766 ; 0.364238 ; 0.430464 ; 0.402081 ; 0.493851 ; 0.508988 ; 0.534532 ; 0.346263 ; 0.369915 ; 0.443709
langage impératif bn:01246770n ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impératif bn:00104644a ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
zones bn:00005513n ; 0.0156556 ; 0 ; 0.0203562 ; 0.0172786 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0167715
utilisateur bn:00079373n ; 0.112875 ; 0.0827943 ; 0 ; 0.123314 ; 0.130879 ; 0.109215 ; 0 ; 0.101749 ; 0 ; 0 ; 0.120075
affectation bn:02806034n ; 0.0598131 ; 0 ; 0 ; 0.0657084 ; 0.0700219 ; 0.0577617 ; 0.0561404 ; 0 ; 0.080402 ; 0 ; 0
booléen bn:00294693n ; 0.225225 ; 0.257073 ; 0.211806 ; 0.22488 ; 0.223881 ; 0 ; 0.229769 ; 0.216066 ; 0.223423 ; 0.19322 ; 0
réalité bn:00066414n ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
concatène bn:00085508v ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0156556 ; 0.0111576 ; 0.0203562 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0167715
soustraction bn:00055233n ; 0.0156556 ; 0.0111576 ; 0.0203562 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0167715
multiplié bn:00090977v ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
modulo bn:00553864n ; 0.0156556 ; 0.0111576 ; 0 ; 0 ; 0.0184758 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0167715
égalité bn:00031284n ; 0.00788955 ; 0 ; 0 ; 0 ; 0.00932401 ; 0 ; 0 ; 0.00702988 ; 0 ; 0 ; 0
logiques bn:00051845n ; 0.149671 ; 0.154337 ; 0 ; 0.160428 ; 0.169492 ; 0 ; 0.154088 ; 0 ; 0.170833 ; 0.162376 ; 0.156522
syntaxe bn:00062118n ; 0.0598131 ; 0.0431849 ; 0 ; 0.0657084 ; 0.0700219 ; 0 ; 0 ; 0.0536013 ; 0 ; 0 ; 0.0638723
case bn:04777941n ; 0.0562852 ; 0.0434193 ; 0 ; 0 ; 0 ; 0.0543478 ; 0.0491228 ; 0 ; 0.0703518 ; 0 ; 0.0558882
associer bn:00082868v ; 0.027027 ; 0.0221607 ; 0.032419 ; 0 ; 0.0294785 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0289256
personne bn:00046516n ; 0.0308285 ; 0.022069 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0275387 ; 0 ; 0.039312 ; 0.0329897
prenom bn:15996005n ; 0.0308285 ; 0 ; 0 ; 0 ; 0 ; 0.0297398 ; 0 ; 0 ; 0.0418848 ; 0.039312 ; 0.0329897
structure de contrôle bn:00047734n ; 0.177236 ; 0.15099 ; 0.181287 ; 0.19224 ; 0.168174 ; 0.179365 ; 0.165899 ; 0 ; 0 ; 0 ; 0.181507
définition bn:00025928n ; 0.112875 ; 0.0827943 ; 0 ; 0.123314 ; 0.130879 ; 0.109215 ; 0 ; 0.101749 ; 0 ; 0 ; 0.120075
initialiser bn:00089742v ; 0.00788955 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00738007 ; 0 ; 0.0108108 ; 0 ; 0
dépendre bn:00086606v ; 0.00788955 ; 0.0056101 ; 0 ; 0 ; 0.00932401 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
méthode post bn:00045088n ; 0.36787 ; 0.449108 ; 0 ; 0.336892 ; 0.376412 ; 0.372414 ; 0.394009 ; 0.334412 ; 0.320611 ; 0.327091 ; 0.373045
fermeture bn:16858148n ; 0.16145 ; 0.15756 ; 0 ; 0 ; 0.158965 ; 0.163987 ; 0 ; 0.132939 ; 0.173554 ; 0.183633 ; 0.164931
passwd bn:14874750n ; 0.0039604 ; 0 ; 0 ; 0 ; 0.00468384 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
machine bn:00054050n ; 0.0156556 ; 0.0111576 ; 0 ; 0.0172786 ; 0 ; 0.0150943 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0.176375 ; 0.151852 ; 0.187135 ; 0.191228 ; 0.173599 ; 0.18038 ; 0 ; 0.163717 ; 0 ; 0 ; 0.182594
salaire bn:15928884n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00508906 ; 0
phase bn:00061898n ; 0.00198413 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.0039604 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
boucle while bn:03237310n ; 0.0308285 ; 0.022069 ; 0 ; 0 ; 0 ; 0.0297398 ; 0 ; 0 ; 0 ; 0.039312 ; 0.0329897
jour bn:00000086n ; 0.0156556 ; 0 ; 0 ; 0.0172786 ; 0 ; 0.0150943 ; 0 ; 0 ; 0 ; 0.0200501 ; 0
euro bn:00031888n ; 0.0039604 ; 0 ; 0 ; 0.00437637 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
etc bn:00114282r ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
programmation bn:00021493n ; 0.176661 ; 0.15204 ; 0.185185 ; 0 ; 0.17179 ; 0.180666 ; 0.165391 ; 0.163959 ; 0 ; 0 ; 0.182906
site bn:00047172n ; 0.475875 ; 0.670766 ; 0.364238 ; 0.430464 ; 0.402081 ; 0.493851 ; 0.508988 ; 0.534532 ; 0.346263 ; 0.369915 ; 0.443709
détruire bn:00084204v ; 0.0308285 ; 0.022069 ; 0 ; 0 ; 0 ; 0.0297398 ; 0 ; 0 ; 0.0418848 ; 0 ; 0.0329897
second bn:00105773a ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
ordinateur bn:00021464n ; 0.0039604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
licence bn:00050986n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
licence gnu bn:01157379n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gnu bn:00324017n ; 0 ; 0.00281294 ; 0.00516796 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gnu free documentation licence bn:01157394n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
anglais bn:00030862n ; 0 ; 0.0111576 ; 0 ; 0.0172786 ; 0 ; 0 ; 0 ; 0.0139616 ; 0 ; 0 ; 0.0167715
free software bn:00182120n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00543478 ; 0 ; 0
free software foundation bn:01158352n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
quatrième de couverture bn:00032652n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
copie bn:00087583v ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0101266 ; 0.00845666
france bn:00036202n ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0 ; 0.00738007 ; 0 ; 0.0108108 ; 0 ; 0
fax bn:00032653n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
e-mail bn:00029345n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0.0111576 ; 0 ; 0.0172786 ; 0.0184758 ; 0 ; 0 ; 0.0139616 ; 0 ; 0 ; 0
installation bn:03478637n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0.0056101 ; 0 ; 0 ; 0.00932401 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00845666
session bn:03751534n ; 0 ; 0.02213 ; 0 ; 0.029724 ; 0 ; 0 ; 0.0271248 ; 0.0240964 ; 0.0366492 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0.0849934 ; 0 ; 0.0974659 ; 0.10352 ; 0.0918544 ; 0 ; 0 ; 0.107477 ; 0.111359 ; 0.0969582
rappel bn:03490040n ; 0 ; 0.0111732 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0122164 ; 0.0187166 ; 0 ; 0.0146751
document web bn:03606607n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00352734 ; 0 ; 0 ; 0
délimiteur bn:03371342n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0.00381679 ; 0 ; 0 ; 0 ; 0 ; 0
coordonnées bn:00022459n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
côté serveur bn:03816678n ; 0 ; 0.022069 ; 0 ; 0.0339703 ; 0 ; 0.0297398 ; 0.0288809 ; 0 ; 0 ; 0 ; 0.0329897
côté client bn:03163702n ; 0 ; 0.0111576 ; 0 ; 0.0172786 ; 0 ; 0.0150943 ; 0.014652 ; 0 ; 0 ; 0 ; 0
applets bn:00005083n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
activex bn:03829972n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
plugins bn:00001275n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
httpd bn:16913184n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00352734 ; 0 ; 0 ; 0
script bn:01431715n ; 0 ; 0.262335 ; 0.220539 ; 0.261905 ; 0.237864 ; 0.249275 ; 0.231417 ; 0.231293 ; 0.198642 ; 0 ; 0.223903
mod_perl bn:01549964n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
servlets bn:03188848n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0.00381679 ; 0 ; 0 ; 0 ; 0 ; 0
bonjour bn:00043620n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
hériter bn:00043823n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
bibliothèques bn:00050969n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00508906 ; 0
logiciel open source bn:01157392n ; 0 ; 0.0111732 ; 0.0178117 ; 0 ; 0.0161663 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0146751
licence php bn:03293781n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rasmus lerdorf bn:03232211n ; 0 ; 0.00281294 ; 0 ; 0 ; 0.00468384 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
publique bn:00109211a ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
livre d’or bn:03888259n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
compteur bn:00023158n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0.00381679 ; 0 ; 0 ; 0 ; 0 ; 0
zeev suraski bn:00571154n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
netcraft bn:03608511n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
zend bn:03133191n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
société privée bn:00036346n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0 ; 0.00738007 ; 0 ; 0 ; 0.0101266 ; 0
calcul mathématique bn:00014689n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mathématique bn:00106488a ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
licence open source bn:01530143n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
télécharger bn:14037830n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0.230769 ; 0.23229 ; 0.246951 ; 0.225505 ; 0.248237 ; 0.242759 ; 0.250674 ; 0 ; 0.228013 ; 0.260606
tar.gz bn:16068787n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
help bn:13915186n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
serveur apache bn:01932513n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
httpd.conf bn:03668763n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
debian bn:03704159n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
comportement bn:00009657n ; 0 ; 0.0111576 ; 0 ; 0 ; 0.0184758 ; 0 ; 0 ; 0.0139616 ; 0 ; 0 ; 0.0167715
complexe bn:00100148a ; 0 ; 0.00281294 ; 0 ; 0.00437637 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gestion bn:00053116n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
relatifs bn:00109123a ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0.0843215 ; 0 ; 0.109162 ; 0.115942 ; 0.0984456 ; 0.0939597 ; 0 ; 0.116279 ; 0 ; 0.0938086
opérateurs bn:16281811n ; 0 ; 0.0056101 ; 0 ; 0 ; 0.00932401 ; 0 ; 0 ; 0 ; 0 ; 0.0101266 ; 0
nombre entiers bn:00047009n ; 0 ; 0.02213 ; 0 ; 0 ; 0 ; 0.027933 ; 0.0252708 ; 0 ; 0.0366492 ; 0 ; 0.028866
nombre à virgule flottante bn:00035278n ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00702988 ; 0 ; 0 ; 0.00845666
variable de type bn:02158332n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
base 10 bn:00025700n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
base 8 bn:01534404n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
double bn:00101728a ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
backslash bn:00988551n ; 0 ; 0.00281294 ; 0 ; 0.00437637 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
valeur numérique bn:00000451n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
numérique bn:00107649a ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0108108 ; 0 ; 0.00845666
list bn:04720346n ; 0 ; 0.022069 ; 0 ; 0 ; 0 ; 0.0297398 ; 0.0288809 ; 0.0275387 ; 0 ; 0 ; 0.0329897
pointeur bn:03222272n ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0.00760456 ; 0.00738007 ; 0 ; 0 ; 0 ; 0
cmp bn:00119381n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0.083442 ; 0 ; 0 ; 0.118609 ; 0.10274 ; 0.1 ; 0.0922099 ; 0 ; 0.127473 ; 0.115094
portée bn:03460088n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
globales bn:00103624a ; 0 ; 0.0111576 ; 0 ; 0.0172786 ; 0 ; 0.0150943 ; 0 ; 0 ; 0 ; 0 ; 0.0167715
affiche bn:15173511n ; 0 ; 0.0056101 ; 0 ; 0 ; 0 ; 0.00760456 ; 0 ; 0 ; 0 ; 0 ; 0.00845666
bloc bn:03098513n ; 0 ; 0.00281294 ; 0 ; 0 ; 0.00468384 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
statiques bn:00111112a ; 0 ; 0.0111576 ; 0 ; 0 ; 0 ; 0.0150943 ; 0 ; 0.0139616 ; 0 ; 0 ; 0.0167715
récursives bn:00109560a ; 0 ; 0.0056101 ; 0 ; 0 ; 0.00932401 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00845666
ambiguïté bn:00003266n ; 0 ; 0.00281294 ; 0 ; 0 ; 0.00468384 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.158163 ; 0 ; 0 ; 0.168539 ; 0.161031 ; 0.147975 ; 0.131852 ; 0.157787 ; 0.184739 ; 0.161739
disponibles bn:00097848a ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
query_string bn:03583474n ; 0 ; 0.00281294 ; 0 ; 0.00437637 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
integer bn:00691555n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00508906 ; 0
string bn:00050078n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
contraire bn:00100398a ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
numéro de ligne bn:03406633n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
système d’exploitation bn:00059123n ; 0 ; 0.00281294 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00424628
linux bn:00051427n ; 0 ; 0.0056101 ; 0.0102828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00845666
vrai bn:00078452n ; 0 ; 0.00140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
