X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
C1 ; 1 ; 0.0833333 ; 0.0769231 ; 0.1 ; 0.2 ; 0.166667 ; 0.142857 ; 0.0909091 ; 0.0909091 ; 0.0625 ; 0.181818
C12 ; 0.0833333 ; 1 ; 0.0714286 ; 0.2 ; 0.181818 ; 0.0714286 ; 0.133333 ; 0.444444 ; 0.0833333 ; 0.125 ; 0.166667
C13 ; 0.0769231 ; 0.0714286 ; 1 ; 0.181818 ; 0.166667 ; 0.230769 ; 0.2 ; 0.0769231 ; 0.4 ; 0.357143 ; 0.153846
C14 ; 0.1 ; 0.2 ; 0.181818 ; 1 ; 0.1 ; 0.0833333 ; 0.153846 ; 0.222222 ; 0.1 ; 0.142857 ; 0.2
C16 ; 0.2 ; 0.181818 ; 0.166667 ; 0.1 ; 1 ; 0.166667 ; 0.230769 ; 0.0909091 ; 0.2 ; 0.133333 ; 0.0833333
C18 ; 0.166667 ; 0.0714286 ; 0.230769 ; 0.0833333 ; 0.166667 ; 1 ; 0.2 ; 0.0769231 ; 0.272727 ; 0.266667 ; 0.153846
C2 ; 0.142857 ; 0.133333 ; 0.2 ; 0.153846 ; 0.230769 ; 0.2 ; 1 ; 0.142857 ; 0.142857 ; 0.235294 ; 0.0625
C4 ; 0.0909091 ; 0.444444 ; 0.0769231 ; 0.222222 ; 0.0909091 ; 0.0769231 ; 0.142857 ; 1 ; 0.0909091 ; 0.0625 ; 0.181818
C7 ; 0.0909091 ; 0.0833333 ; 0.4 ; 0.1 ; 0.2 ; 0.272727 ; 0.142857 ; 0.0909091 ; 1 ; 0.214286 ; 0.0833333
C8 ; 0.0625 ; 0.125 ; 0.357143 ; 0.142857 ; 0.133333 ; 0.266667 ; 0.235294 ; 0.0625 ; 0.214286 ; 1 ; 0.285714
C9 ; 0.181818 ; 0.166667 ; 0.153846 ; 0.2 ; 0.0833333 ; 0.153846 ; 0.0625 ; 0.181818 ; 0.0833333 ; 0.285714 ; 1
