X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
case à cocher bn:03157691n ; 0.0493421 ; 0 ; 0 ; 0.0460526 ; 0 ; 0.0460526 ; 0 ; 0.0460526 ; 0 ; 0 ; 0.0526316
post bn:01500184n ; 0 ; 0.0394737 ; 0.0427632 ; 0.0460526 ; 0 ; 0 ; 0.0427632 ; 0 ; 0 ; 0 ; 0.0427632
nombre bn:00058285n ; 0 ; 0.0460526 ; 0 ; 0.0328947 ; 0 ; 0 ; 0 ; 0.0328947 ; 0.0361842 ; 0.0361842 ; 0
text bn:14981519n ; 0.0789474 ; 0.0888158 ; 0 ; 0 ; 0.0888158 ; 0.0822368 ; 0.0822368 ; 0.0789474 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.105263 ; 0 ; 0 ; 0.0888158 ; 0.125 ; 0.111842 ; 0.101974 ; 0 ; 0 ; 0.0690789 ; 0.148026
zones bn:00005513n ; 0 ; 0 ; 0.00657895 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0.0493421 ; 0 ; 0.0460526 ; 0 ; 0.0460526 ; 0 ; 0.0460526 ; 0 ; 0 ; 0.0526316
affectation bn:02806034n ; 0.0296053 ; 0 ; 0 ; 0.0361842 ; 0.0460526 ; 0 ; 0.0394737 ; 0 ; 0.0296053 ; 0 ; 0
syntaxe bn:00062118n ; 0.0526316 ; 0 ; 0 ; 0.0526316 ; 0.0526316 ; 0 ; 0 ; 0.0526316 ; 0 ; 0 ; 0.0526316
case bn:04777941n ; 0.0263158 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0.0263158
associer bn:00082868v ; 0 ; 0.0230263 ; 0.0230263 ; 0 ; 0.0230263 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0263158
personne bn:00046516n ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0.0263158 ; 0.0263158
structure de contrôle bn:00047734n ; 0.108553 ; 0 ; 0.0888158 ; 0.118421 ; 0.128289 ; 0.105263 ; 0.118421 ; 0 ; 0 ; 0 ; 0.151316
méthode post bn:00045088n ; 0 ; 0 ; 0 ; 0 ; 0.0690789 ; 0.0657895 ; 0.0723684 ; 0 ; 0.0592105 ; 0.0526316 ; 0.0921053
fermeture bn:16858148n ; 0.108553 ; 0.121711 ; 0 ; 0 ; 0.128289 ; 0.118421 ; 0 ; 0.125 ; 0 ; 0.0855263 ; 0.154605
passwd bn:14874750n ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
machine bn:00054050n ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0.0230263 ; 0.0230263 ; 0.0263158 ; 0 ; 0 ; 0 ; 0.0230263 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00328947 ; 0
jour bn:00000086n ; 0.0131579 ; 0 ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0
programmation bn:00021493n ; 0.0690789 ; 0 ; 0.0657895 ; 0 ; 0 ; 0.0723684 ; 0.0789474 ; 0.0756579 ; 0 ; 0 ; 0.0888158
site bn:00047172n ; 0.0723684 ; 0.0855263 ; 0 ; 0.0723684 ; 0.0855263 ; 0 ; 0.0690789 ; 0.0789474 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895
france bn:00036202n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0
programmation web bn:03446093n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0197368 ; 0.0230263 ; 0 ; 0 ; 0 ; 0 ; 0.0197368 ; 0.0230263
côté serveur bn:03816678n ; 0 ; 0.0263158 ; 0 ; 0.0263158 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0.0263158
côté client bn:03163702n ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0
script bn:01431715n ; 0 ; 0 ; 0.0230263 ; 0.0263158 ; 0.0230263 ; 0 ; 0.0230263 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0
serveur bn:00044916n ; 0 ; 0.0460526 ; 0 ; 0 ; 0.0394737 ; 0 ; 0 ; 0.0427632 ; 0 ; 0.0394737 ; 0.0493421
type bn:00016413n ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0
opérateurs bn:16281811n ; 0 ; 0.00657895 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0.0263158 ; 0.0263158 ; 0 ; 0 ; 0 ; 0.0263158
pointeur bn:03222272n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0.0526316 ; 0 ; 0 ; 0.0460526 ; 0 ; 0.0460526 ; 0.0460526 ; 0 ; 0 ; 0.0493421
méthode bn:01641329n ; 0 ; 0.111842 ; 0 ; 0 ; 0 ; 0.101974 ; 0.0986842 ; 0.0953947 ; 0.0789474 ; 0.0756579 ; 0.125
conditionnelles bn:00100214a ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895
foreach bn:03463379n ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0 ; 0 ; 0.0526316
couleurs bn:00020726n ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0131579
valeur par défaut bn:03854990n ; 0 ; 0.0263158 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0.0263158 ; 0 ; 0 ; 0.0263158
classes bn:03608262n ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579
fonctionnalité bn:00036836n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0.0131579 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579
header bn:00043309n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895
mot bn:00081546n ; 0 ; 0.0427632 ; 0.0394737 ; 0.0460526 ; 0 ; 0 ; 0.0394737 ; 0.0394737 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0.0131579 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579 ; 0
sauvegarder bn:00093281v ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579
web bn:00080772n ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
affiche bn:00087013v ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0.00657895 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
internet bn:00024712n ; 0 ; 0.0263158 ; 0 ; 0.0263158 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0.0263158
système bn:15125301n ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579
exe bn:14503132n ; 0 ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
menu bn:00021485n ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0
id bn:03885719n ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0.00657895 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895
head bn:02338897n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00328947 ; 0 ; 0 ; 0
attribut bn:00007068n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00328947
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0.00328947 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00657895 ; 0.00657895 ; 0 ; 0 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00328947
