X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
fermeture bn:16858148n ; 0.330275 ; 0 ; 0.351562 ; 0.365217 ; 0.352941 ; 0.323529 ; 0 ; 0.294118 ; 0.393443
machine bn:00054050n ; 0 ; 0 ; 0.047619 ; 0 ; 0.0421053 ; 0.043956 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.0909091 ; 0.111111 ; 0.0808081 ; 0.0842105 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025 ; 0
jour bn:00000086n ; 0.0714286 ; 0 ; 0.047619 ; 0 ; 0 ; 0.043956 ; 0 ; 0 ; 0
programmation bn:00021493n ; 0.3 ; 0.229885 ; 0 ; 0.247312 ; 0.232759 ; 0.252252 ; 0 ; 0 ; 0.228571
site bn:00047172n ; 0.133333 ; 0.126984 ; 0.0909091 ; 0 ; 0.0808081 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.0178571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.0677966 ; 0 ; 0 ; 0.0421053 ; 0.043956 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0215054 ; 0 ; 0 ; 0.0487805 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0909091 ; 0 ; 0.0808081 ; 0.0842105 ; 0 ; 0 ; 0.0941176
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0 ; 0.047619 ; 0 ; 0.0421053 ; 0.043956 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.0909091 ; 0 ; 0.0808081 ; 0.0842105 ; 0.181818 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.275862 ; 0.259259 ; 0.276596 ; 0.235294 ; 0.243478 ; 0 ; 0 ; 0.242991
pointeur bn:03222272n ; 0 ; 0 ; 0.0123457 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0677966 ; 0.047619 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0493827
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0108696 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.208333 ; 0 ; 0.237624 ; 0.277311 ; 0.254237 ; 0.24359 ; 0.25 ; 0.243243
cle bn:04756252n ; 0 ; 0.126984 ; 0.0909091 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.0941176
mot bn:00081546n ; 0 ; 0.197183 ; 0.157895 ; 0.175 ; 0.152381 ; 0.135922 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0677966 ; 0 ; 0 ; 0.0421053 ; 0.043956 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0909091 ; 0.111111 ; 0.0808081 ; 0.0842105 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0215054 ; 0 ; 0 ; 0.0487805 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.0123457 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0.0909091 ; 0 ; 0.0808081 ; 0.0842105 ; 0 ; 0 ; 0.0941176
moteur bn:00030850n ; 0 ; 0 ; 0.047619 ; 0 ; 0.0421053 ; 0.043956 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0.0224719 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0.043956 ; 0 ; 0 ; 0.0493827
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0224719 ; 0.0526316 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0215054 ; 0 ; 0 ; 0 ; 0.0253165
affiche bn:00087013v ; 0 ; 0 ; 0.047619 ; 0.0588235 ; 0 ; 0.043956 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0253165
insert bn:03795444n ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0 ; 0.0930233 ; 0.0493827
varchar bn:01838409n ; 0 ; 0 ; 0.0243902 ; 0 ; 0.0215054 ; 0 ; 0 ; 0 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0243902 ; 0 ; 0.0215054 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0123457 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0.043956 ; 0 ; 0.0930233 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.030303 ; 0 ; 0.0224719 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0.0930233 ; 0.0493827
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0215054 ; 0 ; 0 ; 0 ; 0.0253165
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0215054 ; 0 ; 0 ; 0 ; 0.0253165
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0224719 ; 0 ; 0 ; 0.0253165
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0128205
