X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
page web bn:00080778n ; 0 ; 0 ; 0.0909091 ; 0 ; 0.0808081 ; 0.0842105 ; 0 ; 0.170213 ; 0
navigateur bn:00013447n ; 0 ; 0.257426 ; 0.299145 ; 0 ; 0.273438 ; 0.336134 ; 0.317073 ; 0.247191 ; 0.295652
serveur web bn:02705179n ; 0 ; 0.275862 ; 0.259259 ; 0.276596 ; 0.235294 ; 0.243478 ; 0 ; 0 ; 0.242991
fichier bn:00021475n ; 0.147059 ; 0 ; 0 ; 0 ; 0.135922 ; 0.13 ; 0 ; 0.181818 ; 0.157303
client bn:00019764n ; 0.0714286 ; 0 ; 0.047619 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0804598 ; 0.0833333 ; 0.0824742 ; 0 ; 0.136364 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.202899 ; 0.148936 ; 0.15 ; 0.15534 ; 0 ; 0.230769 ; 0 ; 0
php bn:01753580n ; 0.235294 ; 0 ; 0.166667 ; 0.2 ; 0 ; 0.15534 ; 0 ; 0 ; 0.172043
code bn:00020354n ; 0 ; 0 ; 0 ; 0.0588235 ; 0 ; 0.043956 ; 0 ; 0 ; 0.0493827
texte bn:00076732n ; 0 ; 0 ; 0.148936 ; 0 ; 0.133333 ; 0.161616 ; 0.230769 ; 0 ; 0.129032
concerner bn:00083240v ; 0 ; 0 ; 0.148936 ; 0.15 ; 0.15534 ; 0.138614 ; 0.230769 ; 0 ; 0
commentaire bn:00020978n ; 0.231707 ; 0 ; 0.228571 ; 0.255556 ; 0.22807 ; 0 ; 0 ; 0.239437 ; 0.26
délimiter bn:00086464v ; 0 ; 0 ; 0.0909091 ; 0.111111 ; 0 ; 0.0842105 ; 0 ; 0.170213 ; 0
fois bn:00032768n ; 0.27451 ; 0.343434 ; 0.327731 ; 0 ; 0.290076 ; 0.363636 ; 0.225806 ; 0 ; 0.280992
url bn:00079080n ; 0.235294 ; 0 ; 0.166667 ; 0.2 ; 0.149533 ; 0 ; 0 ; 0 ; 0.172043
case à cocher bn:03157691n ; 0.133333 ; 0 ; 0 ; 0.111111 ; 0 ; 0.0842105 ; 0 ; 0 ; 0.0941176
post bn:01500184n ; 0 ; 0.197183 ; 0.157895 ; 0 ; 0.130841 ; 0.158416 ; 0 ; 0 ; 0.150538
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0833333 ; 0.0824742 ; 0 ; 0.136364 ; 0.152174 ; 0
text bn:14981519n ; 0.317073 ; 0.275862 ; 0.259259 ; 0.25 ; 0.25641 ; 0.243478 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.147059 ; 0 ; 0.139785 ; 0 ; 0.135922 ; 0 ; 0 ; 0.181818 ; 0.157303
zones bn:00005513n ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0.0224719 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.166667 ; 0.2 ; 0.149533 ; 0.15534 ; 0 ; 0 ; 0.172043
case bn:04777941n ; 0.205882 ; 0.197183 ; 0.157895 ; 0 ; 0 ; 0.158416 ; 0 ; 0 ; 0.150538
associer bn:00082868v ; 0 ; 0 ; 0.0909091 ; 0 ; 0.0808081 ; 0.0842105 ; 0 ; 0 ; 0.0941176
personne bn:00046516n ; 0 ; 0 ; 0.145833 ; 0.175 ; 0.141509 ; 0 ; 0 ; 0.254545 ; 0.163043
méthode post bn:00045088n ; 0 ; 0.179487 ; 0.181818 ; 0 ; 0 ; 0.192308 ; 0.216667 ; 0.169231 ; 0.1875
