X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
visiteur bn:03106425n ; 0 ; 0 ; 0.0909091 ; 0 ; 0 ; 0.0909091 ; 0 ; 0.15 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0740741 ; 0 ; 0.0645161 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.137931 ; 0 ; 0 ; 0 ; 0.2 ; 0.166667
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.0909091
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.0909091
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0909091
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619
