X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
fichier bn:00021475n ; 0.230769 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0.125
client bn:00019764n ; 0.230769 ; 0 ; 0.0909091 ; 0.103448 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.145833 ; 0.181818 ; 0.228571 ; 0 ; 0.25 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.21875 ; 0.24 ; 0.210526 ; 0.315789 ; 0 ; 0.275862 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0.163265 ; 0.242424 ; 0 ; 0.216216 ; 0 ; 0 ; 0.285714
code bn:00020354n ; 0 ; 0 ; 0 ; 0.137931 ; 0 ; 0.121212 ; 0 ; 0 ; 0.166667
texte bn:00076732n ; 0 ; 0 ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0.2 ; 0 ; 0
délimiter bn:00086464v ; 0 ; 0 ; 0.170213 ; 0.21875 ; 0 ; 0.162162 ; 0 ; 0.25 ; 0
post bn:01500184n ; 0 ; 0.34375 ; 0.269231 ; 0 ; 0.255814 ; 0.285714 ; 0 ; 0 ; 0.25
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.1875 ; 0.2 ; 0 ; 0.208333 ; 0.26087 ; 0
text bn:14981519n ; 0.212121 ; 0.289474 ; 0.333333 ; 0.217391 ; 0.304348 ; 0.304348 ; 0 ; 0 ; 0
zones bn:00005513n ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0
personne bn:00046516n ; 0 ; 0 ; 0.203704 ; 0.289474 ; 0.204545 ; 0 ; 0 ; 0.333333 ; 0.294118
méthode post bn:00045088n ; 0 ; 0.222222 ; 0.288462 ; 0 ; 0 ; 0.25 ; 0.2 ; 0.2 ; 0.243243
machine bn:00054050n ; 0 ; 0 ; 0.0888889 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.166667 ; 0.212121 ; 0.189189 ; 0.189189 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0588235 ; 0
jour bn:00000086n ; 0.307692 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.121212 ; 0 ; 0 ; 0
site bn:00047172n ; 0.176471 ; 0.208333 ; 0.130435 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.181818 ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.111111 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0 ; 0.0888889 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.163265 ; 0 ; 0.216216 ; 0.216216 ; 0.333333 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.136364 ; 0.0909091 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.181818 ; 0 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0888889 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.111111 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0.0888889 ; 0 ; 0.121212 ; 0.121212 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.121212 ; 0 ; 0 ; 0.166667
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0.111111 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.0909091
affiche bn:00087013v ; 0 ; 0 ; 0.0888889 ; 0.137931 ; 0 ; 0.121212 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0.0465116 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0909091
insert bn:03795444n ; 0 ; 0 ; 0.0888889 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0.166667
varchar bn:01838409n ; 0 ; 0 ; 0.0465116 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0465116 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
