X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
fichier bn:00021475n ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0.3 ; 0 ; 0 ; 0.333333
client bn:00019764n ; 0.3 ; 0 ; 0.285714 ; 0.230769 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.266667 ; 0.307692 ; 0.235294 ; 0 ; 0.181818 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.266667 ; 0.352941 ; 0.3125 ; 0.388889 ; 0 ; 0.214286 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0 ; 0.153846 ; 0 ; 0.3 ; 0 ; 0 ; 0.333333
code bn:00020354n ; 0 ; 0 ; 0 ; 0.153846 ; 0 ; 0.3 ; 0 ; 0 ; 0.333333
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.230769 ; 0.25 ; 0 ; 0.2 ; 0.375 ; 0
zones bn:00005513n ; 0 ; 0 ; 0.153846 ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0
site bn:00047172n ; 0.230769 ; 0.307692 ; 0.3125 ; 0 ; 0.277778 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.3 ; 0 ; 0 ; 0.1875 ; 0.181818 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.3 ; 0 ; 0 ; 0.1875 ; 0.181818 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0.333333 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0 ; 0.25
valeur bn:00079508n ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857
