Objects;Weight
fichier bn:00021475n;0.214286
client bn:00019764n;0.25
base de donnée bn:00025333n;0.285714
donnée bn:00025314n;0.428571
php bn:01753580n;0.214286
code bn:00020354n;0.214286
nombre bn:00058285n;0.25
zones bn:00005513n;0.142857
salaire bn:15928884n;0.0714286
site bn:00047172n;0.357143
france bn:00036202n;0.0714286
langage de script bn:01431715n;0.214286
serveur bn:00044916n;0.0714286
pointeur bn:03222272n;0.0714286
casse bn:03225002n;0.0714286
timestamp bn:03603649n;0.214286
chaîne bn:00074685n;0.142857
opérateur bn:16281811n;0.0714286
echo bn:03626250n;0.0714286
class bn:03598962n;0.142857
valeur bn:00079508n;0.0714286
généralité bn:00041249n;0.0714286
autre bn:00108013a;0.0714286
bienvenue bn:00080852n;0.0714286
paris bn:00015540n;0.0714286
