X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
multiplier bn:00090977v ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
donner naissance à bn:00083336v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
division bn:00027919n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
modulo bn:00553864n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
numérique bn:00107649a ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
valeur logique bn:00855623n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bloc bn:03098513n ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
intéresse bn:00089814v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
divisible bn:00101643a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
instruction switch bn:01071927n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
case bn:04777941n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
excessif bn:00102500a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
quitter bn:00086604v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dimanche bn:00028190n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125
moment présent bn:00043807n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
secondes bn:00068672n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
janvier bn:00047960n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
foreach bn:03463379n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
incomplet bn:00104851a ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
invoquer bn:00085009v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
femme bn:00001530n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
femme mariée bn:00053531n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
pouvoir bn:00084450v ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
abricot bn:00005174n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bmw bn:03091163n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
peugeot bn:03339300n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
renault bn:00861552n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
alpha bn:00096877a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
structure de donnée bn:00025330n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
parcourir bn:00088968v ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
boucle for bn:03237322n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
initialisation bn:00046781n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125
identificateur bn:00045822n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
mot de passe bn:00023218n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
correctement bn:00114335r ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
consacrer à bn:00085427v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
démarrage bn:03140436n ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125
code bn:00084976v ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
sorte bn:00035907n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
webmaster bn:00080788n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
clôturer bn:00085166v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bénéficier bn:00083413v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
information bn:00046705n ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0.015625
connexion bn:00021902n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
relationnelles bn:00109653a ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
langage d bn:01781054n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interrogation bn:00047208n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
structured query language bn:02266432n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
marché bn:00053458n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
msql bn:00466439n ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
matériel bn:00021480n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
order bn:02240223n ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125
ordre alphabétique bn:00003059n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
renvoyer bn:00093609v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
réalité bn:00066414n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
interviews bn:00047238n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
local bn:00046665n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
caractérisent bn:00083713v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
isbn bn:00706122n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
verbes bn:00079778n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
aussi bn:00115484r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
varier bn:00082554v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
contradictoire bn:00100247a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
téléphone bn:00062020n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
lieu de travail bn:04726566n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bureau bn:00001961n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
final bn:01755798n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
loin bn:00114455r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
clé étrangère bn:01944370n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
complexes bn:00100148a ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0.015625
relation binaires bn:14410550n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
etudiants bn:00029806n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
focaliser bn:00088404v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
vitesse bn:00073258n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
vitesse de traitement bn:00050126n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
automatique bn:00097823a ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
varchar bn:01838409n ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0 ; 0.03125
longueur bn:00050662n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625
stocker bn:00095635v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ordre bn:00020945n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
premier bn:00034738n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
time bn:03389905n ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0 ; 0.03125
timestamp bn:03603649n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125
program files bn:14876712n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
root bn:00168023n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
machine bn:00054050n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
utilisateur root bn:01998267n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
administrateur bn:00075765n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
désinstallation bn:03478637n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625
easyphp bn:14837849n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
casse bn:03225002n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
niveau logique bn:03372646n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
séquence bn:00070574n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
sauvegarder bn:00093281v ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
supprimer bn:00086081v ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
évoquer bn:00092425v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
clé primaire bn:03542434n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625
structure bn:00094491v ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
jour bn:00000086n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
existence bn:00009676n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
contrainte bn:00022062n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625
delete bn:00941697n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
mise à jour bn:15364261n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625
générateur bn:03384822n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
générateur de code bn:01151877n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
connaissance bn:00020452n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
menu contextuel bn:03615391n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
visualiser bn:00095548v ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
fines bn:15413867n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
penser à bn:00089804v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
générale bn:00103507a ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
deux bn:00000075n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
plusieurs bn:00110470a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
assemblage bn:04781999n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
spécifiques bn:00111003a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
caractère génériques bn:03157099n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
filtrage bn:00259585n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
limiter bn:00086468v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
critère bn:00023853n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
doublon bn:16572688n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
conceptuel bn:00100194a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
vertu bn:00017935n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
jointure bn:00048368n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
fusionner bn:00090745v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ambiguïtés bn:00003266n ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
pouvoir bn:00084451v ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
naître bn:00082757v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
exister bn:00083184v ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
bibliographie bn:00010224n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
type de valeurs bn:00253515n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
concret bn:00100206a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
impossible bn:00104687a ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125
normale bn:00107587a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
émettre bn:00089922v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tel bn:00111411a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
intermédiaire bn:00047121n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
train bn:00066028n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
caractéristique bn:00099532a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
notamment bn:00115235r ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625
grand nombre bn:14223782n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
maîtriser bn:00085748v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fonction de base bn:03294262n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
angle bn:00004117n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
avérer bn:00095117v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
déroulement bn:00035391n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
musique bn:00056443n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
acteurs bn:00001176n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
cerner bn:01771517n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
être étendue bn:00090322v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
public bn:00109211a ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125
supposition bn:00006559n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
confronter bn:00087597v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
intranet bn:00047269n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
avoir envie de bn:00088107v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
dérouler bn:00089389v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
relation de un à un bn:04753252n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
démarrer bn:00083342v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
instanciation bn:00046945n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
modélisation bn:04905771n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
simplifier bn:00087951v ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
être utiles bn:00085368v ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
potentiels bn:00108830a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
coordonnées bn:00022459n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
donner naissance bn:00088850v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
primaire bn:00030305n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
êtres bn:00009677n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
fonctionnalité bn:00036836n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
validité bn:01410980n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
format de date bn:03576260n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
séparément bn:00115904r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ligne de code bn:02312840n ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
charge de travail bn:00081580n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
commettre bn:00085426v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
l’écriture bn:00081714n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625
ergonomiques bn:00113458a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
police de caractère bn:00016414n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
couleurs bn:00020726n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
correcte bn:00100492a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
placer bn:00090224v ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
économie bn:00029676n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dégager bn:00084196v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
répartition bn:00027877n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
mentionner bn:00088078v ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
résulter bn:00087671v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
électronique bn:00102099a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
gif bn:00444440n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
h2 bn:02803535n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625
solid bn:03959931n ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
encart bn:02265602n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
navigation bn:00057073n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
déconnecter bn:00090445v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
lors bn:00117250r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
lien de retour bn:03396945n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
déconnexion bn:00027504n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625
feuille bn:00035596n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sophistiquée bn:00110922a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
approfondir bn:00086706v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
oublier bn:00084302v ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
certain bn:00099474a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
alternative bn:00003132n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sens large bn:04822383n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
encodeur bn:02487361n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bienvenue bn:00080852n ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
ressembler à bn:00092876v ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0
progression bn:00001551n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
difficulté bn:00027042n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
feed-back bn:00033948n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
avoir échoué bn:00089072v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
id bn:03885719n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
mini-site bn:00251724n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
arborescence bn:02462444n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
cache bn:00014484n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625
daniel bn:03602152n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
historique bn:00104223a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
manuel bn:00099315a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
arrêt bn:00025510n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interfaçage bn:04713937n ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
transtypage bn:17104905n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0
arobase bn:00006580n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
comparaison bn:00021304n ; 0.03125 ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125
fonction utilisateurs bn:00952651n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
validation bn:03925844n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
en-tête bn:00043309n ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0
base de données web bn:00021470n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
rechercher bn:00087881v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
insérer bn:00087681v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
naviguer bn:00091024v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
lire bn:00066357n ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
daniel bn:00012076n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
erreur de syntaxe bn:00075740n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
sémantique bn:00070404n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
erreur logique bn:00051856n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
message bn:00521573n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0 ; 0.03125
journalisation bn:00306917n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
constructeur bn:03834827n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
attribut bn:00007068n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625
héritage bn:00043822n ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0
redéfinition bn:00066711n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
destructeur bn:01558988n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
langage html bn:00045087n ; 0.0625 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
etc. bn:00114282r ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
hébergeur bn:00801697n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0
commerce électronique bn:00029344n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625
nom de domaine bn:00028143n ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
messagerie bn:00030257n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
comparable bn:00100117a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
standard bn:00111129a ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rasmus lerdorf bn:03232211n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
