X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
C11 ; 1 ; 0.346154 ; 0.25 ; 0.2 ; 0.173913 ; 0.0588235 ; 0.304348
C15 ; 0.346154 ; 1 ; 0.275862 ; 0.37037 ; 0.259259 ; 0.136364 ; 0.321429
C17 ; 0.25 ; 0.275862 ; 1 ; 0.230769 ; 0.208333 ; 0.0526316 ; 0.28
C19 ; 0.2 ; 0.37037 ; 0.230769 ; 1 ; 0.26087 ; 0.111111 ; 0.185185
C3 ; 0.173913 ; 0.259259 ; 0.208333 ; 0.26087 ; 1 ; 0.133333 ; 0.26087
C5 ; 0.0588235 ; 0.136364 ; 0.0526316 ; 0.111111 ; 0.133333 ; 1 ; 0.0526316
C6 ; 0.304348 ; 0.321429 ; 0.28 ; 0.185185 ; 0.26087 ; 0.0526316 ; 1
