X;C1.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
page web statiques;0.0333333;0;0;0;0;0
navigateur;0;0.340426;0.340909;0.340909;0.333333;0.333333
serveur web;0;0.111111;0.125;0;0;0.121212
fichier;0;0;0.125;0.125;0.121212;0
disque dur;0.0645161;0;0;0.0666667;0;0
client serveur;0.0645161;0;0;0;0;0.0645161
donnée;0.0333333;0;0;0;0;0
ensemble;0.0333333;0;0;0;0;0
php;0.121212;0.111111;0;0.125;0;0
javascript;0.216216;0.2;0.222222;0;0;0.216216
perl;0.121212;0;0.125;0;0;0.121212
python;0.0333333;0;0;0;0;0
java;0.121212;0.111111;0;0.125;0;0
code;0.333333;0.340426;0.340909;0.340909;0;0.333333
code source;0.0333333;0;0;0;0;0
fichier texte;0.216216;0.2;0.222222;0.222222;0;0
texte;0;0.2;0.222222;0.222222;0;0.216216
mise en forme;0.0645161;0;0.0666667;0;0;0
concerner;0;0;0.0666667;0.0666667;0;0
commentaire;0.216216;0;0.222222;0;0.216216;0.216216
affichage;0.333333;0.340426;0.340909;0.340909;0;0.333333
gras;0.0645161;0;0.0666667;0;0;0
fois;0.216216;0.2;0;0.222222;0;0.216216
chemin;0.0645161;0;0;0;0;0.0645161
lien hypertextes;0.355556;0.333333;0.363636;0;0.355556;0.355556
url;0.121212;0;0.125;0;0;0.121212
textuels;0.0333333;0;0;0;0;0
case à cocher;0.121212;0;0.125;0;0;0.121212
page web dynamique;0.0333333;0;0;0;0;0
post;0.121212;0;0.125;0.125;0;0
champ de saisie;0.355556;0.333333;0.363636;0;0.355556;0.355556
size;0.0645161;0;0;0;0.0645161;0
vide;0.0333333;0;0;0;0;0
liste déroulante;0.0645161;0;0.0666667;0;0;0
sélectionner;0.0333333;0;0;0;0;0
déclencher;0.0333333;0;0;0;0;0
réinitialisation;0.0645161;0.0588235;0;0;0;0
langage;0.355556;0.333333;0.363636;0;0.355556;0.355556
langage impératif;0.0333333;0;0;0;0;0
impératif;0.0333333;0;0;0;0;0
zones;0.0645161;0;0;0;0;0.0645161
utilisateur;0;0;0.0666667;0;0;0.0645161
affectation;0.121212;0.111111;0;0.125;0;0
booléen;0.333333;0.340426;0.340909;0.340909;0.333333;0
réalité;0.0333333;0;0;0;0;0
concatène;0.0333333;0;0;0;0;0
addition;0.0645161;0;0;0;0;0.0645161
soustraction;0.0645161;0;0;0;0;0.0645161
multiplié;0.0333333;0;0;0;0;0
modulo;0.0645161;0;0;0;0;0.0645161
égalité;0.0645161;0;0.0666667;0;0;0
logiques;0.355556;0.333333;0;0.363636;0.355556;0.355556
syntaxe;0.121212;0;0.125;0;0;0.121212
case;0.121212;0.111111;0;0;0;0.121212
personne;0;0;0.125;0;0.121212;0.121212
prenom;0.216216;0;0;0.222222;0.216216;0.216216
structure de contrôle;0.121212;0.111111;0;0;0;0.121212
définition;0.121212;0;0.125;0;0;0.121212
initialiser;0.121212;0.111111;0;0.125;0;0
dépendre;0.0333333;0;0;0;0;0
méthode post;0.355556;0.333333;0;0.363636;0.355556;0.355556
fermeture;0.216216;0;0.222222;0;0.216216;0.216216
passwd;0.0333333;0;0;0;0;0
machine;0.0333333;0;0;0;0;0
mysql;0;0;0;0;0;0.0333333
phase;0.0333333;0;0;0;0;0
être utile;0.0333333;0;0;0;0;0
boucle while;0.121212;0;0;0;0.121212;0.121212
euro;0.0333333;0;0;0;0;0
etc;0.0645161;0;0;0;0;0.0645161
programmation;0.216216;0.2;0.222222;0;0;0.216216
site;0;0;0.0666667;0;0;0.0645161
détruire;0.121212;0;0;0.125;0;0.121212
second;0.0645161;0;0;0;0;0.0645161
ordinateur;0.0645161;0;0;0;0;0.0645161
université de rouen;0;0.030303;0;0;0;0
langage de programmation;0;0.0588235;0.0666667;0;0;0
évolué;0;0.030303;0;0;0;0
crée;0;0.030303;0;0;0;0
langage de script;0;0;0;0.0344828;0;0
serveur;0;0;0.125;0;0.121212;0.121212
côté client;0;0.030303;0;0;0;0
manuel;0;0.030303;0;0;0;0
français;0;0.030303;0;0;0;0
typage;0;0.030303;0;0;0;0
attention;0;0.030303;0;0;0;0
faute de frappe;0;0.030303;0;0;0;0
entiers;0;0.111111;0;0.125;0;0.121212
3.14;0;0.030303;0;0;0;0
printf;0;0.0588235;0;0;0;0.0645161
comparaison;0;0.111111;0;0;0.121212;0.121212
switch;0;0.340426;0.340909;0.340909;0.333333;0.333333
expr;0;0.030303;0;0;0;0
spécifique;0;0.030303;0;0;0;0
foreach;0;0.2;0.222222;0.222222;0;0.216216
pointeur;0;0.030303;0;0;0;0
list;0;0.0588235;0;0;0;0.0645161
inverse;0;0.030303;0;0;0;0
trie;0;0.030303;0;0;0;0
concaténation;0;0.0588235;0;0;0;0.0645161
accès;0;0.030303;0;0;0;0
strcmp;0;0.030303;0;0;0;0
trim;0;0.0588235;0;0;0;0.0645161
casse;0;0.030303;0;0;0;0
occurence;0;0.030303;0;0;0;0
décompte;0;0.030303;0;0;0;0
valeur de retour;0;0.0588235;0;0;0;0.0645161
passage par référence;0;0.0588235;0.0666667;0;0;0
traiter;0;0.030303;0;0;0;0
méthode;0;0.340426;0.340909;0.340909;0.333333;0.333333
navigation;0;0.0588235;0.0666667;0;0;0
rouen;0;0.030303;0;0;0;0
code postal;0;0.030303;0;0;0;0
cle;0;0.111111;0.125;0;0;0.121212
mot;0;0.0588235;0.0666667;0;0;0
mot de passe;0;0.0588235;0;0;0.0645161;0
rows;0;0.0588235;0;0;0;0.0645161
bouton radio;0;0.030303;0;0;0;0
radio;0;0.111111;0.125;0;0;0.121212
multiple;0;0.0588235;0;0;0;0.0645161
touche ctrl;0;0.030303;0;0;0;0
transfert de fichier;0;0.030303;0;0;0;0
fread;0;0.0588235;0.0666667;0;0;0
fin de fichier;0;0.030303;0;0;0;0
existence;0;0.030303;0;0;0;0
carte d’identité;0;0.030303;0;0;0;0
mémoire vive;0;0.030303;0;0;0;0
vouloir;0;0.030303;0;0;0;0
session;0;0.030303;0;0;0;0
temps;0;0.2;0.222222;0.222222;0;0.216216
généralement;0;0.030303;0;0;0;0
min;0;0.030303;0;0;0;0
correct;0;0.030303;0;0;0;0
exe;0;0.030303;0;0;0;0
xhtml;0;0.030303;0;0;0;0
2.0;0;0.030303;0;0;0;0
programmation web;0;0;0.0344828;0;0;0
université antilles guyane;0;0;0.0344828;0;0;0
feuilles de style;0;0;0.0344828;0;0;0
pdf;0;0;0.0344828;0;0;0
capable;0;0;0.0344828;0;0;0
noël;0;0;0.0344828;0;0;0
client http;0;0;0.0344828;0;0;0
composer;0;0;0.0344828;0;0;0
recommandation w3c;0;0;0.0344828;0;0;0
w3c;0;0;0.0666667;0;0;0.0645161
head;0;0;0.0344828;0;0;0
information;0;0;0.0344828;0;0;0
êtres;0;0;0.0344828;0;0;0
doctype;0;0;0.125;0;0.121212;0.121212
structuration;0;0;0.0666667;0.0666667;0;0
sens;0;0;0.0666667;0;0.0645161;0
désormais;0;0;0.0344828;0;0;0
paragraphe;0;0;0.0344828;0;0;0
liste à puces;0;0;0.0344828;0;0;0
insertion;0;0;0.0344828;0;0;0
inline;0;0;0.0344828;0;0;0
uvre;0;0;0.0344828;0;0;0
h2;0;0;0.0344828;0;0;0
disponibilité;0;0;0.0344828;0;0;0
arial;0;0;0.0344828;0;0;0
times;0;0;0.0666667;0;0;0.0645161
chose;0;0;0.0344828;0;0;0
texte gras;0;0;0.0344828;0;0;0
rouge;0;0;0.0666667;0;0;0.0645161
abuser;0;0;0.0344828;0;0;0
css 3;0;0;0.0344828;0;0;0
souris;0;0;0.0344828;0;0;0
positionnement;0;0;0.0344828;0;0;0
anglais;0;0;0.0666667;0;0;0.0645161
dtd;0;0;0.0666667;0;0;0.0645161
charset;0;0;0.0344828;0;0;0
auto;0;0;0.0344828;0;0;0
droite;0;0;0.0344828;0;0;0
comportement;0;0;0.0666667;0;0;0.0645161
allonger;0;0;0.0344828;0;0;0
chevauchements;0;0;0.0344828;0;0;0
em;0;0;0.0344828;0;0;0
active server pages;0;0;0.0344828;0;0;0
microsoft;0;0;0.0666667;0;0;0.0645161
exécutable;0;0;0.0344828;0;0;0
connaissance;0;0;0.0344828;0;0;0
langage c;0;0;0.0666667;0;0;0.0645161
nécessaire;0;0;0.0344828;0;0;0
transtypage;0;0;0.0344828;0;0;0
sensibles;0;0;0.0344828;0;0;0
nombre à virgule flottante;0;0;0.0666667;0;0;0.0645161
c++;0;0;0.0344828;0;0;0
dictionnaires;0;0;0.0344828;0;0;0
table de hachage;0;0;0.0344828;0;0;0
hachage;0;0;0.0344828;0;0;0
bois;0;0;0.0344828;0;0;0
unset;0;0;0.0666667;0;0;0.0645161
couleur;0;0;0.0666667;0;0;0.0645161
ecrire;0;0;0.0666667;0;0;0.0645161
key;0;0;0.0344828;0;0;0
info;0;0;0.0344828;0;0;0
parcours;0;0;0.0344828;0;0;0
égales;0;0;0.0666667;0;0;0.0645161
pouvoir;0;0;0.0344828;0;0;0
valeur par défaut;0;0;0.0666667;0;0;0.0645161
httpd;0;0;0.0344828;0;0;0
statiques;0;0;0.0666667;0;0;0.0645161
sport;0;0;0.0666667;0;0;0.0645161
selection multiple;0;0;0.0344828;0;0;0
possibilité;0;0;0.0666667;0;0;0.0645161
bouton;0;0;0.0344828;0;0;0
saisir;0;0;0.0344828;0;0;0
nom;0;0;0.0344828;0;0;0
entrée standard;0;0;0.0344828;0;0;0
mode connecté;0;0;0.0344828;0;0;0
mozilla;0;0;0.0344828;0;0;0
placer;0;0;0.0344828;0;0;0
rattacher;0;0;0.0344828;0;0;0
durée de vie;0;0;0.0666667;0;0;0.0645161
façon;0;0;0.0666667;0;0;0.0645161
path;0;0;0.0344828;0;0;0
lire;0;0;0.0666667;0;0;0.0645161
authentification;0;0;0.0344828;0;0;0
banque;0;0;0.0344828;0;0;0
droit;0;0;0.0344828;0;0;0
nobody;0;0;0.0344828;0;0;0
basename;0;0;0.0344828;0;0;0
dirname;0;0;0.0344828;0;0;0
touch;0;0;0.0344828;0;0;0
copy;0;0;0.0344828;0;0;0
rename;0;0;0.0344828;0;0;0
umask;0;0;0.0344828;0;0;0
ascii;0;0;0.0344828;0;0;0
handle;0;0;0.0344828;0;0;0
friends;0;0;0.0344828;0;0;0
rappel;0;0;0.125;0.125;0;0.121212
sgbdr;0;0;0.0344828;0;0;0
logiciel libre;0;0;0;0.0344828;0;0
conception de site web;0;0;0;0.0344828;0;0
