X;C1.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
rename;0.333333;0.333333;0;0.333333;0.333333;0.333333
umask;0.333333;0.333333;0;0.333333;0.333333;0.333333
ascii;0.333333;0.333333;0;0.333333;0.333333;0.333333
afficher;0.2;0.2;0;0.2;0.2;0
handle;0.333333;0.333333;0;0.333333;0.333333;0.333333
friends;0.333333;0.333333;0;0.333333;0.333333;0.333333
rappel;0.111111;0.111111;0;0;0.111111;0
sgbdr;0.333333;0.333333;0;0.333333;0.333333;0.333333
logiciel libre;0.333333;0.333333;0.333333;0;0.333333;0.333333
conception de site web;0.333333;0.333333;0.333333;0;0.333333;0.333333
formulaire web;0.333333;0.333333;0.333333;0;0.333333;0.333333
envoyé;0.333333;0.333333;0.333333;0;0.333333;0.333333
inutile;0.333333;0.333333;0.333333;0;0.333333;0.333333
numérique;0.2;0.2;0.2;0;0.2;0
age;0.333333;0.333333;0.333333;0;0.333333;0.333333
chaîne;0.111111;0.111111;0.111111;0;0;0
marie;0.333333;0.333333;0.333333;0;0.333333;0.333333
super;0.333333;0.333333;0.333333;0;0.333333;0.333333
italie;0.333333;0.333333;0.333333;0;0.333333;0.333333
couple;0.333333;0.333333;0.333333;0;0.333333;0.333333
variables locales;0.333333;0.333333;0.333333;0;0.333333;0.333333
locales;0.333333;0.333333;0.333333;0;0.333333;0.333333
stocker;0.333333;0.333333;0.333333;0;0.333333;0.333333
variable globale;0.333333;0.333333;0.333333;0;0.333333;0.333333
header;0.2;0.2;0.2;0;0.2;0
autre;0.333333;0.333333;0.333333;0;0.333333;0.333333
généralité;0.333333;0.333333;0.333333;0;0.333333;0.333333
oublier;0.333333;0.333333;0.333333;0;0.333333;0.333333
time;0.333333;0.333333;0.333333;0;0.333333;0.333333
provenance;0.333333;0.333333;0.333333;0;0.333333;0.333333
tableau associatifs;0.333333;0.333333;0.333333;0;0.333333;0.333333
env;0.2;0.2;0.2;0;0.2;0
files;0.333333;0.333333;0.333333;0;0.333333;0.333333
attribution;0.333333;0.333333;0.333333;0;0.333333;0.333333
accéder;0.2;0.2;0.2;0;0.2;0
valeur;0.333333;0.333333;0.333333;0;0.333333;0.333333
visite;0.333333;0.333333;0.333333;0;0.333333;0.333333
màj;0.333333;0.333333;0.333333;0;0.333333;0.333333
site web dynamique;0.2;0.2;0.2;0.2;0;0
paris;0.2;0.2;0.2;0.2;0;0
séquence;0.2;0.2;0.2;0.2;0;0
invisible;0.333333;0.333333;0.333333;0.333333;0;0.333333
final;0.2;0.2;0.2;0.2;0;0
integer;0.333333;0.333333;0.333333;0.333333;0;0.333333
type de valeur;0.333333;0.333333;0.333333;0.333333;0;0.333333
opérateur;0.333333;0.333333;0.333333;0.333333;0;0.333333
message;0.333333;0.333333;0.333333;0.333333;0;0.333333
associa;0.333333;0.333333;0.333333;0.333333;0;0.333333
classe;0.2;0.2;0.2;0.2;0;0
héritage;0.2;0.2;0.2;0.2;0;0
class;0.2;0.2;0.2;0.2;0;0
opéra;0.333333;0.333333;0.333333;0.333333;0;0.333333
constructeur;0.2;0.2;0.2;0.2;0;0
manager;0.333333;0.333333;0.333333;0.333333;0;0.333333
champ;0.333333;0.333333;0.333333;0.333333;0;0.333333
limiter;0.333333;0.333333;0.333333;0.333333;0;0.333333
man;0.333333;0.333333;0.333333;0.333333;0;0.333333
femme;0.2;0.2;0.2;0.2;0;0
set;0.2;0.2;0.2;0.2;0;0
diagramme;0.333333;0.333333;0.333333;0.333333;0;0.333333
être;0.333333;0.333333;0.333333;0.333333;0;0.333333
prix unitaire;0.333333;0.333333;0.333333;0.333333;0;0.333333
boucle for;0.2;0.2;0.2;0.2;0;0
bienvenue;0.333333;0.333333;0.333333;0.333333;0;0.333333
ar;0.333333;0.333333;0.333333;0.333333;0;0.333333
bibliothèque;0.333333;0.333333;0.333333;0.333333;0;0.333333
disponibles;0.333333;0.333333;0.333333;0.333333;0;0.333333
mysqli;0.2;0.2;0.2;0.2;0;0
insert;0.2;0.2;0.2;0.2;0;0
travers;0.333333;0.333333;0.333333;0.333333;0;0.333333
host;0.2;0.2;0.2;0.2;0;0
sql;0.2;0.2;0.2;0.2;0;0
agit;0.333333;0.333333;0.333333;0.333333;0;0.333333
delete;0.333333;0.333333;0.333333;0.333333;0;0.333333
indépendante;0.333333;0.333333;0.333333;0.333333;0;0.333333
visiteur;0.2;0.2;0.2;0.2;0;0
ouverture de session;0.333333;0.333333;0.333333;0.333333;0;0.333333
uml;0.333333;0.333333;0.333333;0.333333;0;0.333333
page;0.333333;0.333333;0.333333;0.333333;0;0.333333
ici;0.333333;0.333333;0.333333;0.333333;0;0.333333
juste;0.333333;0.333333;0.333333;0.333333;0;0.333333
nouvelle ligne;0.333333;0.333333;0.333333;0.333333;0;0.333333
constante;0.333333;0.333333;0.333333;0.333333;0.333333;0
tim;0.333333;0.333333;0.333333;0.333333;0.333333;0
tim berners-lee;0.333333;0.333333;0.333333;0.333333;0.333333;0
héberger;0.333333;0.333333;0.333333;0.333333;0.333333;0
internet;0.333333;0.333333;0.333333;0.333333;0.333333;0
messagerie;0.333333;0.333333;0.333333;0.333333;0.333333;0
messagerie instantanée;0.333333;0.333333;0.333333;0.333333;0.333333;0
open source;0.333333;0.333333;0.333333;0.333333;0.333333;0
grand nombre;0.333333;0.333333;0.333333;0.333333;0.333333;0
facebook;0.333333;0.333333;0.333333;0.333333;0.333333;0
wikipédia;0.333333;0.333333;0.333333;0.333333;0.333333;0
configuration;0.333333;0.333333;0.333333;0.333333;0.333333;0
wamp;0.333333;0.333333;0.333333;0.333333;0.333333;0
mamp;0.333333;0.333333;0.333333;0.333333;0.333333;0
xampp;0.333333;0.333333;0.333333;0.333333;0.333333;0
editeur de texte;0.333333;0.333333;0.333333;0.333333;0.333333;0
styler;0.333333;0.333333;0.333333;0.333333;0.333333;0
variable de type;0.333333;0.333333;0.333333;0.333333;0.333333;0
base 10;0.333333;0.333333;0.333333;0.333333;0.333333;0
affiche;0.333333;0.333333;0.333333;0.333333;0.333333;0
opérateur logiques;0.333333;0.333333;0.333333;0.333333;0.333333;0
division;0.333333;0.333333;0.333333;0.333333;0.333333;0
valeur numérique;0.333333;0.333333;0.333333;0.333333;0.333333;0
inférieur;0.333333;0.333333;0.333333;0.333333;0.333333;0
système;0.333333;0.333333;0.333333;0.333333;0.333333;0
système d’exploitation;0.333333;0.333333;0.333333;0.333333;0.333333;0
linux;0.333333;0.333333;0.333333;0.333333;0.333333;0
sizeof;0.333333;0.333333;0.333333;0.333333;0.333333;0
globales;0.333333;0.333333;0.333333;0.333333;0.333333;0
conditionnel;0.333333;0.333333;0.333333;0.333333;0.333333;0
accepter;0.333333;0.333333;0.333333;0.333333;0.333333;0
cappuccino;0.333333;0.333333;0.333333;0.333333;0.333333;0
type de retour;0.333333;0.333333;0.333333;0.333333;0.333333;0
redéfinition;0.333333;0.333333;0.333333;0.333333;0.333333;0
récursives;0.333333;0.333333;0.333333;0.333333;0.333333;0
erreur de programmation;0.333333;0.333333;0.333333;0.333333;0.333333;0
entité;0.333333;0.333333;0.333333;0.333333;0.333333;0
entité html;0.333333;0.333333;0.333333;0.333333;0.333333;0
balise html;0.333333;0.333333;0.333333;0.333333;0.333333;0
contraire;0.333333;0.333333;0.333333;0.333333;0.333333;0
nombre premier;0.333333;0.333333;0.333333;0.333333;0.333333;0
coordonnées;0.333333;0.333333;0.333333;0.333333;0.333333;0
français;0.333333;0.333333;0.333333;0.333333;0.333333;0
pouvoir;0.333333;0.333333;0.333333;0.333333;0.333333;0
confidentiel;0.333333;0.333333;0.333333;0.333333;0.333333;0
adresse ip;0.333333;0.333333;0.333333;0.333333;0.333333;0
ip;0.333333;0.333333;0.333333;0.333333;0.333333;0
réutiliser;0.333333;0.333333;0.333333;0.333333;0.333333;0
endroit;0.333333;0.333333;0.333333;0.333333;0.333333;0
code;0.333333;0.333333;0.333333;0.333333;0.333333;0
survient;0.333333;0.333333;0.333333;0.333333;0.333333;0
ainsi;0.333333;0.333333;0.333333;0.333333;0.333333;0
démarrer;0.333333;0.333333;0.333333;0.333333;0.333333;0
infinité;0.333333;0.333333;0.333333;0.333333;0.333333;0
moindre;0.333333;0.333333;0.333333;0.333333;0.333333;0
avant;0.333333;0.333333;0.333333;0.333333;0.333333;0
seconde;0.333333;0.333333;0.333333;0.333333;0.333333;0
déconnexion;0.333333;0.333333;0.333333;0.333333;0.333333;0
visible;0.333333;0.333333;0.333333;0.333333;0.333333;0
poo;0.333333;0.333333;0.333333;0.333333;0.333333;0
classe type;0.333333;0.333333;0.333333;0.333333;0.333333;0
concept;0.333333;0.333333;0.333333;0.333333;0.333333;0
réutilisation;0.333333;0.333333;0.333333;0.333333;0.333333;0
caractéristique;0.333333;0.333333;0.333333;0.333333;0.333333;0
hériter;0.333333;0.333333;0.333333;0.333333;0.333333;0
final;0.333333;0.333333;0.333333;0.333333;0.333333;0
intrinsèque;0.333333;0.333333;0.333333;0.333333;0.333333;0
polymorphisme;0.333333;0.333333;0.333333;0.333333;0.333333;0
encapsulation;0.333333;0.333333;0.333333;0.333333;0.333333;0
public;0.333333;0.333333;0.333333;0.333333;0.333333;0
sommes;0.333333;0.333333;0.333333;0.333333;0.333333;0
self;0.333333;0.333333;0.333333;0.333333;0.333333;0
parent;0.333333;0.333333;0.333333;0.333333;0.333333;0
mère;0.333333;0.333333;0.333333;0.333333;0.333333;0
classe abstraite;0.333333;0.333333;0.333333;0.333333;0.333333;0
abstraite;0.333333;0.333333;0.333333;0.333333;0.333333;0
implémentation;0.333333;0.333333;0.333333;0.333333;0.333333;0
abstraire;0.333333;0.333333;0.333333;0.333333;0.333333;0
attribut;0.333333;0.333333;0.333333;0.333333;0.333333;0
dérivée;0.333333;0.333333;0.333333;0.333333;0.333333;0
logiciel système;0.333333;0.333333;0.333333;0.333333;0.333333;0
complexité;0.333333;0.333333;0.333333;0.333333;0.333333;0
postgresql;0.333333;0.333333;0.333333;0.333333;0.333333;0
mariadb;0.333333;0.333333;0.333333;0.333333;0.333333;0
relationnel;0.333333;0.333333;0.333333;0.333333;0.333333;0
modèle relationnel;0.333333;0.333333;0.333333;0.333333;0.333333;0
firebird;0.333333;0.333333;0.333333;0.333333;0.333333;0
ingres;0.333333;0.333333;0.333333;0.333333;0.333333;0
hsqldb;0.333333;0.333333;0.333333;0.333333;0.333333;0
oracle database;0.333333;0.333333;0.333333;0.333333;0.333333;0
microsoft sql server;0.333333;0.333333;0.333333;0.333333;0.333333;0
db2;0.333333;0.333333;0.333333;0.333333;0.333333;0
maxdb;0.333333;0.333333;0.333333;0.333333;0.333333;0
informix;0.333333;0.333333;0.333333;0.333333;0.333333;0
sybase;0.333333;0.333333;0.333333;0.333333;0.333333;0
zodb;0.333333;0.333333;0.333333;0.333333;0.333333;0
db4o;0.333333;0.333333;0.333333;0.333333;0.333333;0
berkeley db;0.333333;0.333333;0.333333;0.333333;0.333333;0
nosql;0.333333;0.333333;0.333333;0.333333;0.333333;0
cassandra;0.333333;0.333333;0.333333;0.333333;0.333333;0
redis;0.333333;0.333333;0.333333;0.333333;0.333333;0
bigtable;0.333333;0.333333;0.333333;0.333333;0.333333;0
couchdb;0.333333;0.333333;0.333333;0.333333;0.333333;0
hbase;0.333333;0.333333;0.333333;0.333333;0.333333;0
leveldb;0.333333;0.333333;0.333333;0.333333;0.333333;0
phpmyadmin;0.333333;0.333333;0.333333;0.333333;0.333333;0
hébergeur;0.333333;0.333333;0.333333;0.333333;0.333333;0
root;0.333333;0.333333;0.333333;0.333333;0.333333;0
libérer;0.333333;0.333333;0.333333;0.333333;0.333333;0
supprimer;0.333333;0.333333;0.333333;0.333333;0.333333;0
example.com;0.333333;0.333333;0.333333;0.333333;0.333333;0
aller;0.333333;0.333333;0.333333;0.333333;0.333333;0
transaction;0.333333;0.333333;0.333333;0.333333;0.333333;0
isolation;0.333333;0.333333;0.333333;0.333333;0.333333;0
durabilité;0.333333;0.333333;0.333333;0.333333;0.333333;0
électricité;0.333333;0.333333;0.333333;0.333333;0.333333;0
rollback;0.333333;0.333333;0.333333;0.333333;0.333333;0
système d;0.333333;0.333333;0.333333;0.333333;0.333333;0
verrou;0.333333;0.333333;0.333333;0.333333;0.333333;0
panne;0.333333;0.333333;0.333333;0.333333;0.333333;0
gérer;0.333333;0.333333;0.333333;0.333333;0.333333;0
moteur;0.333333;0.333333;0.333333;0.333333;0.333333;0
populaire;0.333333;0.333333;0.333333;0.333333;0.333333;0
ouvrir;0.333333;0.333333;0.333333;0.333333;0.333333;0
supporter;0.333333;0.333333;0.333333;0.333333;0.333333;0
null;0.333333;0.333333;0.333333;0.333333;0.333333;0
innodb;0.333333;0.333333;0.333333;0.333333;0.333333;0
specification;0.333333;0.333333;0.333333;0.333333;0.333333;0
cours en ligne;0.333333;0.333333;0.333333;0.333333;0.333333;0
