X;C1.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
page web;0;0;0;0;0.1;0
navigateur;0;0.222222;0;0.333333;0.25;0.263158
serveur web;0;0.266667;0.235294;0;0;0.235294
fichier;0.181818;0;0;0;0;0.133333
client;0.181818;0;0.133333;0;0;0
base de donnée;0;0;0.133333;0.181818;0;0
donnée;0;0.266667;0.235294;0.307692;0;0
php;0.307692;0;0.235294;0;0;0.235294
code;0;0;0.133333;0;0;0.133333
texte;0;0;0;0.181818;0;0.133333
concerner;0;0;0.133333;0.181818;0;0
délimiter;0;0;0.133333;0;0.181818;0
url;0.307692;0;0.235294;0;0;0.235294
case à cocher;0.307692;0;0.235294;0;0;0.235294
post;0;0.153846;0;0;0;0.133333
nombre;0;0;0.235294;0.307692;0.307692;0
text;0.307692;0.266667;0.235294;0;0;0
langage;0.230769;0;0;0;0.230769;0.25
utilisateur;0;0;0.133333;0;0;0.133333
case;0.307692;0.266667;0;0;0;0.235294
associer;0;0;0;0;0;0.0714286
personne;0;0;0.235294;0;0.307692;0.235294
méthode post;0;0.222222;0;0.333333;0.25;0.263158
mysql;0;0;0.0714286;0;0;0
salaire;0;0;0;0;0.1;0
jour;0.1;0;0;0;0;0
site;0.181818;0.153846;0;0;0;0
france;0;0.0833333;0;0;0;0
langage de script;0;0.0833333;0;0;0;0
interpréter;0;0;0;0;0.1;0
côté serveur;0;0;0;0;0;0.0714286
serveur;0;0;0.235294;0;0.307692;0.235294
typage;0;0;0;0.1;0;0
foreach;0;0.266667;0.235294;0;0;0.235294
list;0;0.153846;0;0;0;0.133333
cle;0;0.266667;0.235294;0;0;0.235294
mot;0;0.153846;0.133333;0;0;0
timestamp;0;0.0833333;0;0;0;0
session;0;0.153846;0.133333;0;0;0
afficher;0;0;0.0714286;0;0;0
chaîne;0;0;0;0;0.1;0
header;0;0;0;0;0;0.0714286
accéder;0;0;0;0;0;0.0714286
paris;0;0;0;0;0;0.0714286
classe;0;0;0;0;0;0.0714286
class;0;0;0;0;0;0.0714286
mysqli;0;0;0;0;0;0.0714286
visiteur;0;0;0;0;0.1;0
