X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
nobody;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
printf;0.111111;0;0;0.111111;0.111111;0.111111;0
dater;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
sql server;0.2;0;0.2;0.2;0.2;0.2;0
ecriture;0.111111;0;0.111111;0;0.111111;0.111111;0
exec;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
poo;0.2;0;0.2;0.2;0.2;0.2;0
classe;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
classe type;0.2;0;0.2;0.2;0.2;0.2;0
concept;0.2;0;0.2;0.2;0.2;0.2;0
héritage;0.111111;0;0.111111;0.111111;0.111111;0;0
encapsulation;0.2;0;0.2;0.2;0.2;0.2;0
caractéristique;0.2;0;0.2;0.2;0.2;0.2;0
hériter;0.2;0;0.2;0.2;0.2;0.2;0
polymorphisme;0.2;0;0.2;0.2;0.2;0.2;0
public;0.2;0;0.2;0.2;0.2;0.2;0
constructeur;0.111111;0;0.111111;0.111111;0.111111;0;0
importer;0.111111;0;0.111111;0;0.111111;0;0.111111
redéfinition;0.2;0;0.2;0.2;0.2;0.2;0
portée;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
double;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
self;0.2;0;0.2;0.2;0.2;0.2;0
dehors;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
uml;0.2;0;0.2;0.2;0.2;0;0.2
web;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
plugins;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
erreur;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
nécessaire;0.2;0;0.2;0;0.2;0.2;0.2
voir;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
juste;0.2;0;0.2;0.2;0.2;0;0.2
réduire;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
time;0.2;0;0.2;0.2;0;0.2;0.2
mettre;0.2;0;0.2;0;0.2;0.2;0.2
transaction;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
vente en ligne;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
isoler;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
bas niveau;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
process mining;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
commettre;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
validation;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
vouloir;0.2;0;0;0.2;0.2;0.2;0.2
rollback;0.2;0;0.2;0.2;0.2;0.2;0
généralement;0.2;0;0;0.2;0.2;0.2;0.2
mémoire ram;0.2;0;0;0.2;0.2;0.2;0.2
retrouver;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
cohérent;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
isolation;0.2;0;0.2;0.2;0.2;0.2;0
durabilité;0.2;0;0.2;0.2;0.2;0.2;0
jointures;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
correcte;0.2;0;0;0.2;0.2;0.2;0.2
finale;0.2;0;0.2;0.2;0.2;0.2;0
système d’exploitation;0.2;0;0.2;0.2;0.2;0.2;0
étrangères;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
innodb;0.2;0;0.2;0.2;0.2;0.2;0
modèle relationnel;0.2;0;0.2;0.2;0.2;0.2;0
relationnel;0.2;0;0.2;0.2;0.2;0.2;0
perdre;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
oublier;0.2;0;0.2;0.2;0;0.2;0.2
compatible;0.333333;0;0.333333;0.333333;0.333333;0.333333;0.333333
université de rouen;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
france;0.2;0.2;0;0.2;0;0.2;0.2
évolué;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
manuel;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
français;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
attention;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
faute de frappe;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
entiers;0.111111;0.111111;0;0.111111;0;0.111111;0
3.14;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
expr;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
spécifique;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
pointeur;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
list;0.111111;0.111111;0;0;0.111111;0.111111;0
inverse;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
trie;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
accès;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
strcmp;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
casse;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
occurence;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
décompte;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
valeur de retour;0.2;0.2;0;0.2;0.2;0.2;0
passage par référence;0.2;0.2;0;0;0.2;0.2;0.2
traiter;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
navigation;0.2;0.2;0;0;0.2;0.2;0.2
rouen;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
code postal;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
bouton radio;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
radio;0.111111;0.111111;0;0;0.111111;0.111111;0
multiple;0.2;0.2;0;0.2;0.2;0.2;0
touche ctrl;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
transfert de fichier;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
fread;0.2;0.2;0;0;0.2;0.2;0.2
fin de fichier;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
existence;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
carte d’identité;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
timestamp;0.2;0.2;0;0.2;0;0.2;0.2
min;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
exe;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
xhtml;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
2.0;0.333333;0.333333;0;0.333333;0.333333;0.333333;0.333333
université antilles guyane;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
feuilles de style;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
pdf;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
noël;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
client http;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
composer;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
recommandation w3c;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
information;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
êtres;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
structuration;0.2;0.2;0.2;0;0;0.2;0.2
désormais;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
liste à puces;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
inline;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
uvre;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
disponibilité;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
arial;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
chose;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
texte gras;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
rouge;0.2;0.2;0.2;0;0.2;0.2;0
abuser;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
css 3;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
souris;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
positionnement;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
anglais;0.2;0.2;0.2;0;0.2;0.2;0
charset;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
auto;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
droite;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
allonger;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
chevauchements;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
em;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
active server pages;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
microsoft;0.2;0.2;0.2;0;0.2;0.2;0
exécutable;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
connaissance;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
transtypage;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
sensibles;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
nombre à virgule flottante;0.2;0.2;0.2;0;0.2;0.2;0
c++;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
dictionnaires;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
table de hachage;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
bois;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
couleur;0.2;0.2;0.2;0;0.2;0.2;0
key;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
info;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
parcours;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
pouvoir;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
valeur par défaut;0.2;0.2;0.2;0;0.2;0.2;0
httpd;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
statiques;0.2;0.2;0.2;0;0.2;0.2;0
sport;0.2;0.2;0.2;0;0.2;0.2;0
selection multiple;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
bouton;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
saisir;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
nom;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
entrée standard;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
mode connecté;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
mozilla;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
rattacher;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
durée de vie;0.2;0.2;0.2;0;0.2;0.2;0
façon;0.2;0.2;0.2;0;0.2;0.2;0
path;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
authentification;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
banque;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
nobody;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
basename;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
dirname;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
touch;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
copy;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
rename;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
umask;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
ascii;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
friends;0.333333;0.333333;0.333333;0;0.333333;0.333333;0.333333
logiciel libre;0.333333;0.333333;0.333333;0.333333;0;0.333333;0.333333
