X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
page web statiques;0.0263158;0;0;0;0;0;0
fichier;0;0;0;0;0.0263158;0;0
disque dur;0.097561;0.0655738;0;0;0.097561;0;0
client serveur;0.097561;0.0655738;0;0;0;0;0.097561
donnée;0.0263158;0;0;0;0;0;0
ensemble;0.0512821;0.0338983;0;0;0;0;0
php;0;0;0;0;0.0263158;0;0
javascript;0.264151;0.225352;0.254237;0.27451;0;0;0.264151
perl;0.155556;0.125;0;0.162791;0;0;0.155556
python;0.0263158;0;0;0;0;0;0
java;0.177778;0.123077;0.153846;0;0.177778;0;0
code;0.097561;0;0.0833333;0;0.097561;0;0
code source;0.0263158;0;0;0;0;0;0
fichier texte;0.177778;0;0.153846;0.186047;0.177778;0;0
mise en forme;0.0512821;0;0;0.0540541;0;0;0
affichage;0.373134;0.382716;0.394366;0.384615;0.373134;0;0.333333
gras;0.0512821;0;0;0.0540541;0;0;0
chemin;0.097561;0.0655738;0;0;0;0;0.097561
lien hypertextes;0.31746;0.410959;0.343284;0.327869;0;0.275862;0.360656
textuels;0.0263158;0;0;0;0;0;0
page web dynamique;0.0263158;0;0;0;0;0;0
post;0.177778;0.123077;0;0.186047;0.177778;0;0
champ de saisie;0.31746;0.410959;0.343284;0.327869;0;0.275862;0.360656
size;0.0731707;0.0666667;0;0;0;0.09375;0
vide;0.0512821;0.0338983;0;0;0;0;0
liste déroulante;0.0512821;0;0;0.0540541;0;0;0
sélectionner;0.0512821;0.0338983;0;0;0;0;0
déclencher;0.0263158;0;0;0;0;0;0
réinitialisation;0.0512821;0;0.0434783;0;0;0;0
langage;0;0;0;0.0277778;0;0;0
langage impératif;0.0263158;0;0;0;0;0;0
impératif;0.0263158;0;0;0;0;0;0
zones;0.0512821;0;0;0;0;0;0.0512821
affectation;0.177778;0.123077;0.153846;0;0.177778;0;0
booléen;0.360656;0.391892;0.363636;0.35;0.360656;0.233333;0
réalité;0.0263158;0;0;0;0;0;0
concatène;0.0263158;0;0;0;0;0;0
addition;0.097561;0.0655738;0;0;0;0;0.097561
soustraction;0.097561;0.0655738;0;0;0;0;0.097561
multiplié;0.0263158;0;0;0;0;0;0
modulo;0.097561;0.0655738;0;0;0;0;0.097561
égalité;0.0512821;0;0;0.0540541;0;0;0
logiques;0.349206;0.438356;0.333333;0;0.349206;0.310345;0.370968
syntaxe;0.155556;0.125;0;0.162791;0;0;0.155556
prenom;0.215686;0.242424;0;0;0.215686;0.232558;0.24
structure de contrôle;0.097561;0;0.0833333;0;0;0;0.097561
définition;0.155556;0.125;0;0.162791;0;0;0.155556
initialiser;0.097561;0;0.0833333;0;0.097561;0;0
dépendre;0.0512821;0.0338983;0;0;0;0;0
méthode post;0.0263158;0;0;0;0;0;0
passwd;0.0263158;0;0;0;0;0;0
mysql;0;0.0338983;0;0;0;0;0.0512821
phase;0.0263158;0;0;0;0;0;0
être utile;0.0263158;0;0;0;0;0;0
boucle while;0.133333;0.126984;0;0;0;0.166667;0.159091
euro;0.0263158;0;0;0;0;0;0
etc;0.097561;0.0655738;0;0;0;0;0.097561
programmation;0.264151;0.225352;0.254237;0.27451;0;0;0.264151
site;0;0.0338983;0;0;0;0;0.0512821
détruire;0.155556;0.125;0;0;0.155556;0;0.155556
second;0.0512821;0;0;0;0;0;0.0512821
ordinateur;0.097561;0.0655738;0;0;0;0;0.097561
développement web;0;0.0338983;0;0.0540541;0;0;0
organisation;0;0.0172414;0;0;0;0;0
premier;0;0.0172414;0;0;0;0;0
devoir sur table;0;0.0172414;0;0;0;0;0
semaine;0;0.0172414;0;0;0;0;0
devoir maison;0;0.0172414;0;0;0;0;0
interrogation;0;0.0172414;0;0;0;0;0
générale;0;0.0172414;0;0;0;0;0
explication;0;0.0172414;0;0;0;0;0
front office;0;0.0172414;0;0;0;0;0
front;0;0.0172414;0;0;0;0;0
xamp;0;0.0338983;0;0;0;0;0.0512821
internet;0;0.0338983;0;0;0;0;0.0512821
faille de sécurité;0;0.0172414;0;0;0;0;0
sql;0;0.0655738;0;0;0;0.125;0.097561
concret;0;0.0172414;0;0;0;0;0
chaîne;0;0;0;0;0;0;0.0263158
head;0;0.0338983;0;0.0540541;0;0;0
informatique;0;0.0172414;0;0;0;0;0
doctype;0;0.126984;0;0.139535;0;0.166667;0.159091
w3c;0;0.0655738;0;0.102564;0;0;0.097561
dtd;0;0.0655738;0;0.102564;0;0;0.097561
firefox;0;0.0172414;0;0;0;0;0
internet explorer;0;0.0172414;0;0;0;0;0
internet explorer 9;0;0.0172414;0;0;0;0;0
recherche;0;0.0172414;0;0;0;0;0
descriptions;0;0.0172414;0;0;0;0;0
précision;0;0.0172414;0;0;0;0;0
paragraphe;0;0.0338983;0;0.0540541;0;0;0
h2;0;0.0338983;0;0.0540541;0;0;0
terme technique;0;0.0172414;0;0;0;0;0
tr;0;0.0172414;0;0;0;0;0
insertion;0;0.0338983;0;0.0540541;0;0;0
img;0;0.0172414;0;0;0;0;0
infobulle;0;0.0172414;0;0;0;0;0
balise html;0;0.0338983;0;0;0;0;0.0512821
