X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
page web;0;0;0;0;0;0.125;0
fichier;0;0;0;0;0;0;0.142857
client;0.333333;0;0;0.166667;0;0;0
base de donnée;0;0;0;0.166667;0.2;0;0
donnée;0;0;0.285714;0.285714;0.333333;0;0
php;0;0;0;0.166667;0;0;0.25
délimiter;0;0.333333;0;0.142857;0;0.3;0
post;0;0;0.166667;0;0;0;0.25
nombre;0;0.333333;0;0.25;0.285714;0.416667;0
méthode post;0;0;0.266667;0;0.307692;0.230769;0.25
machine;0;0.142857;0;0;0;0;0
mysql;0;0;0;0.0909091;0;0;0
salaire;0;0.142857;0;0;0;0;0
site;0.333333;0;0.166667;0;0;0;0
chaîne;0;0.25;0;0;0;0.222222;0
moteur;0;0.142857;0;0;0;0;0
langage de script;0;0.25;0.166667;0;0;0;0
opérateur;0;0.142857;0;0;0;0;0
super;0;0.142857;0;0;0;0;0
type;0;0;0;0;0.111111;0;0
foreach;0;0;0.285714;0.285714;0;0;0.4
transaction;0;0.142857;0;0;0;0;0
côté client;0;0.142857;0;0;0;0;0
bienvenue;0;0.142857;0;0;0;0;0
session;0;0;0;0.0909091;0;0;0
pouvoir;0;0.142857;0;0;0;0;0
france;0;0;0.0909091;0;0;0;0
timestamp;0;0;0.0909091;0;0;0;0
accéder;0;0;0;0;0;0;0.142857
