X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C9.csv
fichier;0;0;0;0;0;0.25
client;0.333333;0;0;0.285714;0;0
base de donnée;0;0;0;0.285714;0.333333;0
donnée;0;0;0.2;0.375;0.428571;0
post;0;0;0.25;0;0;0.4
mysql;0;0;0;0.166667;0;0
salaire;0;0.25;0;0;0;0
site;0.333333;0;0.25;0;0;0
langage de script;0;0.4;0.25;0;0;0
type;0;0;0;0;0.2;0
