X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
open source;0;0.031746;0;0;0;0;0.04
grand nombre;0;0.031746;0;0;0;0;0.04
facebook;0;0.031746;0;0;0;0;0.04
wikipédia;0;0.031746;0;0;0;0;0.04
installation;0;0.016129;0;0;0;0;0
wamp;0;0.031746;0;0;0;0;0.04
mamp;0;0.031746;0;0;0;0;0.04
éditeur de texte;0;0.031746;0;0;0;0;0.04
macos;0;0.016129;0;0;0;0;0
windows;0;0.016129;0;0;0;0;0
emacs;0;0.016129;0;0;0;0;0
nano;0;0.016129;0;0;0;0;0
langage c;0;0.0615385;0;0.0740741;0;0;0.0769231
attribut;0;0.031746;0;0;0;0;0.04
integer;0;0.031746;0;0;0;0.0425532;0
type;0;0.031746;0.0357143;0;0;0;0
concaténation;0;0.0615385;0.0689655;0;0;0;0.0769231
opérateur logiques;0;0.031746;0;0;0;0;0.04
multiplication;0;0.0615385;0;0.0740741;0;0;0.0769231
division;0;0.031746;0;0;0;0;0.04
valeur numérique;0;0.031746;0;0;0;0;0.04
comparaison;0;0.115942;0.129032;0;0;0.150943;0.142857
égal;0;0.0615385;0;0.0740741;0;0;0.0769231
inférieur;0;0.031746;0;0;0;0;0.04
mathématiques;0;0.016129;0;0;0;0;0
extraction;0;0.016129;0;0;0;0;0
procédural;0;0.016129;0;0;0;0;0
capables;0;0.031746;0;0.0384615;0;0;0
tableau associatifs;0;0.031746;0;0;0.04;0;0
hash;0;0.031746;0;0.0384615;0;0;0
sizeof;0;0.031746;0;0;0;0;0.04
foreach;0;0.031746;0;0;0.04;0;0
cle;0;0.115942;0.129032;0.137931;0;0;0.142857
rappel;0;0.115942;0;0.137931;0.142857;0;0.142857
serveur;0;0.115942;0;0.137931;0;0.150943;0.142857
unix;0;0.016129;0;0;0;0;0
page;0;0.016129;0;0;0;0;0
communication;0;0.016129;0;0;0;0;0
possibilité;0;0.0615385;0;0.0740741;0;0;0.0769231
interpréter;0;0.031746;0;0;0;0.0425532;0
linux;0;0.031746;0;0;0;0;0.04
line;0;0.016129;0;0;0;0;0
rows;0;0.0615385;0.0689655;0;0;0;0.0769231
query string;0;0.016129;0;0;0;0;0
clique;0;0.016129;0;0;0;0;0
analyser;0;0.016129;0;0;0;0;0
variables;0;0.016129;0;0;0;0;0
femme;0;0.0615385;0;0;0;0.0816327;0.0769231
ok;0;0.016129;0;0;0;0;0
droit;0;0.031746;0;0.0384615;0;0;0
générique;0;0.016129;0;0;0;0;0
échouer;0;0.016129;0;0;0;0;0
contacter;0;0.016129;0;0;0;0;0
pouvoir;0;0.016129;0;0;0;0;0
standard;0;0.016129;0;0;0;0;0
conditionnelles;0;0.031746;0;0;0;0;0.04
diagramme;0;0.031746;0;0;0;0.0425532;0
switch;0;0.336957;0.380952;0.365854;0.375;0.38961;0.375
bloc;0;0.016129;0;0;0;0;0
prix unitaire;0;0.031746;0;0;0;0.0425532;0
boucle for;0;0.0615385;0;0;0;0.0816327;0.0769231
répéter;0;0.031746;0;0;0;0;0.04
initialisation;0;0.016129;0;0;0;0;0
incrémentation;0;0.016129;0;0;0;0;0
mettre à jour;0;0.016129;0;0;0;0;0
col;0;0.016129;0;0;0;0;0
evaluation;0;0.016129;0;0;0;0;0
binôme;0;0.016129;0;0;0;0;0
classes;0;0.031746;0;0;0;0;0.04
class;0;0.031746;0;0;0;0;0.04
constantes;0;0.031746;0;0;0;0;0.04
créer;0;0.031746;0.0357143;0;0;0;0
mot;0;0.0615385;0.0689655;0.0740741;0;0;0
méthode;0;0;0.231884;0.227273;0.234375;0.245902;0.234375
env;0;0.0615385;0;0;0.0769231;0;0.0769231
session;0;0.031746;0.0357143;0;0;0;0
temps;0;0.207792;0.228571;0.242424;0.25;0;0.25
visiteur;0;0.031746;0;0;0;0.0425532;0
adresse ip;0;0.031746;0;0;0;0;0.04
ip;0;0.031746;0;0;0;0;0.04
réutilisation;0;0.031746;0;0;0;0;0.04
entité;0;0.031746;0;0;0;0;0.04
entité html;0;0.031746;0;0;0;0;0.04
afficher;0;0.031746;0;0.0384615;0;0;0
comportement;0;0.0615385;0;0.0740741;0;0;0.0769231
trim;0;0.0615385;0.0689655;0;0;0;0.0769231
séquence;0;0.0615385;0;0;0;0.0816327;0.0769231
bcd;0;0.016129;0;0;0;0;0
unset;0;0.0615385;0;0.0740741;0;0;0.0769231
vrai;0;0.016129;0;0;0;0;0
disponible;0;0.031746;0;0;0;0.0425532;0
vides;0;0.016129;0;0;0;0;0
possibles;0;0.016129;0;0;0;0;0
id;0;0.031746;0;0;0;0.0425532;0
essayer;0;0.016129;0;0;0;0;0
impossible;0;0.016129;0;0;0;0;0
mp4;0;0.016129;0;0;0;0;0
stream;0;0.016129;0;0;0;0;0
développement;0;0.016129;0;0;0;0;0
système de gestion;0;0.016129;0;0;0;0;0
dbms;0;0.031746;0;0.0384615;0;0;0
system;0;0.031746;0;0;0;0;0.04
logiciel système;0;0.031746;0;0;0;0;0.04
complexité;0;0.031746;0;0;0;0;0.04
postgresql;0;0.031746;0;0;0;0;0.04
mariadb;0;0.031746;0;0;0;0;0.04
coder;0;0.031746;0;0;0;0;0.04
handle;0;0.031746;0;0.0384615;0;0;0
bibliothèque;0;0.031746;0;0;0;0.0425532;0
connecteur;0;0.016129;0;0;0;0;0
mysqli;0;0.031746;0;0;0;0;0.04
pilote;0;0.016129;0;0;0;0;0
odbc;0;0.016129;0;0;0;0;0
phpmyadmin;0;0.031746;0;0;0;0;0.04
hébergeur;0;0.031746;0;0;0;0;0.04
insert;0;0.0615385;0;0;0;0.0816327;0.0769231
travers;0;0.031746;0;0;0;0.0425532;0
mdp;0;0.0615385;0.0689655;0;0;0.0816327;0
delete;0;0.031746;0;0;0;0.0425532;0
val;0;0.016129;0;0;0;0;0
debugger;0;0.016129;0;0;0;0;0
nobody;0;0.016129;0;0;0;0;0
printf;0;0.0615385;0.0689655;0;0;0;0.0769231
dater;0;0.016129;0;0;0;0;0
sql server;0;0.031746;0;0;0;0;0.04
ecriture;0;0.0615385;0;0.0740741;0;0;0.0769231
exec;0;0.016129;0;0;0;0;0
poo;0;0.031746;0;0;0;0;0.04
classe;0;0.016129;0;0;0;0;0
classe type;0;0.031746;0;0;0;0;0.04
concept;0;0.031746;0;0;0;0;0.04
héritage;0;0.0615385;0;0;0;0.0816327;0.0769231
encapsulation;0;0.031746;0;0;0;0;0.04
caractéristique;0;0.031746;0;0;0;0;0.04
hériter;0;0.031746;0;0;0;0;0.04
polymorphisme;0;0.031746;0;0;0;0;0.04
public;0;0.031746;0;0;0;0;0.04
constructeur;0;0.0615385;0;0;0;0.0816327;0.0769231
importer;0;0.0615385;0;0.0740741;0;0.0816327;0
redéfinition;0;0.031746;0;0;0;0;0.04
portée;0;0.016129;0;0;0;0;0
double;0;0.016129;0;0;0;0;0
self;0;0.031746;0;0;0;0;0.04
dehors;0;0.016129;0;0;0;0;0
uml;0;0.031746;0;0;0;0.0425532;0
web;0;0.016129;0;0;0;0;0
plugins;0;0.016129;0;0;0;0;0
erreur;0;0.016129;0;0;0;0;0
nécessaire;0;0.031746;0;0.0384615;0;0;0
voir;0;0.016129;0;0;0;0;0
juste;0;0.031746;0;0;0;0.0425532;0
réduire;0;0.016129;0;0;0;0;0
time;0;0.031746;0;0;0.04;0;0
mettre;0;0.031746;0;0.0384615;0;0;0
transaction;0;0.016129;0;0;0;0;0
vente en ligne;0;0.016129;0;0;0;0;0
isoler;0;0.016129;0;0;0;0;0
bas niveau;0;0.016129;0;0;0;0;0
process mining;0;0.016129;0;0;0;0;0
commettre;0;0.016129;0;0;0;0;0
validation;0;0.016129;0;0;0;0;0
vouloir;0;0.031746;0.0357143;0;0;0;0
rollback;0;0.031746;0;0;0;0;0.04
généralement;0;0.031746;0.0357143;0;0;0;0
mémoire ram;0;0.031746;0.0357143;0;0;0;0
retrouver;0;0.016129;0;0;0;0;0
cohérent;0;0.016129;0;0;0;0;0
isolation;0;0.031746;0;0;0;0;0.04
durabilité;0;0.031746;0;0;0;0;0.04
jointures;0;0.016129;0;0;0;0;0
correcte;0;0.031746;0.0357143;0;0;0;0
finale;0;0.031746;0;0;0;0;0.04
système d’exploitation;0;0.031746;0;0;0;0;0.04
étrangères;0;0.016129;0;0;0;0;0
innodb;0;0.031746;0;0;0;0;0.04
modèle relationnel;0;0.031746;0;0;0;0;0.04
relationnel;0;0.031746;0;0;0;0;0.04
perdre;0;0.016129;0;0;0;0;0
oublier;0;0.031746;0;0;0.04;0;0
compatible;0;0.016129;0;0;0;0;0
université de rouen;0;0;0.0181818;0;0;0;0
évolué;0;0;0.0181818;0;0;0;0
manuel;0;0;0.0181818;0;0;0;0
français;0;0;0.0181818;0;0;0;0
attention;0;0;0.0181818;0;0;0;0
faute de frappe;0;0;0.0181818;0;0;0;0
entiers;0;0;0.0689655;0;0.0769231;0;0.0769231
3.14;0;0;0.0181818;0;0;0;0
expr;0;0;0.0181818;0;0;0;0
spécifique;0;0;0.0181818;0;0;0;0
pointeur;0;0;0.0181818;0;0;0;0
list;0;0;0.0357143;0;0;0;0.04
inverse;0;0;0.0181818;0;0;0;0
trie;0;0;0.0181818;0;0;0;0
accès;0;0;0.0181818;0;0;0;0
strcmp;0;0;0.0181818;0;0;0;0
casse;0;0;0.0181818;0;0;0;0
occurence;0;0;0.0181818;0;0;0;0
décompte;0;0;0.0181818;0;0;0;0
valeur de retour;0;0;0.0357143;0;0;0;0.04
passage par référence;0;0;0.0357143;0.0384615;0;0;0
traiter;0;0;0.0181818;0;0;0;0
navigation;0;0;0.0357143;0.0384615;0;0;0
rouen;0;0;0.0181818;0;0;0;0
code postal;0;0;0.0181818;0;0;0;0
bouton radio;0;0;0.0181818;0;0;0;0
radio;0;0;0.0689655;0.0740741;0;0;0.0769231
multiple;0;0;0.0357143;0;0;0;0.04
touche ctrl;0;0;0.0181818;0;0;0;0
transfert de fichier;0;0;0.0181818;0;0;0;0
fread;0;0;0.0357143;0.0384615;0;0;0
fin de fichier;0;0;0.0181818;0;0;0;0
existence;0;0;0.0181818;0;0;0;0
carte d’identité;0;0;0.0181818;0;0;0;0
min;0;0;0.0181818;0;0;0;0
exe;0;0;0.0181818;0;0;0;0
xhtml;0;0;0.0181818;0;0;0;0
2.0;0;0;0.0181818;0;0;0;0
université antilles guyane;0;0;0;0.0196078;0;0;0
feuilles de style;0;0;0;0.0196078;0;0;0
pdf;0;0;0;0.0196078;0;0;0
noël;0;0;0;0.0196078;0;0;0
client http;0;0;0;0.0196078;0;0;0
composer;0;0;0;0.0196078;0;0;0
recommandation w3c;0;0;0;0.0196078;0;0;0
information;0;0;0;0.0196078;0;0;0
êtres;0;0;0;0.0196078;0;0;0
structuration;0;0;0;0.0384615;0.04;0;0
désormais;0;0;0;0.0196078;0;0;0
liste à puces;0;0;0;0.0196078;0;0;0
inline;0;0;0;0.0196078;0;0;0
uvre;0;0;0;0.0196078;0;0;0
disponibilité;0;0;0;0.0196078;0;0;0
arial;0;0;0;0.0196078;0;0;0
chose;0;0;0;0.0196078;0;0;0
texte gras;0;0;0;0.0196078;0;0;0
rouge;0;0;0;0.0384615;0;0;0.04
abuser;0;0;0;0.0196078;0;0;0
css 3;0;0;0;0.0196078;0;0;0
souris;0;0;0;0.0196078;0;0;0
positionnement;0;0;0;0.0196078;0;0;0
anglais;0;0;0;0.0384615;0;0;0.04
charset;0;0;0;0.0196078;0;0;0
auto;0;0;0;0.0196078;0;0;0
droite;0;0;0;0.0196078;0;0;0
allonger;0;0;0;0.0196078;0;0;0
chevauchements;0;0;0;0.0196078;0;0;0
em;0;0;0;0.0196078;0;0;0
active server pages;0;0;0;0.0196078;0;0;0
microsoft;0;0;0;0.0384615;0;0;0.04
exécutable;0;0;0;0.0196078;0;0;0
connaissance;0;0;0;0.0196078;0;0;0
transtypage;0;0;0;0.0196078;0;0;0
sensibles;0;0;0;0.0196078;0;0;0
nombre à virgule flottante;0;0;0;0.0384615;0;0;0.04
c++;0;0;0;0.0196078;0;0;0
dictionnaires;0;0;0;0.0196078;0;0;0
table de hachage;0;0;0;0.0196078;0;0;0
bois;0;0;0;0.0196078;0;0;0
couleur;0;0;0;0.0384615;0;0;0.04
key;0;0;0;0.0196078;0;0;0
info;0;0;0;0.0196078;0;0;0
parcours;0;0;0;0.0196078;0;0;0
pouvoir;0;0;0;0.0196078;0;0;0
valeur par défaut;0;0;0;0.0384615;0;0;0.04
httpd;0;0;0;0.0196078;0;0;0
statiques;0;0;0;0.0384615;0;0;0.04
sport;0;0;0;0.0384615;0;0;0.04
selection multiple;0;0;0;0.0196078;0;0;0
bouton;0;0;0;0.0196078;0;0;0
saisir;0;0;0;0.0196078;0;0;0
nom;0;0;0;0.0196078;0;0;0
entrée standard;0;0;0;0.0196078;0;0;0
mode connecté;0;0;0;0.0196078;0;0;0
mozilla;0;0;0;0.0196078;0;0;0
rattacher;0;0;0;0.0196078;0;0;0
durée de vie;0;0;0;0.0384615;0;0;0.04
façon;0;0;0;0.0384615;0;0;0.04
path;0;0;0;0.0196078;0;0;0
authentification;0;0;0;0.0196078;0;0;0
banque;0;0;0;0.0196078;0;0;0
nobody;0;0;0;0.0196078;0;0;0
basename;0;0;0;0.0196078;0;0;0
dirname;0;0;0;0.0196078;0;0;0
touch;0;0;0;0.0196078;0;0;0
copy;0;0;0;0.0196078;0;0;0
rename;0;0;0;0.0196078;0;0;0
umask;0;0;0;0.0196078;0;0;0
ascii;0;0;0;0.0196078;0;0;0
friends;0;0;0;0.0196078;0;0;0
logiciel libre;0;0;0;0;0.0204082;0;0
conception de site web;0;0;0;0;0.0204082;0;0
formulaire web;0;0;0;0;0.0204082;0;0
envoyé;0;0;0;0;0.0204082;0;0
inutile;0;0;0;0;0.0204082;0;0
numérique;0;0;0;0;0.04;0;0.04
age;0;0;0;0;0.0204082;0;0
marie;0;0;0;0;0.0204082;0;0
italie;0;0;0;0;0.0204082;0;0
couple;0;0;0;0;0.0204082;0;0
variables locales;0;0;0;0;0.0204082;0;0
locales;0;0;0;0;0.0204082;0;0
stocker;0;0;0;0;0.0204082;0;0
variable globale;0;0;0;0;0.0204082;0;0
autre;0;0;0;0;0.0204082;0;0
généralité;0;0;0;0;0.0204082;0;0
provenance;0;0;0;0;0.0204082;0;0
files;0;0;0;0;0.0204082;0;0
attribution;0;0;0;0;0.0204082;0;0
valeur;0;0;0;0;0.0204082;0;0
visite;0;0;0;0;0.0204082;0;0
màj;0;0;0;0;0.0204082;0;0
site web dynamique;0;0;0;0;0;0.0425532;0.04
invisible;0;0;0;0;0;0.0217391;0
final;0;0;0;0;0;0.0425532;0.04
type de valeur;0;0;0;0;0;0.0217391;0
message;0;0;0;0;0;0.0217391;0
associa;0;0;0;0;0;0.0217391;0
opéra;0;0;0;0;0;0.0217391;0
manager;0;0;0;0;0;0.0217391;0
champ;0;0;0;0;0;0.0217391;0
limiter;0;0;0;0;0;0.0217391;0
man;0;0;0;0;0;0.0217391;0
set;0;0;0;0;0;0.0425532;0.04
être;0;0;0;0;0;0.0217391;0
ar;0;0;0;0;0;0.0217391;0
agit;0;0;0;0;0;0.0217391;0
indépendante;0;0;0;0;0;0.0217391;0
page;0;0;0;0;0;0.0217391;0
ici;0;0;0;0;0;0.0217391;0
nouvelle ligne;0;0;0;0;0;0.0217391;0
tim;0;0;0;0;0;0;0.0204082
tim berners-lee;0;0;0;0;0;0;0.0204082
héberger;0;0;0;0;0;0;0.0204082
messagerie;0;0;0;0;0;0;0.0204082
messagerie instantanée;0;0;0;0;0;0;0.0204082
styler;0;0;0;0;0;0;0.0204082
variable de type;0;0;0;0;0;0;0.0204082
base 10;0;0;0;0;0;0;0.0204082
affiche;0;0;0;0;0;0;0.0204082
globales;0;0;0;0;0;0;0.0204082
accepter;0;0;0;0;0;0;0.0204082
cappuccino;0;0;0;0;0;0;0.0204082
type de retour;0;0;0;0;0;0;0.0204082
récursives;0;0;0;0;0;0;0.0204082
erreur de programmation;0;0;0;0;0;0;0.0204082
contraire;0;0;0;0;0;0;0.0204082
nombre premier;0;0;0;0;0;0;0.0204082
coordonnées;0;0;0;0;0;0;0.0204082
français;0;0;0;0;0;0;0.0204082
confidentiel;0;0;0;0;0;0;0.0204082
réutiliser;0;0;0;0;0;0;0.0204082
endroit;0;0;0;0;0;0;0.0204082
survient;0;0;0;0;0;0;0.0204082
ainsi;0;0;0;0;0;0;0.0204082
démarrer;0;0;0;0;0;0;0.0204082
infinité;0;0;0;0;0;0;0.0204082
moindre;0;0;0;0;0;0;0.0204082
avant;0;0;0;0;0;0;0.0204082
seconde;0;0;0;0;0;0;0.0204082
déconnexion;0;0;0;0;0;0;0.0204082
visible;0;0;0;0;0;0;0.0204082
intrinsèque;0;0;0;0;0;0;0.0204082
sommes;0;0;0;0;0;0;0.0204082
parent;0;0;0;0;0;0;0.0204082
mère;0;0;0;0;0;0;0.0204082
classe abstraite;0;0;0;0;0;0;0.0204082
abstraite;0;0;0;0;0;0;0.0204082
implémentation;0;0;0;0;0;0;0.0204082
abstraire;0;0;0;0;0;0;0.0204082
dérivée;0;0;0;0;0;0;0.0204082
firebird;0;0;0;0;0;0;0.0204082
ingres;0;0;0;0;0;0;0.0204082
hsqldb;0;0;0;0;0;0;0.0204082
oracle database;0;0;0;0;0;0;0.0204082
db2;0;0;0;0;0;0;0.0204082
maxdb;0;0;0;0;0;0;0.0204082
informix;0;0;0;0;0;0;0.0204082
sybase;0;0;0;0;0;0;0.0204082
zodb;0;0;0;0;0;0;0.0204082
db4o;0;0;0;0;0;0;0.0204082
berkeley db;0;0;0;0;0;0;0.0204082
nosql;0;0;0;0;0;0;0.0204082
cassandra;0;0;0;0;0;0;0.0204082
bigtable;0;0;0;0;0;0;0.0204082
couchdb;0;0;0;0;0;0;0.0204082
hbase;0;0;0;0;0;0;0.0204082
leveldb;0;0;0;0;0;0;0.0204082
root;0;0;0;0;0;0;0.0204082
libérer;0;0;0;0;0;0;0.0204082
supprimer;0;0;0;0;0;0;0.0204082
example.com;0;0;0;0;0;0;0.0204082
aller;0;0;0;0;0;0;0.0204082
électricité;0;0;0;0;0;0;0.0204082
système d;0;0;0;0;0;0;0.0204082
verrou;0;0;0;0;0;0;0.0204082
panne;0;0;0;0;0;0;0.0204082
gérer;0;0;0;0;0;0;0.0204082
populaire;0;0;0;0;0;0;0.0204082
ouvrir;0;0;0;0;0;0;0.0204082
supporter;0;0;0;0;0;0;0.0204082
null;0;0;0;0;0;0;0.0204082
specification;0;0;0;0;0;0;0.0204082
cours en ligne;0;0;0;0;0;0;0.0204082
