X;C1.csv;C10.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
page web;0;0.0166667;0;0;0;0;0
page web statiques;0.025;0;0;0;0;0;0
navigateur;0;0;0;0.0217391;0;0;0
serveur web;0.025;0;0;0;0;0;0
fichier;0;0;0;0;0.0425532;0.0454545;0
disque dur;0.0930233;0.0634921;0;0;0.0816327;0;0
client serveur;0.0930233;0.0634921;0;0;0;0;0.08
donnée;0.025;0;0;0;0;0;0
ensemble;0.0487805;0.0327869;0;0;0;0;0
php;0.0930233;0.0634921;0;0;0.0816327;0;0
javascript;0.254545;0.219178;0.220588;0.229508;0;0;0.225806
perl;0.148936;0.121212;0;0.132075;0;0;0.12963
python;0.025;0;0;0;0;0;0
java;0.170213;0.119403;0.131148;0;0.150943;0;0
code;0.0930233;0;0.0701754;0;0.0816327;0;0
code source;0.025;0;0;0;0;0;0
fichier texte;0.170213;0;0.131148;0.150943;0.150943;0;0
texte;0;0;0.0701754;0.0816327;0;0;0.08
mise en forme;0.0487805;0;0;0.0425532;0;0;0
commentaire;0.2;0.228571;0;0.220339;0;0.210526;0.216667
affichage;0.352113;0.364706;0.358025;0.36;0.36;0;0.320513
gras;0.0487805;0;0;0.0425532;0;0;0
fois;0.254545;0.219178;0.220588;0;0.229508;0;0.225806
chemin;0.0930233;0.0634921;0;0;0;0;0.08
lien hypertextes;0.309859;0.395062;0.3375;0.356164;0;0.333333;0.351351
url;0.148936;0.121212;0;0.132075;0;0;0.12963
textuels;0.025;0;0;0;0;0;0
page web dynamique;0.025;0;0;0;0;0;0
post;0.170213;0.119403;0;0.150943;0.150943;0;0
champ de saisie;0.309859;0.395062;0.3375;0.356164;0;0.333333;0.351351
size;0.0697674;0.0645161;0;0;0;0.0652174;0
vide;0.0487805;0.0327869;0;0;0;0;0
liste déroulante;0.0487805;0;0;0.0425532;0;0;0
sélectionner;0.0487805;0.0327869;0;0;0;0;0
déclencher;0.025;0;0;0;0;0;0
réinitialisation;0.0487805;0;0.0363636;0;0;0;0
langage;0;0;0.0363636;0.0425532;0;0;0
langage impératif;0.025;0;0;0;0;0;0
impératif;0.025;0;0;0;0;0;0
zones;0.0487805;0;0;0;0;0;0.0416667
affectation;0.170213;0.119403;0.131148;0;0.150943;0;0
booléen;0.333333;0.365854;0.358974;0.342466;0.342466;0.283784;0
réalité;0.025;0;0;0;0;0;0
concatène;0.025;0;0;0;0;0;0
addition;0.0930233;0.0634921;0;0;0;0;0.08
soustraction;0.0930233;0.0634921;0;0;0;0;0.08
multiplié;0.025;0;0;0;0;0;0
modulo;0.0930233;0.0634921;0;0;0;0;0.08
égalité;0.0487805;0;0;0.0425532;0;0;0
logiques;0.309859;0.395062;0.3375;0;0.356164;0.333333;0.351351
syntaxe;0.148936;0.121212;0;0.132075;0;0;0.12963
case;0.170213;0.119403;0.131148;0;0;0;0.148148
personne;0;0.119403;0;0.150943;0;0.16;0.148148
prenom;0.2;0.228571;0;0;0.220339;0.210526;0.216667
structure de contrôle;0.0930233;0;0.0701754;0;0;0;0.08
définition;0.148936;0.121212;0;0.132075;0;0;0.12963
initialiser;0.0930233;0;0.0701754;0;0.0816327;0;0
dépendre;0.0487805;0.0327869;0;0;0;0;0
méthode post;0.025;0;0;0;0;0;0
fermeture;0.2;0.228571;0;0.220339;0;0.210526;0.216667
passwd;0.025;0;0;0;0;0;0
mysql;0;0.0327869;0;0;0;0;0.0416667
salaire;0;0;0;0;0;0.0232558;0
phase;0.025;0;0;0;0;0;0
être utile;0.025;0;0;0;0;0;0
boucle while;0.12766;0.123077;0;0;0;0.12;0.132075
euro;0.025;0;0;0;0;0;0
