X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.0540541 ; 0 ; 0.0547945 ; 0 ; 0 ; 0 ; 0.0408163 ; 0
mysql bn:01225760n ; 0 ; 0.254717 ; 0.267327 ; 0.278846 ; 0.245763 ; 0.252252 ; 0.254098 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.103896 ; 0 ; 0 ; 0.0909091 ; 0.0784314 ; 0.101266
fichier bn:00021475n ; 0.102564 ; 0 ; 0 ; 0 ; 0 ; 0.0909091 ; 0.0784314 ; 0.101266
données bn:00025314n ; 0 ; 0 ; 0.176471 ; 0.166667 ; 0.15534 ; 0.15625 ; 0 ; 0.172414
types bn:00016413n ; 0.353846 ; 0.374046 ; 0 ; 0.323529 ; 0.385714 ; 0.398496 ; 0.351351 ; 0.340909
session bn:03751534n ; 0.186047 ; 0 ; 0 ; 0.177778 ; 0.153846 ; 0.166667 ; 0.145455 ; 0
base de donnees bn:00025333n ; 0 ; 0 ; 0.176471 ; 0.166667 ; 0.15534 ; 0.15625 ; 0 ; 0.172414
entités bn:00031027n ; 0 ; 0.235849 ; 0.247525 ; 0 ; 0.25 ; 0.245455 ; 0.258333 ; 0.267327
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0434783 ; 0.047619 ; 0 ; 0.0533333
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0833333 ; 0.0909091 ; 0.0784314 ; 0.101266
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0512821 ; 0 ; 0.047619 ; 0.0408163 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0512821 ; 0 ; 0.047619 ; 0 ; 0.0533333
sélectionner bn:00084931v ; 0 ; 0.0512821 ; 0 ; 0 ; 0 ; 0 ; 0.0408163 ; 0.0533333
post bn:01500184n ; 0.294118 ; 0.283019 ; 0 ; 0 ; 0.25 ; 0.290909 ; 0.248 ; 0.291262
méthode get bn:00045088n ; 0.22549 ; 0 ; 0.265306 ; 0.240385 ; 0.243478 ; 0 ; 0.241667 ; 0.235294
code bn:00020354n ; 0.186047 ; 0.177778 ; 0 ; 0 ; 0 ; 0.166667 ; 0.145455 ; 0.183908
utilisateur bn:00079373n ; 0.346457 ; 0.346154 ; 0.29771 ; 0 ; 0.35 ; 0.350746 ; 0.402878 ; 0.365079
afficher bn:00087013v ; 0.162791 ; 0 ; 0.164706 ; 0 ; 0.145631 ; 0 ; 0.148148 ; 0.16092
nécessaire bn:00107182a ; 0 ; 0.097561 ; 0 ; 0 ; 0.0833333 ; 0 ; 0.0784314 ; 0.101266
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0208333 ; 0.0273973
fois bn:00032768n ; 0.353846 ; 0.374046 ; 0 ; 0.323529 ; 0.385714 ; 0.398496 ; 0.351351 ; 0.340909
programmation bn:00021493n ; 0.26 ; 0.25 ; 0.25 ; 0.262136 ; 0 ; 0.236364 ; 0.25 ; 0
class bn:03598962n ; 0.102564 ; 0.097561 ; 0 ; 0.097561 ; 0 ; 0.0909091 ; 0 ; 0
commentaires bn:00020978n ; 0.186047 ; 0.177778 ; 0 ; 0.177778 ; 0.153846 ; 0.166667 ; 0 ; 0
composer bn:14766022n ; 0.164706 ; 0.157303 ; 0.152941 ; 0 ; 0 ; 0 ; 0.149533 ; 0.149425
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0263158 ; 0 ; 0.0243902 ; 0 ; 0
syntaxe bn:00062118n ; 0.353846 ; 0.374046 ; 0 ; 0.323529 ; 0.385714 ; 0.398496 ; 0.351351 ; 0.340909
personne bn:00046516n ; 0.0540541 ; 0 ; 0 ; 0 ; 0.0434783 ; 0.047619 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0140845 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
définition bn:00025928n ; 0.305344 ; 0 ; 0.349206 ; 0.346154 ; 0.389706 ; 0.340741 ; 0.382979 ; 0.34375
langage bn:00049910n ; 0 ; 0.166667 ; 0 ; 0.166667 ; 0.15534 ; 0.15625 ; 0 ; 0.172414
mise bn:00016287n ; 0.102564 ; 0.097561 ; 0 ; 0 ; 0.0833333 ; 0 ; 0.0784314 ; 0
mode bn:00033729n ; 0.353846 ; 0.374046 ; 0 ; 0.323529 ; 0.385714 ; 0.398496 ; 0.351351 ; 0.340909
configuration bn:03088982n ; 0.186047 ; 0.177778 ; 0.188235 ; 0.177778 ; 0.153846 ; 0 ; 0 ; 0
xml bn:02771436n ; 0.102564 ; 0 ; 0.103896 ; 0 ; 0.0833333 ; 0 ; 0.0784314 ; 0
web bn:00080772n ; 0 ; 0.177778 ; 0 ; 0.177778 ; 0.153846 ; 0 ; 0.145455 ; 0.183908
méthode bn:01641329n ; 0.102564 ; 0 ; 0 ; 0.097561 ; 0 ; 0.0909091 ; 0.0784314 ; 0
bits bn:00010731n ; 0.174419 ; 0.166667 ; 0 ; 0 ; 0.144231 ; 0.168421 ; 0 ; 0.172414
foreach bn:03463379n ; 0.294118 ; 0.283019 ; 0 ; 0 ; 0.25 ; 0.290909 ; 0.248 ; 0.291262
pouvoir bn:00084450v ; 0.0277778 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.3 ; 0.273585 ; 0.273504 ; 0.258929 ; 0.24 ; 0.281553
varchar bn:01838409n ; 0.102564 ; 0 ; 0 ; 0.097561 ; 0.0833333 ; 0.0909091 ; 0 ; 0
timestamp bn:03603649n ; 0.102564 ; 0.097561 ; 0 ; 0 ; 0 ; 0.0909091 ; 0.0784314 ; 0
easyphp bn:14837849n ; 0.102564 ; 0.097561 ; 0 ; 0.097561 ; 0.0833333 ; 0 ; 0 ; 0
insert bn:03795444n ; 0.102564 ; 0.097561 ; 0 ; 0.097561 ; 0.0833333 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.177778 ; 0 ; 0 ; 0.153846 ; 0.166667 ; 0.145455 ; 0.183908
public bn:00109211a ; 0.186047 ; 0.177778 ; 0 ; 0 ; 0.153846 ; 0.166667 ; 0.145455 ; 0
en-tête bn:00043309n ; 0 ; 0.155556 ; 0.164706 ; 0 ; 0.145631 ; 0 ; 0.148148 ; 0.16092
client bn:00019764n ; 0 ; 0.097561 ; 0.103896 ; 0.097561 ; 0.0833333 ; 0 ; 0 ; 0
java bn:00048043n ; 0 ; 0.254717 ; 0.267327 ; 0.278846 ; 0.245763 ; 0.252252 ; 0.254098 ; 0
file bn:00065682n ; 0 ; 0.155556 ; 0.164706 ; 0.168539 ; 0 ; 0 ; 0.148148 ; 0.16092
echo bn:03626250n ; 0 ; 0.0512821 ; 0 ; 0.0512821 ; 0 ; 0 ; 0.0408163 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.028169 ; 0 ; 0 ; 0 ; 0.0208333 ; 0
void bn:01326821n ; 0 ; 0.0133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0.254717 ; 0.267327 ; 0.278846 ; 0.245763 ; 0.252252 ; 0.254098 ; 0
exception bn:00032118n ; 0 ; 0.0263158 ; 0.028169 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0222222 ; 0.0243902 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0133333 ; 0 ; 0 ; 0 ; 0
