X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.15 ; 0 ; 0.1875 ; 0 ; 0 ; 0 ; 0.153846 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.3 ; 0 ; 0 ; 0.171429 ; 0.233333 ; 0.258065
fichier bn:00021475n ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0.205882 ; 0.275862 ; 0.181818
données bn:00025314n ; 0 ; 0 ; 0 ; 0.192308 ; 0.222222 ; 0.25 ; 0 ; 0.1875
base de donnees bn:00025333n ; 0 ; 0 ; 0.2 ; 0.2 ; 0.266667 ; 0.285714 ; 0 ; 0.30303
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0.129032 ; 0 ; 0.137931
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.214286 ; 0.205882 ; 0.193548 ; 0.258065
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.181818 ; 0 ; 0.129032 ; 0.148148 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.136364 ; 0 ; 0.133333 ; 0 ; 0.103448
sélectionner bn:00084931v ; 0 ; 0.190476 ; 0 ; 0 ; 0 ; 0 ; 0.148148 ; 0.137931
code bn:00020354n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0416667 ; 0
afficher bn:00087013v ; 0.214286 ; 0 ; 0.304348 ; 0 ; 0.1875 ; 0 ; 0.28125 ; 0.264706
nécessaire bn:00107182a ; 0 ; 0.291667 ; 0 ; 0 ; 0.214286 ; 0 ; 0.193548 ; 0.258065
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.08 ; 0.0740741
class bn:03598962n ; 0.217391 ; 0.208333 ; 0 ; 0.25 ; 0 ; 0.181818 ; 0 ; 0
commentaires bn:00020978n ; 0.285714 ; 0.275862 ; 0 ; 0.310345 ; 0.25 ; 0.305556 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.1 ; 0 ; 0.0689655 ; 0 ; 0
personne bn:00046516n ; 0.2 ; 0 ; 0 ; 0 ; 0.166667 ; 0.129032 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0.266667 ; 0 ; 0.3 ; 0.322581 ; 0.297297 ; 0 ; 0.243243
méthode bn:01641329n ; 0.25 ; 0 ; 0 ; 0.230769 ; 0 ; 0.242424 ; 0.233333 ; 0
pouvoir bn:00084450v ; 0.111111 ; 0.105263 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0555556 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0.190476 ; 0 ; 0.181818 ; 0 ; 0 ; 0.148148 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0.08 ; 0
void bn:01326821n ; 0 ; 0.0555556 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.105263 ; 0.142857 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0909091 ; 0.0689655 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0384615
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0357143 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0.136364 ; 0 ; 0.133333 ; 0 ; 0.103448
