X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.45 ; 0.272727 ; 0.26087 ; 0.2 ; 0.0555556 ; 0.352941 ; 0.0555556
C15 ; 0.45 ; 1 ; 0.285714 ; 0.272727 ; 0.210526 ; 0.125 ; 0.157895 ; 0.0588235
C17 ; 0.272727 ; 0.285714 ; 1 ; 0.227273 ; 0.222222 ; 0.0625 ; 0.166667 ; 0.133333
C19 ; 0.26087 ; 0.272727 ; 0.227273 ; 1 ; 0.210526 ; 0.125 ; 0.157895 ; 0.0588235
C3 ; 0.2 ; 0.210526 ; 0.222222 ; 0.210526 ; 1 ; 0.0833333 ; 0.133333 ; 0.181818
C5 ; 0.0555556 ; 0.125 ; 0.0625 ; 0.125 ; 0.0833333 ; 1 ; 0.0909091 ; 0.142857
C6 ; 0.352941 ; 0.157895 ; 0.166667 ; 0.157895 ; 0.133333 ; 0.0909091 ; 1 ; 0.0909091
CJA ; 0.0555556 ; 0.0588235 ; 0.133333 ; 0.0588235 ; 0.181818 ; 0.142857 ; 0.0909091 ; 1
