X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.137931 ; 0.12 ; 0.172414 ; 0.16129 ; 0.264706 ; 0.258065 ; 0.108108
C15 ; 0.137931 ; 1 ; 0.0740741 ; 0.296296 ; 0.233333 ; 0.157895 ; 0.142857 ; 0.166667
C17 ; 0.12 ; 0.0740741 ; 1 ; 0.0714286 ; 0.142857 ; 0.114286 ; 0.206897 ; 0.275862
C19 ; 0.172414 ; 0.296296 ; 0.0714286 ; 1 ; 0.225806 ; 0.451613 ; 0.138889 ; 0.131579
C3 ; 0.16129 ; 0.233333 ; 0.142857 ; 0.225806 ; 1 ; 0.305556 ; 0.131579 ; 0.363636
C5 ; 0.264706 ; 0.157895 ; 0.114286 ; 0.451613 ; 0.305556 ; 1 ; 0.219512 ; 0.3
C6 ; 0.258065 ; 0.142857 ; 0.206897 ; 0.138889 ; 0.131579 ; 0.219512 ; 1 ; 0.333333
CJA ; 0.108108 ; 0.166667 ; 0.275862 ; 0.131579 ; 0.363636 ; 0.3 ; 0.333333 ; 1
