X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.0517241 ; 0 ; 0.0517241 ; 0 ; 0 ; 0 ; 0.0689655 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.103448 ; 0 ; 0 ; 0.103448 ; 0.12069 ; 0.137931
fichier bn:00021475n ; 0.103448 ; 0 ; 0 ; 0 ; 0 ; 0.12069 ; 0.137931 ; 0.103448
données bn:00025314n ; 0 ; 0 ; 0 ; 0.0862069 ; 0.103448 ; 0.137931 ; 0 ; 0.103448
base de donnees bn:00025333n ; 0 ; 0 ; 0.0862069 ; 0.103448 ; 0.137931 ; 0.172414 ; 0 ; 0.172414
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0689655 ; 0.0689655 ; 0 ; 0.0689655
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.103448 ; 0.12069 ; 0.103448 ; 0.137931
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0689655 ; 0 ; 0.0689655 ; 0.0689655 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0517241 ; 0 ; 0.0689655 ; 0 ; 0.0517241
sélectionner bn:00084931v ; 0 ; 0.0689655 ; 0 ; 0 ; 0 ; 0 ; 0.0689655 ; 0.0689655
code bn:00020354n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0172414 ; 0
afficher bn:00087013v ; 0.103448 ; 0 ; 0.12069 ; 0 ; 0.103448 ; 0 ; 0.155172 ; 0.155172
nécessaire bn:00107182a ; 0 ; 0.12069 ; 0 ; 0 ; 0.103448 ; 0 ; 0.103448 ; 0.137931
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0344828 ; 0.0344828
class bn:03598962n ; 0.0862069 ; 0.0862069 ; 0 ; 0.103448 ; 0 ; 0.103448 ; 0 ; 0
commentaires bn:00020978n ; 0.137931 ; 0.137931 ; 0 ; 0.155172 ; 0.137931 ; 0.189655 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0344828 ; 0 ; 0.0344828 ; 0 ; 0
personne bn:00046516n ; 0.0689655 ; 0 ; 0 ; 0 ; 0.0689655 ; 0.0689655 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0172414 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0.137931 ; 0 ; 0.155172 ; 0.172414 ; 0.189655 ; 0 ; 0.155172
méthode bn:01641329n ; 0.103448 ; 0 ; 0 ; 0.103448 ; 0 ; 0.137931 ; 0.12069 ; 0
pouvoir bn:00084450v ; 0.0344828 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0172414 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0.0689655 ; 0 ; 0.0689655 ; 0 ; 0 ; 0.0689655 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.0344828 ; 0 ; 0 ; 0 ; 0.0344828 ; 0
void bn:01326821n ; 0 ; 0.0172414 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.0344828 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0344828 ; 0.0344828 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0172414 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0172414 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0172414
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0172414 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0.0517241 ; 0 ; 0.0689655 ; 0 ; 0.0517241
