X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.16 ; 0.0344828 ; 0.125 ; 0.0434783 ; 0.0769231 ; 0.137931 ; 0.0540541 ; 0.131579 ; 0.142857 ; 0.1 ; 0.0833333 ; 0.105263 ; 0.047619 ; 0.15 ; 0.0625 ; 0.0833333 ; 0.151515
C11 ; 0.16 ; 1 ; 0.0740741 ; 0.0833333 ; 0.0454545 ; 0.227273 ; 0.0666667 ; 0.151515 ; 0.272727 ; 0.0333333 ; 0.0666667 ; 0.0869565 ; 0.111111 ; 0.05 ; 0.294118 ; 0.03125 ; 0.0555556 ; 0.37037
C12 ; 0.0344828 ; 0.0740741 ; 1 ; 0.0384615 ; 0.0909091 ; 0.037037 ; 0.1 ; 0.21875 ; 0.102564 ; 0.0322581 ; 0.137931 ; 0.0833333 ; 0.235294 ; 0.222222 ; 0.0454545 ; 0.133333 ; 0.0540541 ; 0.117647
C13 ; 0.125 ; 0.0833333 ; 0.0384615 ; 1 ; 0.105263 ; 0.0869565 ; 0.0714286 ; 0.0588235 ; 0.111111 ; 0.0740741 ; 0.153846 ; 0.0952381 ; 0.0588235 ; 0.117647 ; 0.111111 ; 0.192308 ; 0.2 ; 0.129032
C14 ; 0.0434783 ; 0.0454545 ; 0.0909091 ; 0.105263 ; 1 ; 0.047619 ; 0.08 ; 0.137931 ; 0.0277778 ; 0.0833333 ; 0.08 ; 0.111111 ; 0.153846 ; 0.142857 ; 0.0625 ; 0.037037 ; 0.137931 ; 0.0666667
C15 ; 0.0769231 ; 0.227273 ; 0.037037 ; 0.0869565 ; 0.047619 ; 1 ; 0.0689655 ; 0.121212 ; 0.138889 ; 0.153846 ; 0.148148 ; 0.2 ; 0.0555556 ; 0.0526316 ; 0.3125 ; 0.0322581 ; 0.0571429 ; 0.2
C16 ; 0.137931 ; 0.0666667 ; 0.1 ; 0.0714286 ; 0.08 ; 0.0689655 ; 1 ; 0.05 ; 0.179487 ; 0.129032 ; 0.16129 ; 0.0740741 ; 0.0434783 ; 0.0869565 ; 0.04 ; 0.121212 ; 0.135135 ; 0.108108
C17 ; 0.0540541 ; 0.151515 ; 0.21875 ; 0.0588235 ; 0.137931 ; 0.121212 ; 0.05 ; 1 ; 0.181818 ; 0.108108 ; 0.235294 ; 0.206897 ; 0.0714286 ; 0.0333333 ; 0.0666667 ; 0.0487805 ; 0.0666667 ; 0.205128
C18 ; 0.131579 ; 0.272727 ; 0.102564 ; 0.111111 ; 0.0277778 ; 0.138889 ; 0.179487 ; 0.181818 ; 1 ; 0.0465116 ; 0.210526 ; 0.114286 ; 0.030303 ; 0.0606061 ; 0.2 ; 0.119048 ; 0.0833333 ; 0.275
C19 ; 0.142857 ; 0.0333333 ; 0.0322581 ; 0.0740741 ; 0.0833333 ; 0.153846 ; 0.129032 ; 0.108108 ; 0.0465116 ; 1 ; 0.0606061 ; 0.0769231 ; 0.0952381 ; 0.0434783 ; 0.0416667 ; 0.241379 ; 0.205882 ; 0.0526316
C2 ; 0.1 ; 0.0666667 ; 0.137931 ; 0.153846 ; 0.08 ; 0.148148 ; 0.16129 ; 0.235294 ; 0.210526 ; 0.0606061 ; 1 ; 0.0740741 ; 0.0434783 ; 0.190476 ; 0.0833333 ; 0.121212 ; 0.105263 ; 0.108108
C3 ; 0.0833333 ; 0.0869565 ; 0.0833333 ; 0.0952381 ; 0.111111 ; 0.2 ; 0.0740741 ; 0.206897 ; 0.114286 ; 0.0769231 ; 0.0740741 ; 1 ; 0.0625 ; 0.0588235 ; 0.117647 ; 0.111111 ; 0.09375 ; 0.0625
C4 ; 0.105263 ; 0.111111 ; 0.235294 ; 0.0588235 ; 0.153846 ; 0.0555556 ; 0.0434783 ; 0.0714286 ; 0.030303 ; 0.0952381 ; 0.0434783 ; 0.0625 ; 1 ; 0.181818 ; 0.0769231 ; 0.0869565 ; 0.0714286 ; 0.0740741
C5 ; 0.047619 ; 0.05 ; 0.222222 ; 0.117647 ; 0.142857 ; 0.0526316 ; 0.0869565 ; 0.0333333 ; 0.0606061 ; 0.0434783 ; 0.190476 ; 0.0588235 ; 0.181818 ; 1 ; 0.0714286 ; 0.181818 ; 0.148148 ; 0.0344828
C6 ; 0.15 ; 0.294118 ; 0.0454545 ; 0.111111 ; 0.0625 ; 0.3125 ; 0.04 ; 0.0666667 ; 0.2 ; 0.0416667 ; 0.0833333 ; 0.117647 ; 0.0769231 ; 0.0714286 ; 1 ; 0.0384615 ; 0.0666667 ; 0.148148
C7 ; 0.0625 ; 0.03125 ; 0.133333 ; 0.192308 ; 0.037037 ; 0.0322581 ; 0.121212 ; 0.0487805 ; 0.119048 ; 0.241379 ; 0.121212 ; 0.111111 ; 0.0869565 ; 0.181818 ; 0.0384615 ; 1 ; 0.34375 ; 0.0243902
C8 ; 0.0833333 ; 0.0555556 ; 0.0540541 ; 0.2 ; 0.137931 ; 0.0571429 ; 0.135135 ; 0.0666667 ; 0.0833333 ; 0.205882 ; 0.105263 ; 0.09375 ; 0.0714286 ; 0.148148 ; 0.0666667 ; 0.34375 ; 1 ; 0.0930233
C9 ; 0.151515 ; 0.37037 ; 0.117647 ; 0.129032 ; 0.0666667 ; 0.2 ; 0.108108 ; 0.205128 ; 0.275 ; 0.0526316 ; 0.108108 ; 0.0625 ; 0.0740741 ; 0.0344828 ; 0.148148 ; 0.0243902 ; 0.0930233 ; 1
