X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.151597 ; 0.0916279 ; 0.0460792 ; 0.088094 ; 0.157265 ; 0.18943 ; 0.0690623 ; 0.134102 ; 0.127689 ; 0.12509 ; 0.120014 ; 0.13686 ; 0.176409 ; 0.133058 ; 0.0138751 ; 0.0237258 ; 0.145833
C11 ; 0.151597 ; 1 ; 0.264138 ; 0.0678382 ; 0.1858 ; 0.345922 ; 0.209021 ; 0.166486 ; 0.266449 ; 0.255047 ; 0.118263 ; 0.311398 ; 0.269157 ; 0.368021 ; 0.336823 ; 0.0147314 ; 0.0716135 ; 0.329739
C12 ; 0.0916279 ; 0.264138 ; 1 ; 0.0778082 ; 0.167025 ; 0.20406 ; 0.20294 ; 0.148908 ; 0.153659 ; 0.187524 ; 0.11067 ; 0.317006 ; 0.208942 ; 0.348262 ; 0.207449 ; 0.031003 ; 0.0648899 ; 0.221192
C13 ; 0.0460792 ; 0.0678382 ; 0.0778082 ; 1 ; 0.0801303 ; 0.103841 ; 0.0593173 ; 0.0627615 ; 0.0444705 ; 0.0650236 ; 0.10541 ; 0.0581707 ; 0.0499671 ; 0.0995942 ; 0.115661 ; 0.0125984 ; 0.0383598 ; 0.0896552
C14 ; 0.088094 ; 0.1858 ; 0.167025 ; 0.0801303 ; 1 ; 0.202348 ; 0.146023 ; 0.170883 ; 0.153741 ; 0.175349 ; 0.0478001 ; 0.295312 ; 0.106856 ; 0.210201 ; 0.198514 ; 0.0198529 ; 0.0422631 ; 0.206509
C15 ; 0.157265 ; 0.345922 ; 0.20406 ; 0.103841 ; 0.202348 ; 1 ; 0.184456 ; 0.201636 ; 0.203989 ; 0.242785 ; 0.152039 ; 0.325825 ; 0.175713 ; 0.323397 ; 0.297825 ; 0.0188212 ; 0.0280505 ; 0.259654
C16 ; 0.18943 ; 0.209021 ; 0.20294 ; 0.0593173 ; 0.146023 ; 0.184456 ; 1 ; 0.11393 ; 0.14975 ; 0.183641 ; 0.140749 ; 0.288369 ; 0.147439 ; 0.291585 ; 0.226965 ; 0.0491591 ; 0.0512515 ; 0.27145
C17 ; 0.0690623 ; 0.166486 ; 0.148908 ; 0.0627615 ; 0.170883 ; 0.201636 ; 0.11393 ; 1 ; 0.128121 ; 0.182714 ; 0.0716418 ; 0.269274 ; 0.147686 ; 0.173146 ; 0.173944 ; 0.0312757 ; 0.00504323 ; 0.160436
C18 ; 0.134102 ; 0.266449 ; 0.153659 ; 0.0444705 ; 0.153741 ; 0.203989 ; 0.14975 ; 0.128121 ; 1 ; 0.202652 ; 0.0884066 ; 0.210386 ; 0.13263 ; 0.270449 ; 0.274574 ; 0.0306331 ; 0.033063 ; 0.258152
C19 ; 0.127689 ; 0.255047 ; 0.187524 ; 0.0650236 ; 0.175349 ; 0.242785 ; 0.183641 ; 0.182714 ; 0.202652 ; 1 ; 0.105668 ; 0.31415 ; 0.144665 ; 0.340092 ; 0.240924 ; 0.0451306 ; 0.0679394 ; 0.229982
C2 ; 0.12509 ; 0.118263 ; 0.11067 ; 0.10541 ; 0.0478001 ; 0.152039 ; 0.140749 ; 0.0716418 ; 0.0884066 ; 0.105668 ; 1 ; 0.114128 ; 0.0797688 ; 0.15565 ; 0.178326 ; 0.0640279 ; 0.019305 ; 0.114816
C3 ; 0.120014 ; 0.311398 ; 0.317006 ; 0.0581707 ; 0.295312 ; 0.325825 ; 0.288369 ; 0.269274 ; 0.210386 ; 0.31415 ; 0.114128 ; 1 ; 0.195147 ; 0.35426 ; 0.305636 ; 0.0301528 ; 0.0435471 ; 0.287283
C4 ; 0.13686 ; 0.269157 ; 0.208942 ; 0.0499671 ; 0.106856 ; 0.175713 ; 0.147439 ; 0.147686 ; 0.13263 ; 0.144665 ; 0.0797688 ; 0.195147 ; 1 ; 0.246259 ; 0.173606 ; 0.016092 ; 0.0418737 ; 0.167049
C5 ; 0.176409 ; 0.368021 ; 0.348262 ; 0.0995942 ; 0.210201 ; 0.323397 ; 0.291585 ; 0.173146 ; 0.270449 ; 0.340092 ; 0.15565 ; 0.35426 ; 0.246259 ; 1 ; 0.379613 ; 0.0327744 ; 0.0614068 ; 0.347404
C6 ; 0.133058 ; 0.336823 ; 0.207449 ; 0.115661 ; 0.198514 ; 0.297825 ; 0.226965 ; 0.173944 ; 0.274574 ; 0.240924 ; 0.178326 ; 0.305636 ; 0.173606 ; 0.379613 ; 1 ; 0.0523514 ; 0.0666101 ; 0.324822
C7 ; 0.0138751 ; 0.0147314 ; 0.031003 ; 0.0125984 ; 0.0198529 ; 0.0188212 ; 0.0491591 ; 0.0312757 ; 0.0306331 ; 0.0451306 ; 0.0640279 ; 0.0301528 ; 0.016092 ; 0.0327744 ; 0.0523514 ; 1 ; 0.028 ; 0.0204181
C8 ; 0.0237258 ; 0.0716135 ; 0.0648899 ; 0.0383598 ; 0.0422631 ; 0.0280505 ; 0.0512515 ; 0.00504323 ; 0.033063 ; 0.0679394 ; 0.019305 ; 0.0435471 ; 0.0418737 ; 0.0614068 ; 0.0666101 ; 0.028 ; 1 ; 0.0753359
C9 ; 0.145833 ; 0.329739 ; 0.221192 ; 0.0896552 ; 0.206509 ; 0.259654 ; 0.27145 ; 0.160436 ; 0.258152 ; 0.229982 ; 0.114816 ; 0.287283 ; 0.167049 ; 0.347404 ; 0.324822 ; 0.0204181 ; 0.0753359 ; 1
