X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.0769231 ; 0.0666667 ; 0.0666667 ; 0.0833333 ; 0.0909091 ; 0.142857 ; 0.0625 ; 0.142857 ; 0.142857 ; 0.125 ; 0.0909091 ; 0.0909091 ; 0.0769231 ; 0.181818 ; 0.0625 ; 0.0526316 ; 0.181818
C11 ; 0.0769231 ; 1 ; 0.142857 ; 0.0666667 ; 0.0833333 ; 0.2 ; 0.0666667 ; 0.214286 ; 0.142857 ; 0.0666667 ; 0.0588235 ; 0.0909091 ; 0.2 ; 0.0769231 ; 0.444444 ; 0.0625 ; 0.0526316 ; 0.181818
C12 ; 0.0666667 ; 0.142857 ; 1 ; 0.0588235 ; 0.153846 ; 0.0769231 ; 0.125 ; 0.1875 ; 0.0588235 ; 0.0588235 ; 0.111111 ; 0.0769231 ; 0.4 ; 0.333333 ; 0.0714286 ; 0.0555556 ; 0.1 ; 0.153846
C13 ; 0.0666667 ; 0.0666667 ; 0.0588235 ; 1 ; 0.153846 ; 0.0769231 ; 0.125 ; 0.0555556 ; 0.2 ; 0.125 ; 0.176471 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.0714286 ; 0.357143 ; 0.375 ; 0.153846
C14 ; 0.0833333 ; 0.0833333 ; 0.153846 ; 0.153846 ; 1 ; 0.1 ; 0.153846 ; 0.142857 ; 0.0714286 ; 0.0714286 ; 0.133333 ; 0.1 ; 0.222222 ; 0.181818 ; 0.0909091 ; 0.0666667 ; 0.117647 ; 0.2
C15 ; 0.0909091 ; 0.2 ; 0.0769231 ; 0.0769231 ; 0.1 ; 1 ; 0.166667 ; 0.153846 ; 0.0769231 ; 0.166667 ; 0.142857 ; 0.25 ; 0.111111 ; 0.0909091 ; 0.222222 ; 0.0714286 ; 0.0588235 ; 0.1
C16 ; 0.142857 ; 0.0666667 ; 0.125 ; 0.125 ; 0.153846 ; 0.166667 ; 1 ; 0.0555556 ; 0.125 ; 0.125 ; 0.176471 ; 0.166667 ; 0.0769231 ; 0.142857 ; 0.0714286 ; 0.117647 ; 0.157895 ; 0.0714286
C17 ; 0.0625 ; 0.214286 ; 0.1875 ; 0.0555556 ; 0.142857 ; 0.153846 ; 0.0555556 ; 1 ; 0.0555556 ; 0.117647 ; 0.235294 ; 0.153846 ; 0.153846 ; 0.0625 ; 0.0666667 ; 0.0526316 ; 0.0952381 ; 0.142857
C18 ; 0.142857 ; 0.142857 ; 0.0588235 ; 0.2 ; 0.0714286 ; 0.0769231 ; 0.125 ; 0.0555556 ; 1 ; 0.125 ; 0.176471 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.153846 ; 0.266667 ; 0.157895 ; 0.0714286
C19 ; 0.142857 ; 0.0666667 ; 0.0588235 ; 0.125 ; 0.0714286 ; 0.166667 ; 0.125 ; 0.117647 ; 0.125 ; 1 ; 0.111111 ; 0.0769231 ; 0.0769231 ; 0.0666667 ; 0.0714286 ; 0.266667 ; 0.157895 ; 0.153846
C2 ; 0.125 ; 0.0588235 ; 0.111111 ; 0.176471 ; 0.133333 ; 0.142857 ; 0.176471 ; 0.235294 ; 0.176471 ; 0.111111 ; 1 ; 0.0666667 ; 0.0666667 ; 0.285714 ; 0.0625 ; 0.105263 ; 0.2 ; 0.0625
C3 ; 0.0909091 ; 0.0909091 ; 0.0769231 ; 0.0769231 ; 0.1 ; 0.25 ; 0.166667 ; 0.153846 ; 0.0769231 ; 0.0769231 ; 0.0666667 ; 1 ; 0.111111 ; 0.0909091 ; 0.1 ; 0.153846 ; 0.0588235 ; 0.1
C4 ; 0.0909091 ; 0.2 ; 0.4 ; 0.0769231 ; 0.222222 ; 0.111111 ; 0.0769231 ; 0.153846 ; 0.0769231 ; 0.0769231 ; 0.0666667 ; 0.111111 ; 1 ; 0.2 ; 0.1 ; 0.0714286 ; 0.0588235 ; 0.222222
C5 ; 0.0769231 ; 0.0769231 ; 0.333333 ; 0.142857 ; 0.181818 ; 0.0909091 ; 0.142857 ; 0.0625 ; 0.142857 ; 0.0666667 ; 0.285714 ; 0.0909091 ; 0.2 ; 1 ; 0.0833333 ; 0.133333 ; 0.25 ; 0.0833333
C6 ; 0.181818 ; 0.444444 ; 0.0714286 ; 0.0714286 ; 0.0909091 ; 0.222222 ; 0.0714286 ; 0.0666667 ; 0.153846 ; 0.0714286 ; 0.0625 ; 0.1 ; 0.1 ; 0.0833333 ; 1 ; 0.0666667 ; 0.0555556 ; 0.0909091
C7 ; 0.0625 ; 0.0625 ; 0.0555556 ; 0.357143 ; 0.0666667 ; 0.0714286 ; 0.117647 ; 0.0526316 ; 0.266667 ; 0.266667 ; 0.105263 ; 0.153846 ; 0.0714286 ; 0.133333 ; 0.0666667 ; 1 ; 0.210526 ; 0.0666667
C8 ; 0.0526316 ; 0.0526316 ; 0.1 ; 0.375 ; 0.117647 ; 0.0588235 ; 0.157895 ; 0.0952381 ; 0.157895 ; 0.157895 ; 0.2 ; 0.0588235 ; 0.0588235 ; 0.25 ; 0.0555556 ; 0.210526 ; 1 ; 0.117647
C9 ; 0.181818 ; 0.181818 ; 0.153846 ; 0.153846 ; 0.2 ; 0.1 ; 0.0714286 ; 0.142857 ; 0.0714286 ; 0.153846 ; 0.0625 ; 0.1 ; 0.222222 ; 0.0833333 ; 0.0909091 ; 0.0666667 ; 0.117647 ; 1
