X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
page web bn:00080778n ; 0 ; 0.164595 ; 0.174832 ; 0.125202 ; 0.194522 ; 0.173005 ; 0 ; 0.165212 ; 0.168818 ; 0.181733 ; 0 ; 0.184806 ; 0 ; 0.159906 ; 0.171482 ; 0 ; 0.10683 ; 0
navigateur bn:00013447n ; 0 ; 0 ; 0.0927718 ; 0.134817 ; 0.0966644 ; 0 ; 0.102748 ; 0 ; 0 ; 0 ; 0.120079 ; 0.0738838 ; 0 ; 0.0798675 ; 0.0898405 ; 0.103704 ; 0.131902 ; 0.0804651
serveur web bn:02705179n ; 0 ; 0.413685 ; 0.326377 ; 0.111311 ; 0.272987 ; 0.382956 ; 0.252134 ; 0.264697 ; 0.277159 ; 0.302507 ; 0.144786 ; 0.480841 ; 0.235112 ; 0.456171 ; 0.410469 ; 0 ; 0 ; 0.372081
fichier bn:00021475n ; 0.111384 ; 0.102596 ; 0.101465 ; 0.133411 ; 0.120443 ; 0 ; 0.120275 ; 0 ; 0.111913 ; 0 ; 0 ; 0 ; 0 ; 0.108925 ; 0.114039 ; 0 ; 0.142857 ; 0.127955
client bn:00019764n ; 0.0678685 ; 0 ; 0.0434783 ; 0 ; 0.0529954 ; 0.0407955 ; 0 ; 0.0599829 ; 0 ; 0.0436864 ; 0 ; 0.0420521 ; 0.0624493 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0365239 ; 0 ; 0 ; 0 ; 0.0376238 ; 0.046087 ; 0 ; 0.0395137 ; 0 ; 0.0320946 ; 0.0433361 ; 0.0258388 ; 0 ; 0.118056 ; 0 ; 0
donnée bn:00025314n ; 0.091073 ; 0 ; 0.0878105 ; 0.108144 ; 0 ; 0 ; 0.0943739 ; 0.0900833 ; 0 ; 0.0846797 ; 0.145682 ; 0.0767068 ; 0.0963768 ; 0.0757519 ; 0 ; 0.111332 ; 0 ; 0
php bn:01753580n ; 0 ; 0.148893 ; 0 ; 0.117988 ; 0.163503 ; 0.145276 ; 0.127839 ; 0.157274 ; 0.14326 ; 0 ; 0 ; 0.144216 ; 0.140112 ; 0 ; 0.14348 ; 0 ; 0 ; 0.148637
javascript bn:00055423n ; 0.180058 ; 0.347414 ; 0.301082 ; 0.121492 ; 0.243736 ; 0.364456 ; 0.284249 ; 0.24384 ; 0 ; 0.271412 ; 0.169799 ; 0.423258 ; 0.248817 ; 0.398587 ; 0.334933 ; 0 ; 0 ; 0.306015
code bn:00020354n ; 0.185547 ; 0.190296 ; 0.165421 ; 0.124025 ; 0 ; 0.171522 ; 0.185693 ; 0 ; 0.179592 ; 0 ; 0.176632 ; 0 ; 0.169604 ; 0.202605 ; 0.197582 ; 0.0502693 ; 0 ; 0.180041
