Objects;Weight
page web bn:00080778n;0.20213
page web statiques bn:03576307n;0.00020284
navigateur bn:00013447n;1
serveur web bn:02705179n;0.662779
fichier bn:00021475n;1
disque dur bn:00073359n;0.00324544
client bn:00019764n;0.29503
client serveur bn:03496583n;0.100609
base de donnée bn:00025333n;0.522211
donnée bn:00025314n;0.69503
ensemble bn:00114766r;0.000811359
php bn:01753580n;1
javascript bn:00055423n;0.662779
perl bn:01723165n;0.0607505
python bn:01713224n;0.00649087
java bn:00048043n;0.155882
code bn:00020354n;1
code source bn:00072947n;0.0369168
fichier texte bn:00028018n;0.0773834
texte bn:00076732n;0.806592
mise en forme bn:01681906n;0.0172414
concerner bn:00083240v;0.0913793
commentaire bn:00020978n;0.271095
délimiter bn:00086464v;0.0482759
affichage bn:00010421n;0.422312
gras bn:00011848n;0.00567951
fois bn:00032768n;0.416836
chemin bn:03131414n;0.0108519
lien hypertextes bn:00045513n;0.163387
url bn:00079080n;0.360852
textuels bn:00111786a;0.00020284
case à cocher bn:03157691n;0.0565923
page web dynamique bn:00937946n;0.00162272
post bn:01500184n;0.31359
champ de saisie bn:03113401n;0.040568
size bn:03645138n;0.00324544
nombre bn:00058285n;0.698377
text bn:14981519n;0.547363
vide bn:00087578v;0.000811359
liste déroulante bn:00028831n;0.00162272
sélectionner bn:00084931v;0.00162272
déclencher bn:00082306v;0.000811359
réinitialisation bn:00067306n;0.000811359
langage bn:00049910n;1
langage impératif bn:01246770n;0.00020284
impératif bn:00104644a;0.00040568
zones bn:00005513n;0.0129817
utilisateur bn:00079373n;0.401217
affectation bn:02806034n;0.0517241
booléen bn:00294693n;0.194625
réalité bn:00066414n;0.00649087
concatène bn:00085508v;0.00162272
addition bn:00001296n;0.0201826
soustraction bn:00055233n;0.011359
multiplié bn:00090977v;0.000811359
modulo bn:00553864n;0.0338742
égalité bn:00031284n;0.00649087
logiques bn:00051845n;0.381643
syntaxe bn:00062118n;0.253854
case bn:04777941n;0.0808316
associer bn:00082868v;0.153144
personne bn:00046516n;0.0345842
prenom bn:15996005n;0.0470588
structure de contrôle bn:00047734n;0.296856
définition bn:00025928n;0.401217
initialiser bn:00089742v;0.0278905
dépendre bn:00086606v;0.0112576
méthode post bn:00045088n;0.819574
fermeture bn:16858148n;0.0733266
passwd bn:14874750n;0.000811359
machine bn:00054050n;0.0641988
mysql bn:01225760n;0.5
salaire bn:15928884n;0.00162272
phase bn:00061898n;0.00162272
être utile bn:00085368v;0.0117647
boucle while bn:03237310n;0.0174442
jour bn:00000086n;0.0319473
euro bn:00031888n;0.00162272
etc bn:00114282r;0.0206897
programmation bn:00021493n;0.444523
site bn:00047172n;1
détruire bn:00084204v;0.00649087
second bn:00105773a;0.00608519
ordinateur bn:00021464n;0.00162272
éducation bn:00026980n;0.00040568
technologie bn:00005105n;0.00040568
juin bn:00048592n;0.00324544
secondaire bn:00096261a;0.00020284
bouton bn:03843242n;0.011359
simple bn:00110649a;0.00020284
bouton radio bn:03157702n;0.00162272
radio bn:00065899n;0.0361055
bouton de réinitialisation bn:00067307n;0.00020284
cocher bn:00017986n;0.00020284
elements bn:02258198n;0.00020284
focus bn:03248918n;0.00040568
fonction choix bn:00640192n;0.00020284
localisation bn:03977550n;0.00040568
types bn:00016413n;0.357606
authentification bn:03253409n;0.0129817
session bn:03751534n;0.0771805
entités bn:00031027n;0.0447262
étrangères bn:00096774a;0.00040568
gestion contenu bn:01533805n;0.00020284
phpmyadmin bn:03382496n;0.0216024
communication bn:00021221n;0.0117647
bilan bn:00008060n;0.00040568
enonce bn:00079416n;0.00020284
schema bn:16884119n;0.00020284
schema conceptuel bn:03558829n;0.00020284
premier bn:00103006a;0.011359
utilisabilité bn:02245863n;0.00020284
interactifs bn:00105260a;0.00040568
déterminante bn:00101009a;0.00020284
