Attributes;Weight
C1;0.183794
C11;0.47343
C12;0.331577
C13;0.100351
C14;0.263724
C15;0.410848
C16;0.315327
C17;0.2343
C18;0.291612
C19;0.34563
C2;0.159859
C3;0.506807
C4;0.250329
C5;0.554238
C6;0.480018
C7;0.0408432
C8;0.0720246
C9;0.42007
