Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;5;Objects;0;18;
0;5;Attributes;0;18;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9;
1;4;Objects;1;6;fichier bn:00021475n;
1;4;Attributes;1;6;C15;C17;C19;C2;C3;C4;
2;4;Objects;1;7;client bn:00019764n;
2;4;Attributes;1;7;C13;C16;C18;C2;C5;C7;C8;
3;4;Objects;1;6;donnée bn:00025314n;
3;4;Attributes;1;6;C11;C15;C18;C6;C8;C9;
4;4;Objects;1;5;php bn:01753580n;
4;4;Attributes;1;5;C12;C2;C5;C7;C8;
5;3;Objects;1;5;code bn:00020354n;
5;3;Attributes;1;5;C14;C17;C19;C3;C8;
6;4;Objects;1;5;post bn:01500184n;
6;4;Attributes;1;5;C1;C19;C4;C7;C8;
7;5;Objects;1;10;nombre bn:00058285n;
7;5;Attributes;1;10;C1;C11;C13;C15;C17;C18;C2;C3;C6;C9;
8;3;Objects;1;4;text bn:14981519n;
8;3;Attributes;1;4;C13;C14;C8;C9;
9;3;Objects;1;3;utilisateur bn:00079373n;
9;3;Attributes;1;3;C1;C16;C19;
10;3;Objects;1;6;méthode post bn:00045088n;
10;3;Attributes;1;6;C1;C12;C14;C15;C4;C5;
11;5;Objects;1;5;mysql bn:01225760n;
11;5;Attributes;1;5;C1;C11;C16;C18;C9;
12;4;Objects;1;7;site bn:00047172n;
12;4;Attributes;1;7;C13;C18;C19;C6;C7;C8;C9;
13;4;Objects;1;6;types bn:00016413n;
13;4;Attributes;1;6;C12;C16;C17;C18;C2;C9;
14;4;Objects;1;5;langage de script bn:01431715n;
14;4;Attributes;1;5;C11;C12;C17;C4;C9;
15;3;Objects;1;3;afficher bn:00087013v;
15;3;Attributes;1;3;C15;C19;C9;
16;5;Objects;1;5;serveur bn:00044916n;
16;5;Attributes;1;5;C13;C14;C17;C18;C2;
17;3;Objects;1;5;chaîne bn:00074685n;
17;3;Attributes;1;5;C12;C17;C18;C3;C7;
18;2;Objects;1;3;méthode bn:01641329n;
18;2;Attributes;1;3;C15;C16;C3;
19;4;Objects;1;4;foreach bn:03463379n;
19;4;Attributes;1;4;C16;C19;C7;C8;
20;4;Objects;1;4;pouvoir bn:00084451v;
20;4;Attributes;1;4;C11;C19;C6;C9;
21;3;Objects;1;3;classes bn:03608262n;
21;3;Attributes;1;3;C14;C16;C8;
22;3;Objects;2;3;fichier bn:00021475n;code bn:00020354n;
22;3;Attributes;2;3;C17;C19;C3;
23;2;Objects;2;2;fichier bn:00021475n;post bn:01500184n;
23;2;Attributes;2;2;C19;C4;
24;3;Objects;2;4;fichier bn:00021475n;nombre bn:00058285n;
24;3;Attributes;2;4;C15;C17;C2;C3;
25;2;Objects;2;2;fichier bn:00021475n;méthode post bn:00045088n;
25;2;Attributes;2;2;C15;C4;
26;2;Objects;2;2;fichier bn:00021475n;langage de script bn:01431715n;
26;2;Attributes;2;2;C17;C4;
27;2;Objects;2;2;fichier bn:00021475n;afficher bn:00087013v;
27;2;Attributes;2;2;C15;C19;
28;3;Objects;2;4;client bn:00019764n;php bn:01753580n;
28;3;Attributes;2;4;C2;C5;C7;C8;
29;3;Objects;2;4;client bn:00019764n;site bn:00047172n;
29;3;Attributes;2;4;C13;C18;C7;C8;
30;3;Objects;2;3;client bn:00019764n;types bn:00016413n;
30;3;Attributes;2;3;C16;C18;C2;
31;3;Objects;2;3;client bn:00019764n;foreach bn:03463379n;
31;3;Attributes;2;3;C16;C7;C8;
32;4;Objects;2;5;donnée bn:00025314n;nombre bn:00058285n;
32;4;Attributes;2;5;C11;C15;C18;C6;C9;
33;3;Objects;2;4;donnée bn:00025314n;site bn:00047172n;
33;3;Attributes;2;4;C18;C6;C8;C9;
34;2;Objects;2;2;php bn:01753580n;méthode post bn:00045088n;
34;2;Attributes;2;2;C12;C5;
35;2;Objects;2;2;php bn:01753580n;types bn:00016413n;
35;2;Attributes;2;2;C12;C2;
36;2;Objects;2;2;code bn:00020354n;fois bn:00032768n;
36;2;Attributes;2;2;C17;C8;
37;2;Objects;2;2;code bn:00020354n;class bn:03598962n;
37;2;Attributes;2;2;C3;C8;
38;2;Objects;2;2;texte bn:00076732n;nombre bn:00058285n;
38;2;Attributes;2;2;C1;C13;
39;3;Objects;2;3;commentaire bn:00020978n;serveur bn:00044916n;
39;3;Attributes;2;3;C14;C17;C2;
40;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
40;2;Attributes;2;2;C1;C2;
41;2;Objects;2;2;post bn:01500184n;utilisateur bn:00079373n;
41;2;Attributes;2;2;C1;C19;
42;2;Objects;2;2;post bn:01500184n;méthode post bn:00045088n;
42;2;Attributes;2;2;C1;C4;
43;2;Objects;2;2;post bn:01500184n;salaire bn:15928884n;
43;2;Attributes;2;2;C1;C8;
