X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
navigateur bn:00013447n ; 0 ; 0 ; 0.180851 ; 0.0927152 ; 0.171429 ; 0 ; 0.236453 ; 0 ; 0 ; 0 ; 0.189349 ; 0.194529 ; 0 ; 0.230189 ; 0.205128 ; 0.141026 ; 0.0939597 ; 0.209184
fichier bn:00021475n ; 0.162791 ; 0 ; 0 ; 0.163265 ; 0.114943 ; 0 ; 0.075188 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0728155 ; 0 ; 0 ; 0.0932203
client bn:00019764n ; 0.109589 ; 0 ; 0.137778 ; 0 ; 0.132743 ; 0.164286 ; 0 ; 0.138889 ; 0 ; 0.131737 ; 0 ; 0.120567 ; 0.137097 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.186441 ; 0 ; 0 ; 0 ; 0.185629 ; 0.166667 ; 0 ; 0.189944 ; 0 ; 0.148649 ; 0.153846 ; 0.15678 ; 0 ; 0.190476 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0 ; 0.174274 ; 0 ; 0 ; 0 ; 0.22561 ; 0 ; 0 ; 0.2 ; 0.188976 ; 0.151007 ; 0.142857 ; 0.164557 ; 0 ; 0.185185 ; 0 ; 0
php bn:01753580n ; 0 ; 0.0917431 ; 0 ; 0.176471 ; 0.123596 ; 0 ; 0.0656934 ; 0.158537 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0926829 ; 0 ; 0 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.119048 ; 0 ; 0 ; 0 ; 0 ; 0.128205 ; 0 ; 0 ; 0 ; 0.0752688 ; 0 ; 0.055 ; 0 ; 0 ; 0.0625
texte bn:00076732n ; 0 ; 0 ; 0.086758 ; 0 ; 0 ; 0 ; 0.147059 ; 0.153846 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0794393 ; 0.0883721 ; 0.185714 ; 0 ; 0
commentaire bn:00020978n ; 0.0914634 ; 0.139535 ; 0.273381 ; 0 ; 0 ; 0.180995 ; 0.20354 ; 0 ; 0 ; 0.253275 ; 0 ; 0.28972 ; 0.165854 ; 0.271062 ; 0 ; 0 ; 0.115152 ; 0.264706
post bn:01500184n ; 0 ; 0.194595 ; 0.195652 ; 0.102041 ; 0.202381 ; 0.215385 ; 0 ; 0 ; 0 ; 0 ; 0.131429 ; 0.25 ; 0 ; 0.237548 ; 0.273438 ; 0 ; 0 ; 0.206186
nombre bn:00058285n ; 0 ; 0 ; 0.0941704 ; 0 ; 0.16 ; 0 ; 0 ; 0 ; 0 ; 0.127389 ; 0 ; 0 ; 0.121739 ; 0.128571 ; 0 ; 0.155844 ; 0.213115 ; 0
text bn:14981519n ; 0.0787037 ; 0.210526 ; 0.295238 ; 0 ; 0 ; 0.230469 ; 0.202952 ; 0 ; 0.0772727 ; 0.249084 ; 0.174468 ; 0.356522 ; 0.176707 ; 0.293548 ; 0.303226 ; 0 ; 0 ; 0
sélectionner bn:00084931v ; 0.142857 ; 0 ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0201005 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.136986 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0.142857 ; 0 ; 0 ; 0.143713 ; 0 ; 0.104167 ; 0 ; 0.115556 ; 0 ; 0 ; 0.128205 ; 0.173913
zones bn:00005513n ; 0 ; 0.0784314 ; 0 ; 0.133333 ; 0.123457 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333 ; 0 ; 0 ; 0.0643564 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0.211268 ; 0.292254 ; 0 ; 0.149038 ; 0.262673 ; 0 ; 0.152709 ; 0.0828729 ; 0 ; 0 ; 0.313846 ; 0.183099 ; 0.245675 ; 0.310469 ; 0 ; 0 ; 0.188596
personne bn:00046516n ; 0 ; 0.106557 ; 0.104072 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0935252 ; 0.121739 ; 0.107477 ; 0 ; 0 ; 0.138462 ; 0.138462
méthode post bn:00045088n ; 0 ; 0.189349 ; 0 ; 0 ; 0 ; 0 ; 0.245902 ; 0.127389 ; 0.103175 ; 0.162679 ; 0.178808 ; 0.213115 ; 0 ; 0 ; 0.209486 ; 0.148148 ; 0.0852713 ; 0.169399
passwd bn:14874750n ; 0.0769231 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093 ; 0 ; 0 ; 0 ; 0
