X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.184187 ; 0.130622 ; 0.106588 ; 0.117107 ; 0.199364 ; 0.19792 ; 0.157621 ; 0.129135 ; 0.20326 ; 0.135847 ; 0.259455 ; 0.162097 ; 0.205161 ; 0.172399 ; 0.107701 ; 0.0571751 ; 0.202626
C11 ; 0.184187 ; 1 ; 0.27396 ; 0.0757533 ; 0.226049 ; 0.367774 ; 0.228015 ; 0.226168 ; 0.25864 ; 0.29645 ; 0.175143 ; 0.307807 ; 0.242636 ; 0.274644 ; 0.313815 ; 0.109601 ; 0.0696074 ; 0.303638
C12 ; 0.130622 ; 0.27396 ; 1 ; 0.116613 ; 0.214999 ; 0.265806 ; 0.242495 ; 0.248759 ; 0.17228 ; 0.270188 ; 0.198107 ; 0.364485 ; 0.209121 ; 0.299526 ; 0.197661 ; 0.144863 ; 0.0928933 ; 0.252925
C13 ; 0.106588 ; 0.0757533 ; 0.116613 ; 1 ; 0.0795978 ; 0.132131 ; 0.0692821 ; 0.119891 ; 0.0571281 ; 0.116064 ; 0.131965 ; 0.153504 ; 0.139625 ; 0.124691 ; 0.0814768 ; 0.0634621 ; 0.0641071 ; 0.0872949
C14 ; 0.117107 ; 0.226049 ; 0.214999 ; 0.0795978 ; 1 ; 0.244022 ; 0.199048 ; 0.185615 ; 0.143921 ; 0.203272 ; 0.122128 ; 0.19238 ; 0.112472 ; 0.212749 ; 0.202405 ; 0.0411386 ; 0.0167816 ; 0.184437
C15 ; 0.199364 ; 0.367774 ; 0.265806 ; 0.132131 ; 0.244022 ; 1 ; 0.272262 ; 0.291269 ; 0.227022 ; 0.33843 ; 0.259646 ; 0.39711 ; 0.195873 ; 0.290562 ; 0.3232 ; 0.132909 ; 0.0614882 ; 0.311625
C16 ; 0.19792 ; 0.228015 ; 0.242495 ; 0.0692821 ; 0.199048 ; 0.272262 ; 1 ; 0.260448 ; 0.201149 ; 0.253794 ; 0.176278 ; 0.328825 ; 0.145477 ; 0.235336 ; 0.20033 ; 0.122254 ; 0.0497687 ; 0.260424
C17 ; 0.157621 ; 0.226168 ; 0.248759 ; 0.119891 ; 0.185615 ; 0.291269 ; 0.260448 ; 1 ; 0.184514 ; 0.256738 ; 0.1748 ; 0.331253 ; 0.142566 ; 0.234097 ; 0.214493 ; 0.10274 ; 0.0506921 ; 0.265992
C18 ; 0.129135 ; 0.25864 ; 0.17228 ; 0.0571281 ; 0.143921 ; 0.227022 ; 0.201149 ; 0.184514 ; 1 ; 0.23553 ; 0.164398 ; 0.218867 ; 0.160256 ; 0.23403 ; 0.227443 ; 0.0918685 ; 0.0481928 ; 0.261349
C19 ; 0.20326 ; 0.29645 ; 0.270188 ; 0.116064 ; 0.203272 ; 0.33843 ; 0.253794 ; 0.256738 ; 0.23553 ; 1 ; 0.211538 ; 0.350593 ; 0.205197 ; 0.30151 ; 0.244382 ; 0.137495 ; 0.0995516 ; 0.308086
C2 ; 0.135847 ; 0.175143 ; 0.198107 ; 0.131965 ; 0.122128 ; 0.259646 ; 0.176278 ; 0.1748 ; 0.164398 ; 0.211538 ; 1 ; 0.246918 ; 0.127209 ; 0.183744 ; 0.168877 ; 0.184934 ; 0.0410896 ; 0.195777
C3 ; 0.259455 ; 0.307807 ; 0.364485 ; 0.153504 ; 0.19238 ; 0.39711 ; 0.328825 ; 0.331253 ; 0.218867 ; 0.350593 ; 0.246918 ; 1 ; 0.284433 ; 0.335373 ; 0.267616 ; 0.190768 ; 0.0643405 ; 0.32501
C4 ; 0.162097 ; 0.242636 ; 0.209121 ; 0.139625 ; 0.112472 ; 0.195873 ; 0.145477 ; 0.142566 ; 0.160256 ; 0.205197 ; 0.127209 ; 0.284433 ; 1 ; 0.212955 ; 0.161868 ; 0.113746 ; 0.0676626 ; 0.232242
C5 ; 0.205161 ; 0.274644 ; 0.299526 ; 0.124691 ; 0.212749 ; 0.290562 ; 0.235336 ; 0.234097 ; 0.23403 ; 0.30151 ; 0.183744 ; 0.335373 ; 0.212955 ; 1 ; 0.332262 ; 0.107288 ; 0.0550196 ; 0.305462
C6 ; 0.172399 ; 0.313815 ; 0.197661 ; 0.0814768 ; 0.202405 ; 0.3232 ; 0.20033 ; 0.214493 ; 0.227443 ; 0.244382 ; 0.168877 ; 0.267616 ; 0.161868 ; 0.332262 ; 1 ; 0.0914491 ; 0.0494895 ; 0.260604
C7 ; 0.107701 ; 0.109601 ; 0.144863 ; 0.0634621 ; 0.0411386 ; 0.132909 ; 0.122254 ; 0.10274 ; 0.0918685 ; 0.137495 ; 0.184934 ; 0.190768 ; 0.113746 ; 0.107288 ; 0.0914491 ; 1 ; 0.061569 ; 0.102072
C8 ; 0.0571751 ; 0.0696074 ; 0.0928933 ; 0.0641071 ; 0.0167816 ; 0.0614882 ; 0.0497687 ; 0.0506921 ; 0.0481928 ; 0.0995516 ; 0.0410896 ; 0.0643405 ; 0.0676626 ; 0.0550196 ; 0.0494895 ; 0.061569 ; 1 ; 0.0781395
C9 ; 0.202626 ; 0.303638 ; 0.252925 ; 0.0872949 ; 0.184437 ; 0.311625 ; 0.260424 ; 0.265992 ; 0.261349 ; 0.308086 ; 0.195777 ; 0.32501 ; 0.232242 ; 0.305462 ; 0.260604 ; 0.102072 ; 0.0781395 ; 1
