X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.140881 ; 0.0744986 ; 0.030474 ; 0.0963015 ; 0.150506 ; 0.155405 ; 0.0674931 ; 0.12942 ; 0.127551 ; 0.0712136 ; 0.121008 ; 0.119426 ; 0.136042 ; 0.125912 ; 0.00542005 ; 0.0231214 ; 0.140033
C11 ; 0.140881 ; 1 ; 0.28382 ; 0.0711528 ; 0.173815 ; 0.286024 ; 0.161465 ; 0.192325 ; 0.236347 ; 0.269134 ; 0.102524 ; 0.298304 ; 0.270886 ; 0.358355 ; 0.316929 ; 0.011422 ; 0.0698714 ; 0.301887
C12 ; 0.0744986 ; 0.28382 ; 1 ; 0.064257 ; 0.208602 ; 0.210478 ; 0.195899 ; 0.166579 ; 0.15256 ; 0.210718 ; 0.085199 ; 0.386871 ; 0.197558 ; 0.361693 ; 0.215185 ; 0.0245487 ; 0.0772414 ; 0.242889
C13 ; 0.030474 ; 0.0711528 ; 0.064257 ; 1 ; 0.0982067 ; 0.0906085 ; 0.0389395 ; 0.0532889 ; 0.0429253 ; 0.0590429 ; 0.0740741 ; 0.0430057 ; 0.0328152 ; 0.0818354 ; 0.112267 ; 0.0043956 ; 0.0507881 ; 0.0900791
C14 ; 0.0963015 ; 0.173815 ; 0.208602 ; 0.0982067 ; 1 ; 0.187339 ; 0.142857 ; 0.184843 ; 0.152047 ; 0.16642 ; 0.041185 ; 0.261559 ; 0.119565 ; 0.221992 ; 0.195643 ; 0.0248162 ; 0.0294599 ; 0.185956
C15 ; 0.150506 ; 0.286024 ; 0.210478 ; 0.0906085 ; 0.187339 ; 1 ; 0.124567 ; 0.217901 ; 0.167084 ; 0.279944 ; 0.128205 ; 0.34388 ; 0.170539 ; 0.311657 ; 0.249284 ; 0.0200138 ; 0.0331421 ; 0.214687
C16 ; 0.155405 ; 0.161465 ; 0.195899 ; 0.0389395 ; 0.142857 ; 0.124567 ; 1 ; 0.135054 ; 0.112514 ; 0.183943 ; 0.0930954 ; 0.290661 ; 0.120541 ; 0.237994 ; 0.193621 ; 0.0504365 ; 0.0550775 ; 0.233163
C17 ; 0.0674931 ; 0.192325 ; 0.166579 ; 0.0532889 ; 0.184843 ; 0.217901 ; 0.135054 ; 1 ; 0.141101 ; 0.193779 ; 0.0660661 ; 0.251761 ; 0.146341 ; 0.203788 ; 0.203971 ; 0.0320755 ; 0.00569106 ; 0.184968
C18 ; 0.12942 ; 0.236347 ; 0.15256 ; 0.0429253 ; 0.152047 ; 0.167084 ; 0.112514 ; 0.141101 ; 1 ; 0.220859 ; 0.0818584 ; 0.190692 ; 0.12373 ; 0.268032 ; 0.261617 ; 0.024237 ; 0.0321543 ; 0.2375
C19 ; 0.127551 ; 0.269134 ; 0.210718 ; 0.0590429 ; 0.16642 ; 0.279944 ; 0.183943 ; 0.193779 ; 0.220859 ; 1 ; 0.101956 ; 0.339453 ; 0.168123 ; 0.362642 ; 0.262495 ; 0.0528846 ; 0.064803 ; 0.244358
C2 ; 0.0712136 ; 0.102524 ; 0.085199 ; 0.0740741 ; 0.041185 ; 0.128205 ; 0.0930954 ; 0.0660661 ; 0.0818584 ; 0.101956 ; 1 ; 0.103223 ; 0.0688291 ; 0.111516 ; 0.159682 ; 0.0551724 ; 0.0188934 ; 0.105682
C3 ; 0.121008 ; 0.298304 ; 0.386871 ; 0.0430057 ; 0.261559 ; 0.34388 ; 0.290661 ; 0.251761 ; 0.190692 ; 0.339453 ; 0.103223 ; 1 ; 0.193548 ; 0.408892 ; 0.307971 ; 0.0356053 ; 0.0470927 ; 0.276515
C4 ; 0.119426 ; 0.270886 ; 0.197558 ; 0.0328152 ; 0.119565 ; 0.170539 ; 0.120541 ; 0.146341 ; 0.12373 ; 0.168123 ; 0.0688291 ; 0.193548 ; 1 ; 0.249453 ; 0.172305 ; 0.0138477 ; 0.0532011 ; 0.163215
C5 ; 0.136042 ; 0.358355 ; 0.361693 ; 0.0818354 ; 0.221992 ; 0.311657 ; 0.237994 ; 0.203788 ; 0.268032 ; 0.362642 ; 0.111516 ; 0.408892 ; 0.249453 ; 1 ; 0.375839 ; 0.0291829 ; 0.0640603 ; 0.347656
C6 ; 0.125912 ; 0.316929 ; 0.215185 ; 0.112267 ; 0.195643 ; 0.249284 ; 0.193621 ; 0.203971 ; 0.261617 ; 0.262495 ; 0.159682 ; 0.307971 ; 0.172305 ; 0.375839 ; 1 ; 0.0502541 ; 0.0642933 ; 0.301548
C7 ; 0.00542005 ; 0.011422 ; 0.0245487 ; 0.0043956 ; 0.0248162 ; 0.0200138 ; 0.0504365 ; 0.0320755 ; 0.024237 ; 0.0528846 ; 0.0551724 ; 0.0356053 ; 0.0138477 ; 0.0291829 ; 0.0502541 ; 1 ; 0.0337349 ; 0.0169492
C8 ; 0.0231214 ; 0.0698714 ; 0.0772414 ; 0.0507881 ; 0.0294599 ; 0.0331421 ; 0.0550775 ; 0.00569106 ; 0.0321543 ; 0.064803 ; 0.0188934 ; 0.0470927 ; 0.0532011 ; 0.0640603 ; 0.0642933 ; 0.0337349 ; 1 ; 0.0789474
C9 ; 0.140033 ; 0.301887 ; 0.242889 ; 0.0900791 ; 0.185956 ; 0.214687 ; 0.233163 ; 0.184968 ; 0.2375 ; 0.244358 ; 0.105682 ; 0.276515 ; 0.163215 ; 0.347656 ; 0.301548 ; 0.0169492 ; 0.0789474 ; 1
